link_id,from_node_id,to_node_id,facility_type,dir_flag,length,lanes,capacity,free_speed,link_type,cost,geometry,original_link_id,main_node_id,movement_str,TMC
2277,63200,219700,,,85.33682119507047,5,4995.0,62.76426,4,,"LINESTRING (-111.96753 33.37835,-111.96845 33.37834)",2947,,,
2278,63201,124102,,,16.81766148001106,1,1799.0,94.95106,1,,"LINESTRING (-111.96733 33.37842,-111.96733 33.37849,-111.96734 33.37857)",2948,,,
2279,63300,218602,,,25.056083149286152,1,699.0,46.67086,6,,"LINESTRING (-111.97432 33.38514,-111.97409 33.38503)",2949a,,,
2280,218603,63301,,,25.056083149286152,1,699.0,46.67086,6,,"LINESTRING (-111.97405 33.38508,-111.97429 33.38519)",2949b,,,
2281,63302,63800,,,198.9733170154363,1,699.0,46.67086,6,,"LINESTRING (-111.97444 33.38526,-111.97473 33.38537,-111.97493 33.38542,-111.97499 33.38544,-111.97528 33.38548,-111.97599 33.38551,-111.97635 33.38551,-111.97653 33.38551)",2951a,,,
2282,63801,63303,,,195.98136042363308,1,699.0,46.67086,6,,"LINESTRING (-111.97654 33.38545,-111.97635 33.38545,-111.97599 33.38545,-111.97529 33.38542,-111.97501 33.38538,-111.97495 33.38536,-111.97476 33.38531,-111.97448 33.3852)",2951b,,,
2283,63400,63500,,,128.4562752131314,1,699.0,46.67086,6,,"LINESTRING (-111.9252 33.43904,-111.9252 33.4402)",2955a,,,
2284,63501,63401,,,128.4562752131314,1,699.0,46.67086,6,,"LINESTRING (-111.92527 33.4402,-111.92527 33.43904)",2955b,,,
2285,63502,265300,,,67.91802838846085,2,1998.0,62.76426,4,,"LINESTRING (-111.92511 33.44028,-111.92469 33.44033,-111.9244 33.44034,-111.92438 33.44034)",2959,,,
2286,63600,130604,,,67.37542848080732,1,699.0,46.67086,6,,"LINESTRING (-111.88947 33.38052,-111.88999 33.3801)",2960a,,,
2287,130605,63601,,,67.37542848108914,1,699.0,46.67086,6,,"LINESTRING (-111.88994 33.38005,-111.88942 33.38048)",2960b,,,
2288,63700,73500,,,161.8407056132647,4,3996.0,72.4203,4,,"LINESTRING (-111.92852 33.37818,-111.92851 33.37818,-111.92848 33.37818,-111.92796 33.37818,-111.92779 33.37818,-111.92747 33.37818,-111.92678 33.37819)",2962a,,,
2289,73501,63701,,,161.75216742916126,4,3996.0,72.4203,4,,"LINESTRING (-111.92678 33.37834,-111.92748 33.37834,-111.92779 33.37834,-111.92796 33.37834,-111.92848 33.37834,-111.92851 33.37834,-111.92852 33.37834)",2962b,,,
2290,63702,299302,,,203.55787939234654,4,3996.0,72.4203,4,,"LINESTRING (-111.92886 33.37834,-111.92889 33.37834,-111.92891 33.37834,-111.92943 33.37833,-111.92959 33.37833,-111.92994 33.37833,-111.93031 33.37833,-111.93047 33.37833,-111.93105 33.37832)",2964a,,,
2291,299303,63703,,,203.4674418217611,4,3996.0,72.4203,4,,"LINESTRING (-111.93105 33.37817,-111.93046 33.37817,-111.93031 33.37817,-111.92994 33.37817,-111.92959 33.37818,-111.92943 33.37818,-111.92891 33.37818,-111.92889 33.37818,-111.92886 33.37818)",2964b,,,
2292,63704,315100,,,153.63107941908984,3,2997.0,72.4203,4,,"LINESTRING (-111.92862 33.37837,-111.92859 33.37841,-111.92859 33.37842,-111.92858 33.37898,-111.92857 33.37909,-111.92856 33.37923,-111.92849 33.37949,-111.92847 33.37956,-111.92841 33.37973)",2966,,,
2293,63802,253802,,,39.25121993854634,1,699.0,46.67086,6,,"LINESTRING (-111.97671 33.38551,-111.97706 33.38551,-111.97713 33.38551)",2967a,,,
2294,253803,63803,,,39.31940803601424,1,699.0,46.67086,6,,"LINESTRING (-111.97713 33.38545,-111.97706 33.38545,-111.97671 33.38545)",2967b,,,
2295,63900,96400,,,48.66122831501791,1,699.0,46.67086,6,,"LINESTRING (-111.98555 33.38227,-111.98607 33.38227)",2973a,,,
2296,96401,63901,,,48.66122831501791,1,699.0,46.67086,6,,"LINESTRING (-111.98607 33.38221,-111.98555 33.38221)",2973b,,,
2297,63902,64000,,,12.569994566067614,1,699.0,46.67086,6,,"LINESTRING (-111.9855 33.38217,-111.98549 33.38205)",2975a,,,
2298,64001,63903,,,12.56999456606539,1,699.0,46.67086,6,,"LINESTRING (-111.98542 33.38206,-111.98542 33.38217)",2975b,,,
2299,63904,327100,,,18.97637143154235,1,699.0,46.67086,6,,"LINESTRING (-111.98543 33.38231,-111.98543 33.38248)",2977a,,,
2300,327101,63905,,,18.97637143154235,1,699.0,46.67086,6,,"LINESTRING (-111.98551 33.38248,-111.9855 33.38231)",2977b,,,
2301,64103,103302,,,20.780837866533986,2,1998.0,62.76426,4,,"LINESTRING (-111.96969 33.37824,-111.96969 33.37824,-111.96967 33.37822,-111.96963 33.37818,-111.96952 33.37812)",2983,,,
2302,64104,104700,,,57.256181336697566,3,2997.0,62.76426,4,,"LINESTRING (-111.96991 33.37833,-111.97038 33.37832,-111.97052 33.37832)",2984,,,
2303,64202,32502,,,11.623416884763254,5,4995.0,62.76426,4,,"LINESTRING (-111.97205 33.37815,-111.97193 33.37814)",2985,,,
2304,64302,84704,,,76.38970825762156,1,699.0,46.67086,6,,"LINESTRING (-111.94927 33.38136,-111.94987 33.38183)",2986a,,,
2305,84705,64303,,,76.38970825762156,1,699.0,46.67086,6,,"LINESTRING (-111.94992 33.38179,-111.94932 33.38131)",2986b,,,
2306,64304,81102,,,416.3374386172366,1,699.0,46.67086,6,,"LINESTRING (-111.94921 33.38121,-111.9472 33.37939,-111.94751 33.37916,-111.94764 33.37902,-111.94769 33.37882,-111.9477 33.37877,-111.94772 33.37827)",2990a,,,
2307,81103,64305,,,424.79727417232675,1,699.0,46.67086,6,,"LINESTRING (-111.94764 33.37827,-111.94763 33.37876,-111.94762 33.3788,-111.94757 33.37899,-111.94746 33.37912,-111.9471 33.37939,-111.94915 33.38125)",2990b,,,
2308,64501,125600,,,950.6576786642238,4,7196.0,104.6071,1,,"LINESTRING (-111.89099 33.38709,-111.891 33.3879,-111.89102 33.3884,-111.89105 33.38942,-111.89106 33.39001,-111.89105 33.3906,-111.89106 33.39113,-111.89105 33.39179,-111.89103 33.39269,-111.89103 33.39346,-111.89104 33.39402,-111.89101 33.39567)",2994,,,
2309,64600,172200,,,36.02107392068415,1,699.0,46.67086,6,,"LINESTRING (-111.95696 33.38018,-111.95687 33.38018,-111.95658 33.38018)",2995a,,,
2310,172201,64601,,,35.902002554615066,1,699.0,46.67086,6,,"LINESTRING (-111.95658 33.38024,-111.95687 33.38024,-111.95696 33.38024)",2995b,,,
2311,64702,65100,,,277.49637205885955,1,699.0,46.67086,6,,"LINESTRING (-111.9871 33.42288,-111.98712 33.42308,-111.98711 33.42315,-111.98709 33.42325,-111.98709 33.42335,-111.98708 33.42347,-111.98706 33.42352,-111.98698 33.42369,-111.98693 33.42379,-111.98693 33.42392,-111.98695 33.42403,-111.98704 33.42416,-111.98716 33.42421,-111.98736 33.42422,-111.98743 33.42422,-111.98763 33.42423,-111.98779 33.42421,-111.98809 33.42417,-111.98842 33.4242)",2999a,,,
2312,65101,64703,,,267.38789592695343,1,699.0,46.67086,6,,"LINESTRING (-111.98843 33.42413,-111.98809 33.42411,-111.98778 33.42415,-111.98762 33.42416,-111.98744 33.42416,-111.98737 33.42415,-111.98718 33.42415,-111.98709 33.42411,-111.98702 33.42401,-111.98701 33.42391,-111.987 33.4238,-111.98705 33.42371,-111.98713 33.42354,-111.98715 33.42349,-111.98717 33.42335,-111.98717 33.42326,-111.98719 33.42315,-111.98719 33.42308,-111.98717 33.42287)",2999b,,,
2313,64800,65206,,,137.94778795354793,1,699.0,46.67086,6,,"LINESTRING (-111.95401 33.38094,-111.95373 33.38097,-111.95252 33.38093)",3001a,,,
2314,65207,64801,,,138.99951510086746,1,699.0,46.67086,6,,"LINESTRING (-111.95252 33.381,-111.95374 33.38103,-111.95401 33.381)",3001b,,,
2315,64802,120200,,,65.97869743650982,1,699.0,46.67086,6,,"LINESTRING (-111.95408 33.38104,-111.95416 33.38136,-111.95422 33.38162)",3003a,,,
2316,120201,64803,,,65.97945625948456,1,699.0,46.67086,6,,"LINESTRING (-111.95429 33.38161,-111.95423 33.38134,-111.95415 33.38103)",3003b,,,
2317,64804,282100,,,131.81616211651232,1,699.0,46.67086,6,,"LINESTRING (-111.95419 33.38096,-111.95452 33.38086,-111.95487 33.38065,-111.95512 33.38042,-111.95525 33.38023)",3005a,,,
2318,282101,64805,,,126.99732378616987,1,699.0,46.67086,6,,"LINESTRING (-111.95519 33.3802,-111.95506 33.38038,-111.95482 33.3806,-111.95448 33.3808,-111.95416 33.38091)",3005b,,,
2319,64900,277100,,,11.475709735489952,1,699.0,46.67086,6,,"LINESTRING (-111.90916 33.42083,-111.90904 33.42083)",3007a,,,
2320,277101,64901,,,11.475709735489952,1,699.0,46.67086,6,,"LINESTRING (-111.90904 33.42089,-111.90916 33.42089)",3007b,,,
2321,64902,277200,,,120.39701271607353,3,2997.0,64.3736,4,,"LINESTRING (-111.90917 33.42074,-111.90915 33.41979,-111.90911 33.41965)",3009,,,
2322,65002,81104,,,125.02968349203785,4,3996.0,72.4203,4,,"LINESTRING (-111.94617 33.37828,-111.94651 33.37828,-111.94652 33.37828,-111.9472 33.37828,-111.94723 33.37828,-111.94751 33.37828)",3010a,,,
2323,81105,65003,,,125.0275978917915,4,3996.0,72.4203,4,,"LINESTRING (-111.94751 33.37812,-111.94723 33.37812,-111.9472 33.37812,-111.94652 33.37812,-111.94651 33.37812,-111.94617 33.37812)",3010b,,,
2324,65300,241600,,,2.1264268661558896,1,699.0,46.67086,6,,"LINESTRING (-111.9751 33.38173,-111.97508 33.38174)",3024a,,,
2325,241601,65301,,,2.900000000102982,1,699.0,46.67086,6,,"LINESTRING (-111.97514 33.38178,-111.97516 33.38176)",3024b,,,
2326,65302,252000,,,230.38030374136537,1,699.0,46.67086,6,,"LINESTRING (-111.97524 33.38175,-111.97535 33.3818,-111.97554 33.38184,-111.97569 33.38185,-111.97697 33.38185,-111.97769 33.38185)",3026a,,,
2327,252001,65303,,,226.99005901199394,1,699.0,46.67086,6,,"LINESTRING (-111.97769 33.38179,-111.97697 33.38179,-111.97569 33.38179,-111.97555 33.38178,-111.97537 33.38174,-111.97527 33.38169)",3026b,,,
2328,65304,218302,,,127.94259242691035,1,699.0,46.67086,6,,"LINESTRING (-111.97517 33.38161,-111.97514 33.38155,-111.97509 33.38135,-111.97508 33.38116,-111.97509 33.38047)",3028a,,,
2329,218303,65305,,,131.24330982053144,1,699.0,46.67086,6,,"LINESTRING (-111.97501 33.38047,-111.97501 33.38116,-111.97501 33.38136,-111.97507 33.38157,-111.97511 33.38164)",3028b,,,
2330,65402,252002,,,41.91836162069601,1,699.0,46.67086,6,,"LINESTRING (-111.97832 33.38179,-111.97787 33.38179)",3030a,,,
2331,252003,65403,,,41.91836162069601,1,699.0,46.67086,6,,"LINESTRING (-111.97787 33.38185,-111.97832 33.38185)",3030b,,,
2332,65404,114600,,,210.0986254372901,3,2997.0,62.76426,4,,"LINESTRING (-111.97833 33.38194,-111.97832 33.38384)",3032a,,,
2333,114601,65405,,,210.0986254372901,3,2997.0,62.76426,4,,"LINESTRING (-111.97847 33.38384,-111.97848 33.38194)",3032b,,,
2334,65501,101202,,,1536.4898378063717,6,10794.0,104.6071,1,,"LINESTRING (-111.89827 33.43591,-111.89869 33.43596,-111.89928 33.43604,-111.89994 33.43608,-111.90041 33.4361,-111.90173 33.43612,-111.90364 33.43612,-111.90535 33.43613,-111.90743 33.43615,-111.90921 33.43617,-111.91105 33.43618,-111.91273 33.43618,-111.91335 33.43618,-111.91395 33.43618,-111.91478 33.43618)",3036,,,
2335,65600,157700,,,10.323192709590245,1,799.0,46.67086,5,,"LINESTRING (-111.95942 33.43015,-111.95948 33.43023)",3037a,,,
2336,157701,65601,,,10.323192709590245,1,799.0,46.67086,5,,"LINESTRING (-111.95954 33.4302,-111.95948 33.43012)",3037b,,,
2337,65602,171000,,,339.7251075814593,1,799.0,46.67086,5,,"LINESTRING (-111.95943 33.43005,-111.95942 33.43003,-111.95934 33.42984,-111.95932 33.42918,-111.95928 33.42911,-111.95919 33.42905,-111.95907 33.42903,-111.95899 33.42903,-111.95878 33.42903,-111.95813 33.42903,-111.95789 33.42904,-111.95699 33.42904,-111.9568 33.42904)",3039a,,,
2338,171001,65603,,,332.40796930339866,1,799.0,46.67086,5,,"LINESTRING (-111.9568 33.42911,-111.95699 33.42911,-111.95789 33.4291,-111.95813 33.4291,-111.95878 33.42909,-111.95899 33.42909,-111.95906 33.42909,-111.95916 33.4291,-111.95922 33.42915,-111.95925 33.4292,-111.95927 33.42985,-111.95935 33.43005,-111.95937 33.43008)",3039b,,,
2339,65604,189000,,,361.16978629410556,2,1998.0,62.76426,4,,"LINESTRING (-111.95933 33.43018,-111.95882 33.43041,-111.95863 33.43051,-111.95844 33.43059,-111.95828 33.43064,-111.9581 33.43069,-111.9578 33.43075,-111.95762 33.43078,-111.95747 33.43079,-111.95725 33.4308,-111.95714 33.4308,-111.95698 33.4308,-111.95675 33.43078,-111.95652 33.43074,-111.95574 33.43058,-111.95564 33.43056)",3041,,,
2340,65700,106500,,,7.229969827183204,1,699.0,46.67086,6,,"LINESTRING (-111.90714 33.41452,-111.90713 33.41458)",3042a,,,
2341,106501,65701,,,7.229467551478652,1,699.0,46.67086,6,,"LINESTRING (-111.90721 33.41458,-111.90721 33.41452)",3042b,,,
2342,65702,158000,,,25.644654592451065,1,699.0,46.67086,6,,"LINESTRING (-111.90722 33.41437,-111.90722 33.4143,-111.90723 33.41419,-111.90723 33.41414)",3044a,,,
2343,158001,65703,,,27.06427834878283,1,699.0,46.67086,6,,"LINESTRING (-111.90716 33.41413,-111.90715 33.41419,-111.90714 33.4143,-111.90714 33.41437)",3044b,,,
2344,65800,67600,,,258.2459934855137,2,3598.0,94.95106,1,,"LINESTRING (-111.89237 33.38045,-111.89234 33.38048,-111.89215 33.38083,-111.8918 33.38146,-111.89157 33.38189,-111.89139 33.38222,-111.89132 33.38235,-111.8912 33.38255)",3048,,,
2345,65801,64501,,,750.4676840469835,4,7196.0,104.6071,1,,"LINESTRING (-111.8924 33.3805,-111.89219 33.38103,-111.89167 33.3822,-111.8916 33.38236,-111.89155 33.3825,-111.89146 33.38272,-111.89138 33.38296,-111.89129 33.38326,-111.89122 33.38348,-111.89118 33.38364,-111.89113 33.38387,-111.89108 33.3841,-111.89106 33.38422,-111.89103 33.38445,-111.891 33.38466,-111.89099 33.38489,-111.89098 33.38507,-111.89097 33.3855,-111.89098 33.3861,-111.89099 33.38709)",3049,,,
2346,65902,235100,,,92.85021913602372,1,699.0,46.67086,6,,"LINESTRING (-111.93296 33.40654,-111.93297 33.40571)",3050a,,,
2347,235101,65903,,,92.85021913602372,1,699.0,46.67086,6,,"LINESTRING (-111.9329 33.40571,-111.93288 33.40654)",3050b,,,
2348,65904,324500,,,74.9992920747544,1,699.0,46.67086,6,,"LINESTRING (-111.933 33.40665,-111.93341 33.40664,-111.93381 33.40663)",3054a,,,
2349,324501,65905,,,75.00035399943009,1,699.0,46.67086,6,,"LINESTRING (-111.93381 33.40657,-111.9334 33.40658,-111.933 33.40658)",3054b,,,
2350,66000,66200,,,254.52537672158664,1,699.0,46.67086,6,,"LINESTRING (-111.9381 33.38735,-111.93778 33.38735,-111.93715 33.38722,-111.93671 33.38715,-111.93619 33.38714,-111.93619 33.3868,-111.93619 33.38646)",3056a,,,
2351,66201,66001,,,268.25894163290076,1,699.0,46.67086,6,,"LINESTRING (-111.93611 33.38646,-111.93612 33.3868,-111.93612 33.3872,-111.9367 33.38721,-111.93714 33.38729,-111.93777 33.38741,-111.9381 33.38741)",3056b,,,
2352,66002,169404,,,76.18464366149372,1,699.0,46.67086,6,,"LINESTRING (-111.93815 33.38745,-111.93816 33.38781,-111.93816 33.38814)",3060a,,,
2353,169405,66003,,,76.18642327609736,1,699.0,46.67086,6,,"LINESTRING (-111.93824 33.38814,-111.93823 33.3878,-111.93822 33.38745)",3060b,,,
2354,66104,99002,,,76.15636905841771,1,699.0,46.67086,6,,"LINESTRING (-111.93278 33.40416,-111.93279 33.40381,-111.93279 33.40347)",3064a,,,
2355,99003,66105,,,76.15636964144818,1,699.0,46.67086,6,,"LINESTRING (-111.93272 33.40347,-111.93271 33.40381,-111.93271 33.40416)",3064b,,,
2356,66202,100504,,,85.4702091700144,1,699.0,46.67086,6,,"LINESTRING (-111.93606 33.38636,-111.93515 33.38638)",3068a,,,
2357,100505,66203,,,85.4702091700144,1,699.0,46.67086,6,,"LINESTRING (-111.93515 33.38644,-111.93607 33.38642)",3068b,,,
2358,66300,309000,,,47.51820334610872,1,699.0,46.67086,6,,"LINESTRING (-111.88888 33.39029,-111.88888 33.39041,-111.88889 33.39072)",3074a,,,
2359,309001,66301,,,47.51516265234253,1,699.0,46.67086,6,,"LINESTRING (-111.88896 33.39072,-111.88896 33.39041,-111.88895 33.39029)",3074b,,,
2360,66402,104500,,,303.53199830503104,1,699.0,46.67086,6,,"LINESTRING (-111.9326 33.39067,-111.93277 33.39042,-111.93303 33.39004,-111.93268 33.38986,-111.93222 33.38966,-111.93178 33.38953,-111.93126 33.38944,-111.93079 33.38941)",3076a,,,
2361,104501,66403,,,286.5163033809974,1,699.0,46.67086,6,,"LINESTRING (-111.93078 33.38948,-111.93125 33.3895,-111.93176 33.38959,-111.93219 33.38972,-111.93264 33.38992,-111.93293 33.39006,-111.9327 33.39039,-111.93253 33.39064)",3076b,,,
2362,66404,189900,,,168.7321158020002,1,699.0,46.67086,6,,"LINESTRING (-111.93247 33.39065,-111.93203 33.39043,-111.93162 33.39028,-111.93115 33.39019,-111.93078 33.39018)",3078a,,,
2363,189901,66405,,,165.14891743036122,1,699.0,46.67086,6,,"LINESTRING (-111.93078 33.39024,-111.93114 33.39026,-111.9316 33.39034,-111.932 33.39048,-111.93243 33.39071)",3078b,,,
2364,66500,72000,,,67.41649060458586,1,699.0,46.67086,6,,"LINESTRING (-111.97939 33.39791,-111.97939 33.39762,-111.97939 33.3973)",3082a,,,
2365,72001,66501,,,67.41649057483004,1,699.0,46.67086,6,,"LINESTRING (-111.97932 33.3973,-111.97932 33.39762,-111.97932 33.39791)",3082b,,,
2366,66502,266500,,,194.53584170714004,1,699.0,46.67086,6,,"LINESTRING (-111.97931 33.39805,-111.97931 33.39837,-111.9793 33.39976,-111.9793 33.3998)",3084a,,,
2367,266501,66503,,,194.5281118466931,1,699.0,46.67086,6,,"LINESTRING (-111.97937 33.3998,-111.97937 33.39976,-111.97939 33.39837,-111.97939 33.39805)",3084b,,,
2368,66504,78700,,,66.2007810686211,1,699.0,40.2335,6,,"LINESTRING (-111.97927 33.39795,-111.97891 33.39795,-111.97855 33.39796)",3086a,,,
2369,78701,66505,,,66.20065520774789,1,699.0,40.2335,6,,"LINESTRING (-111.97856 33.39802,-111.97891 33.39802,-111.97927 33.39801)",3086b,,,
2370,66506,217900,,,220.15506694483142,1,699.0,40.2335,6,,"LINESTRING (-111.97944 33.39801,-111.97979 33.39801,-111.98017 33.39807,-111.98084 33.39824,-111.98143 33.39838,-111.98172 33.39839,-111.98175 33.39839)",3088a,,,
2371,217901,66507,,,219.810148991088,1,699.0,40.2335,6,,"LINESTRING (-111.98174 33.39832,-111.98172 33.39832,-111.98144 33.39832,-111.98087 33.39818,-111.98019 33.398,-111.97979 33.39795,-111.97944 33.39795)",3088b,,,
2372,66601,66701,,,4.9098144277245614,1,699.0,40.2335,6,,"LINESTRING (-111.91764 33.44512,-111.91763 33.44516)",3090a,,,
2373,66702,66602,,,4.9098144277245614,1,699.0,40.2335,6,,"LINESTRING (-111.91771 33.44516,-111.91771 33.44512)",3090b,,,
2374,66603,33903,,,4.358340232170746,1,699.0,40.2335,6,,"LINESTRING (-111.91759 33.4451,-111.91756 33.4451,-111.91754 33.44511)",3092,,,
2375,66703,33507,,,10.672313584715567,1,699.0,40.2335,6,,"LINESTRING (-111.91775 33.44519,-111.9178 33.44521,-111.91786 33.44519)",3095,,,
2376,66802,100900,,,99.38006653001943,1,699.0,46.67086,6,,"LINESTRING (-111.93301 33.38739,-111.93313 33.38712,-111.93321 33.38695,-111.93325 33.38677,-111.9332 33.38659,-111.93316 33.38655)",3098a,,,
2377,100901,66803,,,92.78724078494622,1,699.0,46.67086,6,,"LINESTRING (-111.9331 33.38658,-111.93313 33.38662,-111.93317 33.38677,-111.93314 33.38693,-111.93306 33.3871,-111.93294 33.38737)",3098b,,,
2378,66804,191000,,,192.85711863973154,1,699.0,46.67086,6,,"LINESTRING (-111.93287 33.3874,-111.93215 33.38723,-111.93171 33.38717,-111.93119 33.38712,-111.93083 33.38712)",3100a,,,
2379,191001,66805,,,190.8650614546417,1,699.0,46.67086,6,,"LINESTRING (-111.93083 33.38718,-111.93119 33.38718,-111.9317 33.38723,-111.93214 33.38729,-111.93285 33.38746)",3100b,,,
2380,66900,174200,,,81.55202232287513,1,699.0,46.67086,6,,"LINESTRING (-111.9644 33.39605,-111.9644 33.39532)",3102a,,,
2381,174201,66901,,,81.55202232287513,1,699.0,46.67086,6,,"LINESTRING (-111.96433 33.39532,-111.96433 33.39605)",3102b,,,
2382,66902,134500,,,31.801097697869217,1,699.0,46.67086,6,,"LINESTRING (-111.96433 33.3962,-111.96433 33.39648)",3104a,,,
2383,134501,66903,,,31.801097697869217,1,699.0,46.67086,6,,"LINESTRING (-111.9644 33.39648,-111.9644 33.3962)",3104b,,,
2384,66904,250100,,,184.8746644389743,1,699.0,46.67086,6,,"LINESTRING (-111.96445 33.39616,-111.96478 33.39615,-111.96644 33.39615)",3106a,,,
2385,250101,66905,,,184.87293167912094,1,699.0,46.67086,6,,"LINESTRING (-111.96644 33.39609,-111.96478 33.39609,-111.96445 33.39609)",3106b,,,
2386,66906,333400,,,62.30437380386441,1,699.0,46.67086,6,,"LINESTRING (-111.96428 33.39609,-111.96395 33.39609,-111.96361 33.3961)",3108a,,,
2387,333401,66907,,,62.30268436161839,1,699.0,46.67086,6,,"LINESTRING (-111.96361 33.39616,-111.96395 33.39616,-111.96428 33.39616)",3108b,,,
2388,67000,174202,,,61.05635176918712,1,699.0,46.67086,6,,"LINESTRING (-111.96434 33.39462,-111.96433 33.39517)",3110a,,,
2389,174203,67001,,,61.05635176918712,1,699.0,46.67086,6,,"LINESTRING (-111.9644 33.39517,-111.96441 33.39462)",3110b,,,
2390,67002,67102,,,39.63667641488942,1,699.0,46.67086,6,,"LINESTRING (-111.96441 33.39448,-111.96441 33.39443,-111.9644 33.39412)",3112a,,,
2391,67103,67003,,,39.6397864312667,1,699.0,46.67086,6,,"LINESTRING (-111.96433 33.39412,-111.96433 33.39444,-111.96434 33.39448)",3112b,,,
2392,67004,250300,,,188.40106095460823,1,699.0,46.67086,6,,"LINESTRING (-111.96446 33.39458,-111.96478 33.39458,-111.96501 33.39458,-111.96536 33.39462,-111.96598 33.39473,-111.96647 33.39473)",3114a,,,
2393,250301,67005,,,188.39892594852088,1,699.0,46.67086,6,,"LINESTRING (-111.96647 33.39467,-111.96599 33.39467,-111.96537 33.39455,-111.96501 33.39452,-111.96478 33.39452,-111.96446 33.39452)",3114b,,,
2394,67104,333502,,,61.437605615544136,1,699.0,40.2335,6,,"LINESTRING (-111.96428 33.39402,-111.96362 33.39403)",3116a,,,
2395,333503,67105,,,61.437605615544136,1,699.0,40.2335,6,,"LINESTRING (-111.96362 33.39409,-111.96428 33.39408)",3116b,,,
2396,67200,154900,,,31.870157695373845,1,699.0,46.67086,6,,"LINESTRING (-111.97937 33.39479,-111.97936 33.39491,-111.97936 33.39508)",3122a,,,
2397,154901,67201,,,31.05821705979975,1,699.0,46.67086,6,,"LINESTRING (-111.97943 33.39508,-111.97943 33.39491,-111.97945 33.3948)",3122b,,,
2398,67300,280900,,,3.471745260019699,2,1998.0,62.76426,4,,"LINESTRING (-111.92734 33.44022,-111.92731 33.44022)",3124,,,
2399,67301,86201,,,291.6262236152868,2,2398.0,62.76426,3,,"LINESTRING (-111.92752 33.44032,-111.92772 33.44032,-111.92805 33.44031,-111.92838 33.44031,-111.92884 33.4403,-111.93016 33.44029,-111.93066 33.44027)",3125a,,,
2400,86202,67302,,,291.47887092118464,2,2398.0,62.76426,3,,"LINESTRING (-111.93066 33.44018,-111.93016 33.44019,-111.92883 33.44021,-111.92838 33.44022,-111.92804 33.44022,-111.92772 33.44022,-111.92752 33.44023)",3125b,,,
2401,67502,309100,,,216.10652972959184,1,699.0,46.67086,6,,"LINESTRING (-111.88756 33.41746,-111.88841 33.41746,-111.88889 33.41749,-111.88988 33.41748)",3127a,,,
2402,309101,67503,,,216.0554733021509,1,699.0,46.67086,6,,"LINESTRING (-111.88988 33.41742,-111.8889 33.41742,-111.88841 33.4174,-111.88756 33.4174)",3127b,,,
2403,67504,176800,,,73.99871477726484,1,699.0,46.67086,6,,"LINESTRING (-111.88751 33.41736,-111.88751 33.41717,-111.88752 33.41669)",3129a,,,
2404,176801,67505,,,74.01372822713265,1,699.0,46.67086,6,,"LINESTRING (-111.88744 33.41669,-111.88743 33.41717,-111.88743 33.41736)",3129b,,,
2405,67600,90700,,,738.653622634413,1,1799.0,94.95106,1,,"LINESTRING (-111.8912 33.38255,-111.89098 33.38283,-111.89051 33.38357,-111.89041 33.38372,-111.89021 33.38402,-111.89015 33.38411,-111.88994 33.38437,-111.88982 33.38449,-111.88973 33.38457,-111.88959 33.38468,-111.88945 33.38477,-111.88934 33.38483,-111.88922 33.38489,-111.88908 33.38495,-111.88896 33.385,-111.88881 33.38505,-111.88865 33.38509,-111.88846 33.38513,-111.88827 33.38516,-111.88811 33.38518,-111.88746 33.38524,-111.88675 33.38529,-111.88625 33.38533,-111.88545 33.38539,-111.88482 33.38547)",3133,,,
2406,67600,78201,,,1122.8712371931301,2,3598.0,94.95106,1,,"LINESTRING (-111.8912 33.38255,-111.89104 33.38288,-111.89097 33.38299,-111.89071 33.38347,-111.89067 33.38355,-111.89061 33.38367,-111.89057 33.3838,-111.89053 33.38393,-111.8905 33.38404,-111.89048 33.38418,-111.89048 33.3843,-111.89048 33.38443,-111.89049 33.38455,-111.89052 33.38472,-111.89056 33.38485,-111.89061 33.385,-111.89066 33.38511,-111.89071 33.3852,-111.89077 33.38529,-111.89083 33.38539,-111.89092 33.38549,-111.89103 33.38562,-111.89111 33.38569,-111.89122 33.38579,-111.89137 33.38591,-111.89149 33.386,-111.89164 33.38608,-111.89175 33.38613,-111.89189 33.38619,-111.89203 33.38624,-111.89216 33.38629,-111.89236 33.38634,-111.89252 33.38637,-111.89265 33.38638,-111.89276 33.38639,-111.89287 33.3864,-111.89299 33.3864,-111.89317 33.38639,-111.89332 33.38637,-111.89354 33.38634,-111.89391 33.38628,-111.89453 33.38618,-111.89515 33.38608,-111.89547 33.38604,-111.89574 33.38601,-111.89607 33.38597,-111.89644 33.38596,-111.89686 33.38595,-111.8975 33.38593,-111.89833 33.38592,-111.89885 33.38583)",3134,,,
2407,67702,185000,,,284.72383390195637,1,699.0,46.67086,6,,"LINESTRING (-111.88316 33.41757,-111.88533 33.41756,-111.88622 33.41756)",3135a,,,
2408,185001,67703,,,284.7234343670792,1,699.0,46.67086,6,,"LINESTRING (-111.88622 33.4175,-111.88533 33.4175,-111.88316 33.41751)",3135b,,,
