link_id,from_node_id,to_node_id,facility_type,dir_flag,length,lanes,capacity,free_speed,link_type,cost,geometry,original_link_id,main_node_id,movement_str,TMC
24,1000,1100,,,91.72510225654244,1,699.0,46.67086,6,,"LINESTRING (-111.88735 33.42024,-111.88636 33.42024)",31a,,,
25,1101,1001,,,91.72510225654244,1,699.0,46.67086,6,,"LINESTRING (-111.88636 33.4203,-111.88735 33.4203)",31b,,,
26,1002,64400,,,235.7675673403095,1,699.0,46.67086,6,,"LINESTRING (-111.88752 33.4203,-111.88851 33.42029,-111.89002 33.42028,-111.89006 33.42028)",33a,,,
27,64401,1003,,,235.85982348976975,1,699.0,46.67086,6,,"LINESTRING (-111.89006 33.42022,-111.89002 33.42022,-111.88851 33.42023,-111.88752 33.42024)",33b,,,
28,1004,155200,,,77.63903598161755,1,699.0,46.67086,6,,"LINESTRING (-111.88748 33.4202,-111.88748 33.42005,-111.88748 33.41949)",35a,,,
29,155201,1005,,,77.64220280819428,1,699.0,46.67086,6,,"LINESTRING (-111.88741 33.41949,-111.8874 33.42005,-111.8874 33.42019)",35b,,,
30,1006,249100,,,83.59191384852534,1,699.0,46.67086,6,,"LINESTRING (-111.8874 33.42034,-111.8874 33.42044,-111.88739 33.42109)",37a,,,
31,249101,1007,,,83.69103010484577,1,699.0,46.67086,6,,"LINESTRING (-111.88747 33.42109,-111.88748 33.42044,-111.88747 33.42034)",37b,,,
32,1102,82800,,,284.47126620075795,1,699.0,46.67086,6,,"LINESTRING (-111.88619 33.42024,-111.88313 33.42024)",39a,,,
33,82801,1103,,,284.47126620075795,1,699.0,46.67086,6,,"LINESTRING (-111.88313 33.4203,-111.88619 33.4203)",39b,,,
34,1104,184400,,,85.09294833840829,1,699.0,46.67086,6,,"LINESTRING (-111.88632 33.4202,-111.88632 33.41943)",43a,,,
35,184401,1105,,,85.09294833840829,1,699.0,46.67086,6,,"LINESTRING (-111.88625 33.41943,-111.88624 33.4202)",43b,,,
36,1106,249200,,,83.41517745116823,1,699.0,46.67086,6,,"LINESTRING (-111.88624 33.42034,-111.88624 33.42109)",45a,,,
37,249201,1107,,,83.41517745116823,1,699.0,46.67086,6,,"LINESTRING (-111.88631 33.42109,-111.88632 33.42034)",45b,,,
38,1200,322100,,,89.82712885433668,1,699.0,40.2335,7,,"LINESTRING (-111.9405 33.38323,-111.93953 33.38324)",47a,,,
39,322101,1201,,,89.82712885433668,1,699.0,40.2335,7,,"LINESTRING (-111.93953 33.3833,-111.9405 33.38329)",47b,,,
40,1202,1400,,,263.43026020024433,1,699.0,46.67086,7,,"LINESTRING (-111.94062 33.38319,-111.94061 33.38308,-111.9406 33.38259,-111.9406 33.3824,-111.9406 33.38208,-111.94059 33.38195,-111.94059 33.38179,-111.94059 33.38145,-111.94061 33.38096,-111.94065 33.38081)",49a,,,
41,1401,1203,,,265.1202307239478,1,699.0,46.67086,7,,"LINESTRING (-111.94057 33.3808,-111.94054 33.38095,-111.94052 33.38145,-111.94052 33.38179,-111.94052 33.38195,-111.94052 33.38208,-111.94053 33.3824,-111.94053 33.38259,-111.94054 33.38308,-111.94054 33.38319)",49b,,,
42,1204,222100,,,389.0094303775271,1,699.0,40.2335,7,,"LINESTRING (-111.94067 33.38329,-111.94082 33.38329,-111.94106 33.38326,-111.94142 33.38313,-111.94175 33.38295,-111.94177 33.38293,-111.94181 33.38291,-111.94186 33.38287,-111.94198 33.38276,-111.94211 33.38258,-111.94215 33.38253,-111.94218 33.38248,-111.94228 33.38218,-111.94231 33.38209,-111.94231 33.38203,-111.94232 33.38183,-111.9423 33.38166,-111.94226 33.38151,-111.94213 33.38114,-111.94205 33.38093,-111.94194 33.38061)",51a,,,
43,222101,1205,,,376.0171602951202,1,699.0,40.2335,7,,"LINESTRING (-111.94186 33.38063,-111.94198 33.38095,-111.94205 33.38116,-111.94218 33.38152,-111.94222 33.38167,-111.94224 33.38184,-111.94223 33.38203,-111.94223 33.38208,-111.94221 33.38216,-111.94211 33.38246,-111.94208 33.3825,-111.94205 33.38254,-111.94192 33.38272,-111.94181 33.38282,-111.94176 33.38287,-111.94173 33.38288,-111.94171 33.38289,-111.94139 33.38307,-111.94104 33.3832,-111.94081 33.38322,-111.94067 33.38323)",51b,,,
44,1300,53200,,,45.6482996913694,3,3597.0,64.3736,3,,"LINESTRING (-111.95286 33.42185,-111.95282 33.42185,-111.9526 33.42185,-111.95237 33.42185)",53a,,,
45,53201,1301,,,45.5615384400377,3,3597.0,64.3736,3,,"LINESTRING (-111.95237 33.42198,-111.9526 33.42198,-111.95282 33.42198,-111.95286 33.42198)",53b,,,
46,1302,145900,,,32.48888953411376,2,2398.0,64.3736,3,,"LINESTRING (-111.95313 33.42195,-111.95316 33.42196,-111.95348 33.42196)",55,,,
47,1402,222102,,,105.2197848600589,1,699.0,46.67086,7,,"LINESTRING (-111.94071 33.38078,-111.94087 33.38079,-111.94116 33.38078,-111.94148 33.38069,-111.94181 33.38061)",58a,,,
48,222103,1403,,,102.15957324228346,1,699.0,46.67086,7,,"LINESTRING (-111.94178 33.38055,-111.94146 33.38063,-111.94115 33.38072,-111.94087 33.38073,-111.94072 33.38071)",58b,,,
49,1404,259200,,,101.35511224492177,1,699.0,46.67086,7,,"LINESTRING (-111.94055 33.38069,-111.94043 33.38067,-111.94037 33.38065,-111.94028 33.38063,-111.93994 33.3806,-111.93954 33.38061,-111.93947 33.38061)",60a,,,
50,259201,1405,,,100.06641396437423,1,699.0,46.67086,7,,"LINESTRING (-111.93947 33.38067,-111.93954 33.38067,-111.93994 33.38066,-111.94026 33.38069,-111.94034 33.38071,-111.94041 33.38073,-111.94054 33.38075)",60b,,,
51,1500,90800,,,140.12155789945956,1,699.0,46.67086,6,,"LINESTRING (-111.9413 33.42186,-111.94128 33.42132,-111.94128 33.42129,-111.94128 33.42123,-111.94128 33.4212,-111.94127 33.42059)",62a,,,
52,90801,1501,,,140.18458363104392,1,699.0,46.67086,6,,"LINESTRING (-111.94119 33.42059,-111.9412 33.4212,-111.9412 33.42123,-111.9412 33.42129,-111.94121 33.42133,-111.94122 33.42186)",62b,,,
53,1502,217400,,,77.03673889241483,3,3597.0,56.3269,3,,"LINESTRING (-111.94141 33.42199,-111.94175 33.42199,-111.94177 33.42199,-111.94224 33.42199)",64a,,,
54,217401,1503,,,76.90650560834275,3,3597.0,56.3269,3,,"LINESTRING (-111.94224 33.42187,-111.94177 33.42187,-111.94175 33.42187,-111.94141 33.42187)",64b,,,
55,1504,255600,,,81.26532389647035,3,3597.0,56.3269,3,,"LINESTRING (-111.94111 33.42187,-111.94075 33.42187,-111.9407 33.42187,-111.94057 33.42187,-111.94024 33.42187)",66a,,,
56,255601,1505,,,82.27455954098957,3,3597.0,56.3269,3,,"LINESTRING (-111.94023 33.422,-111.94057 33.422,-111.9407 33.422,-111.94075 33.422,-111.94111 33.42199)",66b,,,
57,1600,137500,,,97.58257718370263,1,799.0,46.67086,5,,"LINESTRING (-111.94315 33.42967,-111.94332 33.42959,-111.94341 33.42957,-111.94346 33.42956,-111.9435 33.42955,-111.94359 33.42954,-111.94389 33.42955,-111.94417 33.42955)",68a,,,
58,137501,1601,,,101.07616041228364,1,799.0,46.67086,5,,"LINESTRING (-111.94417 33.42948,-111.94389 33.42948,-111.94358 33.42948,-111.9435 33.42949,-111.94345 33.42949,-111.94339 33.42951,-111.9433 33.42953,-111.94311 33.42961)",68b,,,
59,1602,205601,,,25.057403667149952,3,2997.0,62.76426,4,,"LINESTRING (-111.94295 33.42958,-111.94292 33.42955,-111.94289 33.42952,-111.94287 33.42945,-111.94287 33.42937)",70,,,
60,1700,217000,,,91.60952228228766,1,699.0,46.67086,6,,"LINESTRING (-111.94132 33.41908,-111.94178 33.41908,-111.94184 33.41908,-111.94231 33.41908)",71a,,,
61,217001,1701,,,91.53350977880933,1,699.0,46.67086,6,,"LINESTRING (-111.94231 33.41902,-111.94184 33.41902,-111.94178 33.41902,-111.94132 33.41902)",71b,,,
62,1702,290600,,,96.52508787445977,1,699.0,46.67086,6,,"LINESTRING (-111.94115 33.41902,-111.9406 33.41902,-111.94049 33.41902,-111.94046 33.41902,-111.94031 33.41902,-111.94011 33.41902)",73a,,,
63,290601,1703,,,96.38962911313581,1,699.0,46.67086,6,,"LINESTRING (-111.94011 33.41909,-111.94031 33.41909,-111.94046 33.41908,-111.94049 33.41908,-111.9406 33.41908,-111.94115 33.41908)",73b,,,
64,1704,1800,,,142.83338741667365,1,699.0,46.67086,6,,"LINESTRING (-111.94127 33.41898,-111.94127 33.41769)",75a,,,
65,1801,1705,,,142.8274126869688,1,699.0,46.67086,6,,"LINESTRING (-111.94119 33.41769,-111.9412 33.41898)",75b,,,
66,1706,91000,,,139.04804107067199,1,699.0,46.67086,6,,"LINESTRING (-111.94119 33.41912,-111.94119 33.41913,-111.9412 33.42005,-111.94119 33.42037)",77a,,,
67,91001,1707,,,138.00790997217422,1,699.0,46.67086,6,,"LINESTRING (-111.94127 33.42037,-111.94127 33.42005,-111.94126 33.41913,-111.94126 33.41913)",77b,,,
68,1802,2000,,,140.95020750887198,1,699.0,46.67086,6,,"LINESTRING (-111.94127 33.41755,-111.94124 33.41628)",79a,,,
69,2001,1803,,,140.95020750887198,1,699.0,46.67086,6,,"LINESTRING (-111.94117 33.41628,-111.94119 33.41755)",79b,,,
70,1804,216900,,,97.64894057168326,1,699.0,40.2335,6,,"LINESTRING (-111.94132 33.41765,-111.94183 33.41765,-111.94237 33.41765)",81a,,,
71,216901,1805,,,97.67112923069254,1,699.0,40.2335,6,,"LINESTRING (-111.94237 33.41759,-111.94183 33.41759,-111.94132 33.41759)",81b,,,
72,1806,255800,,,95.09241610472276,1,699.0,40.2335,6,,"LINESTRING (-111.94114 33.41759,-111.94059 33.41758,-111.94051 33.41759,-111.94012 33.41759)",83a,,,
73,255801,1807,,,94.91259560923213,1,699.0,40.2335,6,,"LINESTRING (-111.94012 33.41766,-111.94051 33.41765,-111.94059 33.41765,-111.94114 33.41765)",83b,,,
74,1900,260700,,,8.134761992243156,1,699.0,46.67086,6,,"LINESTRING (-111.89579 33.38663,-111.89573 33.38669)",87a,,,
75,260701,1901,,,8.13476199227982,1,699.0,46.67086,6,,"LINESTRING (-111.89579 33.38673,-111.89585 33.38667)",87b,,,
76,2002,2100,,,145.839802325698,1,699.0,46.67086,6,,"LINESTRING (-111.94124 33.41613,-111.94123 33.41482)",89a,,,
77,2101,2003,,,145.839802325698,1,699.0,46.67086,6,,"LINESTRING (-111.94115 33.41482,-111.94117 33.41613)",89b,,,
78,2004,216800,,,99.97374499051482,1,699.0,46.67086,6,,"LINESTRING (-111.94129 33.41623,-111.94182 33.41622,-111.94237 33.41622)",93a,,,
79,216801,2005,,,100.08044560761869,1,699.0,46.67086,6,,"LINESTRING (-111.94237 33.41616,-111.94182 33.41616,-111.94129 33.41617)",93b,,,
80,2006,255900,,,97.06423259714987,1,699.0,46.67086,6,,"LINESTRING (-111.94112 33.41617,-111.94058 33.41617,-111.94008 33.41617)",95a,,,
81,255901,2007,,,96.98015671824346,1,699.0,46.67086,6,,"LINESTRING (-111.94008 33.41624,-111.94058 33.41623,-111.94112 33.41624)",95b,,,
82,2102,216600,,,98.32046388735992,1,699.0,40.2335,6,,"LINESTRING (-111.94128 33.41477,-111.94182 33.41477,-111.94233 33.41476)",99a,,,
83,216601,2103,,,98.31728151825035,1,699.0,40.2335,6,,"LINESTRING (-111.94233 33.4147,-111.94182 33.4147,-111.94127 33.41471)",99b,,,
84,2104,320400,,,17.874058338852276,1,699.0,40.2335,6,,"LINESTRING (-111.9411 33.41471,-111.94098 33.41471,-111.94091 33.41471)",101a,,,
85,320401,2105,,,17.832211510981107,1,699.0,40.2335,6,,"LINESTRING (-111.94091 33.41478,-111.94098 33.41478,-111.9411 33.41478)",101b,,,
86,2200,276200,,,378.0492001059292,1,699.0,46.67086,7,,"LINESTRING (-111.8987 33.42577,-111.8987 33.42605,-111.8987 33.42627,-111.8987 33.42629,-111.8987 33.42647,-111.89871 33.42685,-111.89871 33.42704,-111.89871 33.42739,-111.89871 33.42753,-111.89871 33.4277,-111.89871 33.4278,-111.89871 33.42826,-111.89872 33.42844,-111.89872 33.4287,-111.89872 33.42899,-111.89872 33.42918)",103a,,,
87,276201,2201,,,378.12568323472135,1,699.0,46.67086,7,,"LINESTRING (-111.8988 33.42918,-111.8988 33.42899,-111.89879 33.4287,-111.89879 33.42844,-111.89879 33.42826,-111.89879 33.4278,-111.89879 33.4277,-111.89879 33.42753,-111.89878 33.42739,-111.89878 33.42704,-111.89878 33.42685,-111.89878 33.42647,-111.89878 33.42629,-111.89878 33.42627,-111.89878 33.42605,-111.89878 33.42577)",103b,,,
88,2202,2300,,,142.81285059630292,1,699.0,46.67086,7,,"LINESTRING (-111.89865 33.42567,-111.89835 33.42567,-111.89801 33.42567,-111.89785 33.42567,-111.89778 33.42567,-111.89712 33.42567)",105a,,,
89,2301,2203,,,142.775275815877,1,699.0,46.67086,7,,"LINESTRING (-111.89712 33.42573,-111.89778 33.42573,-111.89785 33.42573,-111.89801 33.42573,-111.89835 33.42573,-111.89865 33.42573)",105b,,,
90,2204,149800,,,143.12986331456545,1,699.0,46.67086,7,,"LINESTRING (-111.89882 33.42573,-111.8989 33.42573,-111.8993 33.42573,-111.89943 33.42573,-111.89995 33.42573,-111.90036 33.42573)",107a,,,
91,149801,2205,,,143.12788047293068,1,699.0,46.67086,7,,"LINESTRING (-111.90036 33.42566,-111.89995 33.42567,-111.89943 33.42567,-111.8993 33.42567,-111.8989 33.42567,-111.89882 33.42567)",107b,,,
92,2302,155900,,,381.24907952477696,1,699.0,46.67086,7,,"LINESTRING (-111.89699 33.42577,-111.89699 33.4259,-111.89699 33.42601,-111.89699 33.42618,-111.89699 33.42626,-111.89699 33.42641,-111.89699 33.42658,-111.89699 33.42674,-111.89699 33.42685,-111.89699 33.42699,-111.89699 33.42719,-111.89699 33.42727,-111.89699 33.4274,-111.89699 33.42755,-111.897 33.42787,-111.897 33.42815,-111.897 33.4284,-111.897 33.42849,-111.897 33.42885,-111.897 33.42887,-111.897 33.429,-111.897 33.42902,-111.897 33.42921)",109a,,,
93,155901,2303,,,381.25549368145806,1,699.0,46.67086,7,,"LINESTRING (-111.89707 33.42921,-111.89707 33.42901,-111.89707 33.42899,-111.89707 33.42887,-111.89707 33.42885,-111.89707 33.42849,-111.89707 33.4284,-111.89707 33.42815,-111.89707 33.42787,-111.89707 33.42755,-111.89707 33.4274,-111.89707 33.42727,-111.89707 33.42719,-111.89707 33.42699,-111.89707 33.42685,-111.89707 33.42674,-111.89707 33.42658,-111.89707 33.42641,-111.89707 33.42626,-111.89707 33.42618,-111.89707 33.42601,-111.89707 33.4259,-111.89707 33.42577)",109b,,,
94,2304,92700,,,96.62472766408334,1,699.0,46.67086,7,,"LINESTRING (-111.89707 33.42563,-111.89707 33.42532,-111.89708 33.425,-111.89715 33.42477,-111.89715 33.42476)",113a,,,
95,92701,2305,,,98.28258612014278,1,699.0,46.67086,7,,"LINESTRING (-111.89707 33.42475,-111.89707 33.42475,-111.897 33.42499,-111.897 33.42531,-111.89699 33.42562)",113b,,,
96,2306,2400,,,142.62606781169245,1,699.0,46.67086,7,,"LINESTRING (-111.89694 33.42567,-111.89678 33.42567,-111.89649 33.42566,-111.89634 33.42566,-111.89589 33.42566,-111.89576 33.42566,-111.89541 33.42566)",115a,,,
97,2401,2307,,,142.62577169978027,1,699.0,46.67086,7,,"LINESTRING (-111.89541 33.42573,-111.89576 33.42573,-111.89589 33.42573,-111.89634 33.42573,-111.89649 33.42573,-111.89678 33.42573,-111.89694 33.42573)",115b,,,
98,2402,276400,,,383.0740324402293,1,699.0,46.67086,7,,"LINESTRING (-111.89529 33.42577,-111.89529 33.42589,-111.89529 33.42626,-111.89529 33.42642,-111.89529 33.42644,-111.89529 33.42711,-111.89529 33.42715,-111.89529 33.42725,-111.89529 33.42744,-111.89529 33.42773,-111.89529 33.4281,-111.89529 33.42829,-111.89529 33.42849,-111.89529 33.42878,-111.89529 33.42887,-111.89529 33.42922)",117a,,,
99,276401,2403,,,383.08594457689014,1,699.0,46.67086,7,,"LINESTRING (-111.89537 33.42922,-111.89537 33.42887,-111.89537 33.42878,-111.89537 33.42849,-111.89537 33.42829,-111.89537 33.4281,-111.89536 33.42773,-111.89536 33.42744,-111.89536 33.42725,-111.89536 33.42715,-111.89536 33.42711,-111.89536 33.42644,-111.89536 33.42642,-111.89536 33.42626,-111.89536 33.42589,-111.89536 33.42577)",117b,,,
100,2404,2600,,,146.77951452817376,1,699.0,46.67086,7,,"LINESTRING (-111.89524 33.42566,-111.89479 33.42566,-111.8945 33.42566,-111.8941 33.42566,-111.89387 33.42566,-111.89372 33.42566,-111.89366 33.42566)",119a,,,
101,2601,2405,,,146.7833695093105,1,699.0,46.67086,7,,"LINESTRING (-111.89366 33.42572,-111.89372 33.42572,-111.89387 33.42572,-111.8941 33.42572,-111.8945 33.42572,-111.89479 33.42573,-111.89524 33.42573)",119b,,,
102,2500,302200,,,56.86929471539795,1,699.0,46.67086,6,,"LINESTRING (-111.92167 33.40407,-111.92165 33.40405,-111.92163 33.40402,-111.92161 33.40399,-111.92159 33.40396,-111.92159 33.40393,-111.92158 33.40389,-111.92158 33.40386,-111.92157 33.40382,-111.92157 33.40359,-111.92157 33.40357)",123a,,,
103,302201,2501,,,62.112484971170716,1,699.0,46.67086,6,,"LINESTRING (-111.9215 33.40358,-111.9215 33.40359,-111.9215 33.40382,-111.9215 33.40386,-111.9215 33.4039,-111.92151 33.40394,-111.92152 33.40398,-111.92154 33.40402,-111.92156 33.40405,-111.92159 33.40409,-111.92162 33.40411)",123b,,,
104,2502,301800,,,45.40032522739374,1,699.0,46.67086,6,,"LINESTRING (-111.92175 33.40421,-111.9218 33.40423,-111.92191 33.40429,-111.922 33.40434,-111.92208 33.40438,-111.92216 33.40443,-111.92216 33.40443)",125a,,,
105,301801,2503,,,45.96798025873435,1,699.0,46.67086,6,,"LINESTRING (-111.92221 33.40438,-111.9222 33.40438,-111.92213 33.40433,-111.92205 33.40428,-111.92195 33.40424,-111.92184 33.40418,-111.9218 33.40416)",125b,,,
106,2504,3500,,,63.9717125701944,1,699.0,46.67086,6,,"LINESTRING (-111.92162 33.40417,-111.9216 33.40419,-111.92156 33.40422,-111.92151 33.40425,-111.92146 33.40427,-111.9214 33.40429,-111.921 33.40441)",127a,,,
107,3501,2505,,,67.37153978214846,1,699.0,46.67086,6,,"LINESTRING (-111.92102 33.40447,-111.92142 33.40435,-111.92149 33.40433,-111.92155 33.4043,-111.9216 33.40427,-111.92165 33.40423,-111.92167 33.40422)",127b,,,
108,2602,276700,,,383.3334145562326,1,699.0,46.67086,7,,"LINESTRING (-111.89354 33.42576,-111.89354 33.42593,-111.89354 33.42615,-111.89354 33.4263,-111.89354 33.42633,-111.89354 33.42644,-111.89355 33.42674,-111.89355 33.42702,-111.89355 33.42729,-111.89356 33.42743,-111.89356 33.42755,-111.89356 33.42769,-111.89356 33.42801,-111.89356 33.42807,-111.89356 33.42812,-111.89358 33.42922)",129a,,,
109,276701,2603,,,383.33338592646874,1,699.0,46.67086,7,,"LINESTRING (-111.89365 33.42922,-111.89364 33.42812,-111.89364 33.42807,-111.89364 33.42801,-111.89363 33.42769,-111.89363 33.42755,-111.89363 33.42743,-111.89363 33.42729,-111.89363 33.42702,-111.89362 33.42674,-111.89362 33.42644,-111.89362 33.42633,-111.89362 33.4263,-111.89362 33.42615,-111.89361 33.42593,-111.89361 33.42576)",129b,,,
110,2604,2800,,,139.0095274455831,1,699.0,46.67086,7,,"LINESTRING (-111.89349 33.42566,-111.89338 33.42566,-111.89317 33.42566,-111.89264 33.42566,-111.89258 33.42566,-111.8924 33.42566,-111.89199 33.42566)",133a,,,
111,2801,2605,,,139.00965897224796,1,699.0,46.67086,7,,"LINESTRING (-111.89199 33.42572,-111.8924 33.42572,-111.89258 33.42572,-111.89264 33.42572,-111.89317 33.42572,-111.89338 33.42572,-111.89349 33.42572)",133b,,,
112,2700,264300,,,346.44763874523034,1,699.0,46.67086,7,,"LINESTRING (-111.96071 33.4062,-111.96019 33.40619,-111.95999 33.40619,-111.95965 33.40619,-111.95962 33.40619,-111.95943 33.40619,-111.95912 33.40619,-111.95891 33.40619,-111.95867 33.40619,-111.95836 33.40619,-111.95835 33.40674,-111.95834 33.40717,-111.95834 33.40735)",135a,,,
113,264301,2701,,,332.65243205278557,1,699.0,46.67086,7,,"LINESTRING (-111.95841 33.40735,-111.95841 33.40717,-111.95842 33.40674,-111.95843 33.40625,-111.95867 33.40625,-111.95891 33.40625,-111.95912 33.40625,-111.95943 33.40625,-111.95962 33.40626,-111.95965 33.40626,-111.95999 33.40626,-111.96019 33.40626,-111.96071 33.40626)",135b,,,
114,2702,264400,,,105.43589349109291,3,2997.0,64.3736,4,,"LINESTRING (-111.96072 33.40635,-111.96072 33.40666,-111.96072 33.40674,-111.96072 33.40683,-111.96072 33.40725,-111.96072 33.4073)",137a,,,
115,264401,2703,,,105.44408378924709,3,2997.0,64.3736,4,,"LINESTRING (-111.96087 33.4073,-111.96087 33.40725,-111.96087 33.40683,-111.96087 33.40674,-111.96087 33.40666,-111.96087 33.40635)",137b,,,
116,2704,272800,,,45.63734681294454,3,2997.0,64.3736,4,,"LINESTRING (-111.96087 33.4061,-111.96087 33.40569)",139a,,,
117,272801,2705,,,46.13632857291141,3,2997.0,64.3736,4,,"LINESTRING (-111.96072 33.40569,-111.96072 33.4061)",139b,,,
118,2802,175900,,,146.76805258261624,2,1998.0,62.76426,4,,"LINESTRING (-111.89191 33.42558,-111.89191 33.42506,-111.89192 33.42426)",143,,,
119,2900,163300,,,46.89033709281564,1,699.0,46.67086,6,,"LINESTRING (-111.95139 33.4139,-111.95139 33.41432)",144a,,,
