link_id,from_node_id,to_node_id,time_period,volume,CA,CD,density,queue,travel_time,waiting_time_in_sec,speed,notes
1,1,3,0822:00_0823:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,1,3,0823:00_0824:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,1,3,0824:00_0825:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,1,3,0825:00_0826:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,1,3,0826:00_0827:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,1,3,0827:00_0828:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,1,3,0828:00_0829:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,1,3,0829:00_0830:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,1,3,0830:00_0831:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,1,3,0831:00_0832:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,1,3,0832:00_0833:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,1,3,0833:00_0834:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,1,3,0834:00_0835:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,1,3,0835:00_0836:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,1,3,0836:00_0837:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,1,3,0837:00_0838:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,1,3,0838:00_0839:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,1,3,0839:00_0840:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,1,3,0840:00_0841:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,1,3,0841:00_0842:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,1,3,0842:00_0843:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,1,3,0843:00_0844:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,1,3,0844:00_0845:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,1,3,0845:00_0846:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,1,3,0846:00_0847:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,1,3,0847:00_0848:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,1,3,0848:00_0849:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,1,3,0849:00_0850:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,1,3,0850:00_0851:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,1,3,0851:00_0852:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,1,3,0852:00_0853:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,1,3,0853:00_0854:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,1,3,0854:00_0855:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,1,3,0855:00_0856:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,1,3,0856:00_0857:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,1,3,0857:00_0858:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,1,3,0858:00_0859:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
1,1,3,0859:00_0900:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
2,3,4,0700:00_0701:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
2,3,4,0701:00_0702:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
2,3,4,0702:00_0703:00,0.000,1.000,0.000,0.333,0.000,1.027,1.595,58.446,simulation-based
2,3,4,0703:00_0704:00,1.000,85.000,1.000,28.000,0.000,1.089,5.325,55.109,simulation-based
2,3,4,0704:00_0705:00,79.000,168.000,80.000,29.333,5.000,1.127,7.631,53.230,simulation-based
2,3,4,0705:00_0706:00,80.000,252.000,160.000,30.667,8.000,1.173,10.398,51.138,simulation-based
2,3,4,0706:00_0707:00,78.000,335.000,238.000,32.333,14.000,1.224,13.415,49.037,simulation-based
2,3,4,0707:00_0708:00,82.000,417.000,320.000,32.333,15.000,1.229,13.741,48.819,simulation-based
2,3,4,0708:00_0709:00,76.000,502.000,396.000,35.333,21.000,1.246,14.765,48.151,simulation-based
2,3,4,0709:00_0710:00,87.000,583.000,483.000,33.333,19.000,1.298,17.860,46.237,simulation-based
2,3,4,0710:00_0711:00,82.000,669.000,565.000,34.667,18.000,1.403,24.195,42.758,simulation-based
2,3,4,0711:00_0712:00,75.000,751.000,640.000,37.000,29.000,1.459,27.548,41.120,simulation-based
2,3,4,0712:00_0713:00,77.000,835.000,717.000,39.333,34.000,1.479,28.735,40.570,simulation-based
2,3,4,0713:00_0714:00,79.000,918.000,796.000,40.667,39.000,1.428,25.702,42.006,simulation-based
2,3,4,0714:00_0715:00,82.000,1002.000,878.000,41.333,40.000,1.449,26.952,41.402,simulation-based
2,3,4,0715:00_0716:00,88.000,1085.000,966.000,39.667,36.000,1.476,28.554,40.653,simulation-based
2,3,4,0716:00_0717:00,80.000,1168.000,1046.000,40.667,39.000,1.529,31.759,39.233,simulation-based
2,3,4,0717:00_0718:00,81.000,1251.000,1127.000,41.333,41.000,1.603,36.193,37.425,simulation-based
2,3,4,0718:00_0719:00,80.000,1334.000,1207.000,42.333,44.000,1.584,35.024,37.885,simulation-based
2,3,4,0719:00_0720:00,77.000,1419.000,1284.000,45.000,50.000,1.591,35.444,37.718,simulation-based
2,3,4,0720:00_0721:00,85.000,1500.000,1369.000,43.667,50.000,1.647,38.831,36.426,simulation-based
2,3,4,0721:00_0722:00,85.000,1583.000,1454.000,43.000,46.000,1.631,37.859,36.788,simulation-based
2,3,4,0722:00_0723:00,76.000,1668.000,1530.000,46.000,53.000,1.696,41.783,35.369,simulation-based
2,3,4,0723:00_0724:00,85.000,1751.000,1615.000,45.333,53.000,1.717,43.012,34.947,simulation-based
2,3,4,0724:00_0725:00,80.000,1835.000,1695.000,46.667,56.000,1.710,42.617,35.082,simulation-based
2,3,4,0725:00_0726:00,80.000,1916.000,1775.000,47.000,60.000,1.765,45.872,34.003,simulation-based
2,3,4,0726:00_0727:00,86.000,2002.000,1861.000,47.000,55.000,1.757,45.410,34.152,simulation-based
2,3,4,0727:00_0728:00,77.000,2080.000,1938.000,47.333,64.000,1.773,46.375,33.843,simulation-based
2,3,4,0728:00_0729:00,82.000,2168.000,2020.000,49.333,60.000,1.729,43.750,34.699,simulation-based
2,3,4,0729:00_0730:00,80.000,2252.000,2100.000,50.667,68.000,1.775,46.518,33.797,simulation-based
2,3,4,0730:00_0731:00,90.000,2335.000,2190.000,48.333,62.000,1.800,47.975,33.341,simulation-based
2,3,4,0731:00_0732:00,82.000,2415.000,2272.000,47.667,63.000,1.740,44.414,34.478,simulation-based
2,3,4,0732:00_0733:00,78.000,2502.000,2350.000,50.667,65.000,1.748,44.867,34.329,simulation-based
2,3,4,0733:00_0734:00,88.000,2585.000,2438.000,49.000,64.000,1.758,45.488,34.127,simulation-based
2,3,4,0734:00_0735:00,84.000,2667.000,2522.000,48.333,63.000,1.725,43.506,34.781,simulation-based
2,3,4,0735:00_0736:00,84.000,2752.000,2606.000,48.667,61.000,1.732,43.914,34.644,simulation-based
2,3,4,0736:00_0737:00,83.000,2833.000,2689.000,48.000,63.000,1.712,42.702,35.053,simulation-based
2,3,4,0737:00_0738:00,86.000,2917.000,2775.000,47.333,58.000,1.617,37.036,37.100,simulation-based
2,3,4,0738:00_0739:00,80.000,3000.000,2855.000,48.333,62.000,1.532,31.894,39.176,simulation-based
2,3,4,0739:00_0740:00,89.000,3085.000,2944.000,47.000,56.000,1.413,24.793,42.456,simulation-based
2,3,4,0740:00_0741:00,93.000,3167.000,3037.000,43.333,48.000,1.320,19.226,45.440,simulation-based
2,3,4,0741:00_0742:00,97.000,3251.000,3134.000,39.000,33.000,1.382,22.939,43.405,simulation-based
2,3,4,0742:00_0743:00,92.000,3333.000,3226.000,35.667,25.000,1.363,21.786,44.017,simulation-based
2,3,4,0743:00_0744:00,78.000,3417.000,3304.000,37.667,29.000,1.320,19.188,45.461,simulation-based
2,3,4,0744:00_0745:00,87.000,3502.000,3391.000,37.000,26.000,1.244,14.663,48.217,simulation-based
2,3,4,0745:00_0746:00,87.000,3585.000,3478.000,35.667,24.000,1.113,6.762,53.923,simulation-based
2,3,4,0746:00_0747:00,88.000,3669.000,3566.000,34.333,19.000,1.041,2.451,57.645,simulation-based
2,3,4,0747:00_0748:00,95.000,3751.000,3661.000,30.000,8.000,1.012,0.707,59.301,simulation-based
2,3,4,0748:00_0749:00,89.000,3833.000,3750.000,27.667,1.000,1.007,0.419,59.584,simulation-based
2,3,4,0749:00_0750:00,83.000,3919.000,3833.000,28.667,0.000,1.015,0.892,59.121,simulation-based
2,3,4,0750:00_0751:00,84.000,4002.000,3917.000,28.333,2.000,1.020,1.217,58.807,simulation-based
2,3,4,0751:00_0752:00,80.000,4085.000,3997.000,29.333,5.000,1.015,0.880,59.133,simulation-based
2,3,4,0752:00_0753:00,87.000,4168.000,4084.000,28.000,1.000,1.007,0.422,59.581,simulation-based
2,3,4,0753:00_0754:00,83.000,4251.000,4167.000,28.000,1.000,1.063,3.762,56.460,simulation-based
2,3,4,0754:00_0755:00,82.000,4335.000,4249.000,28.667,2.000,1.123,7.361,53.443,simulation-based
2,3,4,0755:00_0756:00,75.000,4418.000,4324.000,31.333,11.000,1.080,4.819,55.539,simulation-based
2,3,4,0756:00_0757:00,84.000,4501.000,4408.000,31.000,10.000,1.092,5.512,54.952,simulation-based
2,3,4,0757:00_0758:00,86.000,4585.000,4494.000,30.333,7.000,1.094,5.651,54.836,simulation-based
2,3,4,0758:00_0759:00,84.000,4668.000,4578.000,30.000,7.000,1.072,4.316,55.973,simulation-based
2,3,4,0759:00_0800:00,82.000,4747.000,4660.000,29.000,8.000,1.000,0.000,60.000,simulation-based
2,3,4,0800:00_0801:00,87.000,4835.000,4747.000,29.333,0.000,1.000,0.000,60.000,simulation-based
2,3,4,0801:00_0802:00,88.000,4919.000,4835.000,28.000,0.000,1.042,2.519,57.583,simulation-based
2,3,4,0802:00_0803:00,84.000,5000.000,4919.000,27.000,0.000,1.000,0.000,60.000,simulation-based
2,3,4,0803:00_0804:00,75.000,5000.000,4994.000,2.000,6.000,1.000,0.000,60.000,simulation-based
2,3,4,0804:00_0805:00,6.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
2,3,4,0805:00_0806:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
2,3,4,0806:00_0807:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
2,3,4,0807:00_0808:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
2,3,4,0808:00_0809:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
2,3,4,0809:00_0810:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
2,3,4,0810:00_0811:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
2,3,4,0811:00_0812:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
2,3,4,0812:00_0813:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
2,3,4,0813:00_0814:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
2,3,4,0814:00_0815:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
2,3,4,0815:00_0816:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
2,3,4,0816:00_0817:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
2,3,4,0817:00_0818:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
2,3,4,0818:00_0819:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
2,3,4,0819:00_0820:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
2,3,4,0820:00_0821:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
2,3,4,0821:00_0822:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
2,3,4,0822:00_0823:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
2,3,4,0823:00_0824:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
2,3,4,0824:00_0825:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
2,3,4,0825:00_0826:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
2,3,4,0826:00_0827:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
2,3,4,0827:00_0828:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
2,3,4,0828:00_0829:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
2,3,4,0829:00_0830:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
2,3,4,0830:00_0831:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
2,3,4,0831:00_0832:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
2,3,4,0832:00_0833:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
2,3,4,0833:00_0834:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
2,3,4,0834:00_0835:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
2,3,4,0835:00_0836:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
2,3,4,0836:00_0837:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
2,3,4,0837:00_0838:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
2,3,4,0838:00_0839:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
2,3,4,0839:00_0840:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
2,3,4,0840:00_0841:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
2,3,4,0841:00_0842:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
2,3,4,0842:00_0843:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
2,3,4,0843:00_0844:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
2,3,4,0844:00_0845:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
2,3,4,0845:00_0846:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
2,3,4,0846:00_0847:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
2,3,4,0847:00_0848:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
2,3,4,0848:00_0849:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
2,3,4,0849:00_0850:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
2,3,4,0850:00_0851:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
2,3,4,0851:00_0852:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
2,3,4,0852:00_0853:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
2,3,4,0853:00_0854:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
2,3,4,0854:00_0855:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
2,3,4,0855:00_0856:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
2,3,4,0856:00_0857:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
2,3,4,0857:00_0858:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
2,3,4,0858:00_0859:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
2,3,4,0859:00_0900:00,0.000,5000.000,5000.000,0.000,0.000,1.000,0.000,60.000,simulation-based
3,4,5,0700:00_0701:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
3,4,5,0701:00_0702:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
3,4,5,0702:00_0703:00,0.000,0.000,0.000,0.000,0.000,1.000,0.000,60.000,simulation-based
3,4,5,0703:00_0704:00,0.000,1.000,0.000,0.333,0.000,1.007,0.392,59.610,simulation-based
3,4,5,0704:00_0705:00,1.000,80.000,1.000,26.333,0.000,1.021,1.275,58.752,simulation-based
3,4,5,0705:00_0706:00,79.000,160.000,80.000,26.667,0.000,1.008,0.474,59.529,simulation-based
3,4,5,0706:00_0707:00,79.000,238.000,159.000,26.333,1.000,1.039,2.366,57.724,simulation-based
3,4,5,0707:00_0708:00,79.000,320.000,238.000,27.333,0.000,1.025,1.500,58.537,simulation-based
3,4,5,0708:00_0709:00,79.000,396.000,317.000,26.333,3.000,1.112,6.736,53.944,simulation-based
