link_id,from_node_id,to_node_id,time_period,volume,volume_per_lane,occ,density,speed
109,12,13,1525_1530,423,141,0.0494,10.43328,55.3
109,12,13,1530_1535,540,180,0.0613,12.94656,55.1
109,12,13,1535_1540,537,179,0.0631,13.32672,54.1
109,12,13,1540_1545,510,170,0.0743,15.69216,50.3
109,12,13,1545_1550,504,168,0.1151,24.30912,44.6
109,12,13,1550_1555,564,188,0.0923,19.49376,42.2
109,12,13,1555_1600,510,170,0.0576,12.16512,45.6
109,12,13,1600_1605,474,158,0.0517,10.91904,48.8
109,12,13,1605_1610,498,166,0.0548,11.57376,50.9
109,12,13,1610_1615,567,189,0.0617,13.03104,52.5
109,12,13,1615_1620,552,184,0.0611,12.90432,53.2
109,12,13,1620_1625,534,178,0.0607,12.81984,53.3
109,12,13,1625_1630,504,168,0.0704,14.86848,50.3
109,12,13,1630_1635,474,158,0.052,10.9824,51.8
109,12,13,1635_1640,519,173,0.0545,11.5104,53.8
109,12,13,1640_1645,531,177,0.0587,12.39744,54.2
109,12,13,1645_1650,525,175,0.062,13.0944,53.4
109,12,13,1650_1655,561,187,0.0695,14.6784,51.9
109,12,13,1655_1700,477,159,0.0639,13.49568,50
109,12,13,1700_1705,423,141,0.0433,9.14496,52.6
109,12,13,1705_1710,465,155,0.0461,9.73632,55.1
109,12,13,1710_1715,495,165,0.0497,10.49664,56.6
109,12,13,1715_1720,510,170,0.0527,11.13024,57.1
109,12,13,1720_1725,522,174,0.0547,11.55264,57.6
109,12,13,1725_1730,492,164,0.0541,11.42592,57.1
109,12,13,1730_1735,498,166,0.054,11.4048,56.8
109,12,13,1735_1740,468,156,0.0474,10.01088,57.7
109,12,13,1740_1745,531,177,0.0577,12.18624,57
109,12,13,1745_1750,510,170,0.0522,11.02464,57.6
109,12,13,1750_1755,396,132,0.0374,7.89888,59.4
109,12,13,1755_1800,450,150,0.0444,9.37728,60.2
109,12,13,1800_1805,441,147,0.0458,9.67296,59.7
109,12,13,1805_1810,441,147,0.044,9.2928,60
109,12,13,1810_1815,450,150,0.0472,9.96864,59.5
109,12,13,1815_1820,438,146,0.0431,9.10272,60
109,12,13,1820_1825,369,123,0.0384,8.11008,59.8
109,12,13,1825_1830,423,141,0.0427,9.01824,60
109,12,13,1830_1835,396,132,0.0383,8.08896,60.9
109,12,13,1835_1840,417,139,0.0419,8.84928,60.6
109,12,13,1840_1845,411,137,0.0403,8.51136,61
109,12,13,1845_1850,201,67,0.0197,4.16064,61.2
109,12,13,1850_1855,384,128,0.0408,8.61696,60.3
109,12,13,1855_1900,366,122,0.0384,8.11008,59.9
109,12,13,1900_1905,408,136,0.0404,8.53248,60.7
109,12,13,1905_1910,420,140,0.0429,9.06048,60.8
109,12,13,1910_1915,390,130,0.0384,8.11008,61.1
109,12,13,1915_1920,330,110,0.0328,6.92736,61.2
109,12,13,1920_1925,222,74,0.0232,4.89984,60.7
109,12,13,1925_1930,351,117,0.0336,7.09632,61.5
109,12,13,1930_1935,345,115,0.0323,6.82176,62.4
109,12,13,1935_1940,366,122,0.0357,7.53984,63.3
109,12,13,1940_1945,303,101,0.0276,5.82912,63.3
109,12,13,1945_1950,330,110,0.0323,6.82176,63
109,12,13,1950_1955,51,17,0.0049,1.03488,61.8
109,12,13,1955_2000,279,93,0.0273,5.76576,63
109,12,13,2000_2005,279,93,0.0268,5.66016,62.8
109,12,13,2005_2010,282,94,0.0267,5.63904,63.7
109,12,13,2010_2015,276,92,0.0264,5.57568,64.2
109,12,13,2015_2020,294,98,0.0277,5.85024,64.2
109,12,13,2020_2025,270,90,0.0265,5.5968,64.1
109,12,13,2025_2030,285,95,0.0273,5.76576,64.2
109,12,13,2030_2035,279,93,0.0262,5.53344,64.4
109,12,13,2035_2040,243,81,0.0233,4.92096,64.3
109,12,13,2040_2045,213,71,0.0201,4.24512,64
109,12,13,2045_2050,189,63,0.0261,5.51232,61.7
109,12,13,2050_2055,249,83,0.0235,4.9632,62
109,12,13,2055_2100,246,82,0.0225,4.752,62.5
109,12,13,2100_2105,261,87,0.0255,5.3856,63.2
109,12,13,2105_2110,291,97,0.0279,5.89248,63.6
109,12,13,2110_2115,300,100,0.0309,6.52608,63.2
109,12,13,2115_2120,288,96,0.0254,5.36448,64.5
109,12,13,2120_2125,267,89,0.0261,5.51232,64.6
109,12,13,2125_2130,261,87,0.0239,5.04768,64.1
109,12,13,2130_2135,249,83,0.0239,5.04768,64.8
109,12,13,2135_2140,147,49,0.0131,2.76672,66.6
109,12,13,2140_2145,255,85,0.0235,4.9632,65.2
109,12,13,2145_2150,231,77,0.0212,4.47744,65.9
109,12,13,2150_2155,243,81,0.0239,5.04768,64.7
109,12,13,2155_2200,237,79,0.0223,4.70976,64.6
109,12,13,2200_2205,246,82,0.0254,5.36448,64.5
109,12,13,2205_2210,249,83,0.0247,5.21664,63.9
109,12,13,2210_2215,219,73,0.0211,4.45632,63.6
109,12,13,2215_2220,201,67,0.0188,3.97056,64.1
109,12,13,2220_2225,222,74,0.0213,4.49856,63.9
109,12,13,2225_2230,216,72,0.0216,4.56192,64.3
109,12,13,2230_2235,198,66,0.0184,3.88608,65.3
109,12,13,2235_2240,201,67,0.0197,4.16064,64.7
109,12,13,2240_2245,216,72,0.0204,4.30848,65.4
109,12,13,2245_2250,174,58,0.0168,3.54816,64
109,12,13,2250_2255,144,48,0.0141,2.97792,64.2
109,12,13,2255_2300,150,50,0.014,2.9568,65.2
109,12,13,2300_2305,114,38,0.0093,1.96416,65.1
109,12,13,2305_2310,120,40,0.0109,2.30208,65.1
109,12,13,2310_2315,126,42,0.0105,2.2176,66.5
109,12,13,2315_2320,135,45,0.0146,3.08352,64.8
109,12,13,2320_2325,126,42,0.0101,2.13312,66.1
109,12,13,2325_2330,126,42,0.0118,2.49216,67.2
109,12,13,2330_2335,84,28,0.0071,1.49952,67.1
109,12,13,2335_2340,105,35,0.01,2.112,66.7
109,12,13,2340_2345,78,26,0.0081,1.71072,65
109,12,13,2345_2350,90,30,0.0088,1.85856,66.3
109,12,13,2350_2355,72,24,0.0066,1.39392,66.3
109,12,13,2355_2400,78,26,0.008,1.6896,66.6
110,13,14,0000_0005,90,30,0.0104,2.19648,71.7
110,13,14,0005_0010,102,34,0.0109,2.30208,68.2
110,13,14,0010_0015,84,28,0.0075,1.584,65.5
110,13,14,0015_0020,81,27,0.0085,1.7952,62.5
110,13,14,0020_0025,99,33,0.0092,1.94304,60.4
110,13,14,0025_0030,54,18,0.0068,1.43616,58.7
110,13,14,0030_0035,63,21,0.0061,1.28832,57.1
110,13,14,0035_0040,81,27,0.007,1.4784,55.6
110,13,14,0040_0045,75,25,0.0084,1.77408,54.6
110,13,14,0045_0050,57,19,0.0049,1.03488,53.1
110,13,14,0050_0055,54,18,0.0057,1.20384,52.5
110,13,14,0055_0100,33,11,0.0029,0.61248,52.8
110,13,14,0100_0105,45,15,0.005,1.056,50.6
110,13,14,0105_0110,57,19,0.0056,1.18272,49.8
110,13,14,0110_0115,45,15,0.0044,0.92928,48.2
110,13,14,0115_0120,45,15,0.0041,0.86592,48.4
110,13,14,0120_0125,45,15,0.0047,0.99264,47
110,13,14,0125_0130,48,16,0.0077,1.62624,46
110,13,14,0130_0135,54,18,0.0053,1.11936,46.4
110,13,14,0135_0140,48,16,0.0059,1.24608,45.6
110,13,14,0140_0145,48,16,0.0052,1.09824,45.6
110,13,14,0145_0150,36,12,0.0041,0.86592,43.1
110,13,14,0150_0155,48,16,0.0053,1.11936,43.5
110,13,14,0155_0200,36,12,0.0029,0.61248,44.7
110,13,14,0200_0205,33,11,0.0035,0.7392,45.1
110,13,14,0205_0210,36,12,0.0043,0.90816,42.7
110,13,14,0210_0215,24,8,0.0029,0.61248,44.7
110,13,14,0215_0220,27,9,0.0029,0.61248,44
110,13,14,0220_0225,36,12,0.0044,0.92928,41.1
110,13,14,0225_0230,24,8,0.004,0.8448,42.4
110,13,14,0230_0235,33,11,0.0029,0.61248,40.4
110,13,14,0235_0240,27,9,0.004,0.8448,38.3
110,13,14,0240_0245,42,14,0.0052,1.09824,41.5
110,13,14,0245_0250,42,14,0.0049,1.03488,41.4
110,13,14,0250_0255,45,15,0.0048,1.01376,40.8
110,13,14,0255_0300,48,16,0.0061,1.28832,38.8
110,13,14,0300_0305,42,14,0.0041,0.86592,37.2
110,13,14,0305_0310,42,14,0.0039,0.82368,40.8
110,13,14,0310_0315,48,16,0.0063,1.33056,39.9
110,13,14,0315_0320,42,14,0.0056,1.18272,40.2
110,13,14,0320_0325,57,19,0.0059,1.24608,38
110,13,14,0325_0330,51,17,0.0047,0.99264,39.3
110,13,14,0330_0335,30,10,0.0035,0.7392,40.4
110,13,14,0335_0340,0,0,0,0,44
110,13,14,0340_0345,0,0,0,0,44
110,13,14,0345_0350,0,0,0,0,44
110,13,14,0350_0355,0,0,0,0,44
110,13,14,0355_0400,0,0,0,0,44
110,13,14,0400_0405,0,0,0,0,44
110,13,14,0405_0410,0,0,0,0,44
110,13,14,0410_0415,0,0,0,0,44
110,13,14,0415_0420,12,4,0.0013,0.27456,46.1
110,13,14,0420_0425,123,41,0.0158,3.33696,39.6
110,13,14,0425_0430,132,44,0.0157,3.31584,38.1
110,13,14,0430_0435,177,59,0.0181,3.82272,39.2
110,13,14,0435_0440,174,58,0.0178,3.75936,38.7
110,13,14,0440_0445,174,58,0.0184,3.88608,36.9
110,13,14,0445_0450,183,61,0.0204,4.30848,36.2
110,13,14,0450_0455,228,76,0.0267,5.63904,35.7
110,13,14,0455_0500,201,67,0.0207,4.37184,36
110,13,14,0500_0505,264,88,0.0271,5.72352,34.2
110,13,14,0505_0510,231,77,0.0256,5.40672,33.8
110,13,14,0510_0515,309,103,0.032,6.7584,32.8
110,13,14,0515_0520,309,103,0.0339,7.15968,32.1
110,13,14,0520_0525,330,110,0.0354,7.47648,32.3
110,13,14,0525_0530,372,124,0.0408,8.61696,31.2
110,13,14,0530_0535,405,135,0.0421,8.89152,31.4
110,13,14,0535_0540,441,147,0.0492,10.39104,30.4
110,13,14,0540_0545,507,169,0.0553,11.67936,30.4
110,13,14,0545_0550,441,147,0.047,9.9264,30.4
110,13,14,0550_0555,432,144,0.0486,10.26432,30.3
110,13,14,0555_0600,573,191,0.0662,13.98144,29.3
110,13,14,0600_0605,642,214,0.0751,15.86112,28.8
110,13,14,0605_0610,600,200,0.0688,14.53056,28.7
110,13,14,0610_0615,591,197,0.0681,14.38272,28.3
110,13,14,0615_0620,648,216,0.0767,16.19904,27.9
110,13,14,0620_0625,684,228,0.0824,17.40288,27.5
110,13,14,0625_0630,684,228,0.0941,19.87392,25.9
110,13,14,0630_0635,663,221,0.0924,19.51488,24.9
110,13,14,0635_0640,774,258,0.1114,23.52768,23.9
110,13,14,0640_0645,747,249,0.1037,21.90144,23.5
110,13,14,0645_0650,729,243,0.0993,20.97216,23.5
110,13,14,0650_0655,705,235,0.0873,18.43776,24.3
110,13,14,0655_0700,753,251,0.0935,19.7472,24.9
110,13,14,0700_0705,300,100,0.038,8.0256,24.9
110,13,14,0705_0710,651,217,0.0831,17.55072,24.9
110,13,14,0710_0715,768,256,0.0987,20.84544,24.8
110,13,14,0715_0720,726,242,0.1051,22.19712,23.8
110,13,14,0720_0725,699,233,0.1047,22.11264,22.8
110,13,14,0725_0730,747,249,0.1119,23.63328,22.1
110,13,14,0730_0735,672,224,0.0891,18.81792,22.7
110,13,14,0735_0740,720,240,0.1019,21.52128,22.6
110,13,14,0740_0745,726,242,0.111,23.4432,21.8
110,13,14,0745_0750,702,234,0.1123,23.71776,21.3
110,13,14,0750_0755,624,208,0.0856,18.07872,21.7
110,13,14,0755_0800,681,227,0.0878,18.54336,22.8
110,13,14,0800_0805,699,233,0.0924,19.51488,23.2
110,13,14,0805_0810,645,215,0.0875,18.48,23.2
110,13,14,0810_0815,642,214,0.0843,17.80416,23.4
110,13,14,0815_0820,615,205,0.0801,16.91712,23.6
110,13,14,0820_0825,654,218,0.0869,18.35328,23.7
110,13,14,0825_0830,657,219,0.0984,20.78208,22.8
110,13,14,0830_0835,642,214,0.0922,19.47264,22.5
110,13,14,0835_0840,651,217,0.097,20.4864,22.1
110,13,14,0840_0845,705,235,0.1033,21.81696,21.9
110,13,14,0845_0850,603,201,0.0849,17.93088,22.1
110,13,14,0850_0855,642,214,0.088,18.5856,22.5
110,13,14,0855_0900,591,197,0.084,17.7408,22.3
110,13,14,0900_0905,630,210,0.0993,20.97216,21.7
110,13,14,0905_0910,576,192,0.0752,15.88224,22.7
110,13,14,0910_0915,618,206,0.0883,18.64896,22.7
110,13,14,0915_0920,546,182,0.0961,20.29632,21.4
110,13,14,0920_0925,570,190,0.0996,21.03552,20.4
110,13,14,0925_0930,585,195,0.0946,19.97952,20.4
110,13,14,0930_0935,531,177,0.0761,16.07232,20.9
110,13,14,0935_0940,558,186,0.1204,25.42848,19.9
110,13,14,0940_0945,507,169,0.1465,30.9408,18.1
110,13,14,0945_0950,582,194,0.0973,20.54976,18.4
110,13,14,0950_0955,555,185,0.0773,16.32576,19.9
110,13,14,0955_1000,573,191,0.0764,16.13568,21.4
110,13,14,1000_1005,576,192,0.075,15.84,22.7
110,13,14,1005_1010,546,182,0.062,13.0944,24.7
110,13,14,1010_1015,483,161,0.0577,12.18624,25.4
110,13,14,1015_1020,504,168,0.0593,12.52416,25.9
110,13,14,1020_1025,495,165,0.06,12.672,26.7
110,13,14,1025_1030,594,198,0.0717,15.14304,26.9
110,13,14,1030_1035,567,189,0.0687,14.50944,26.9
110,13,14,1035_1040,639,213,0.0737,15.56544,27.4
110,13,14,1040_1045,552,184,0.062,13.0944,27.8
110,13,14,1045_1050,531,177,0.0647,13.66464,27.5
110,13,14,1050_1055,537,179,0.0635,13.4112,27.5
110,13,14,1055_1100,492,164,0.0607,12.81984,27.4
110,13,14,1100_1105,504,168,0.0582,12.29184,27.7
110,13,14,1105_1110,465,155,0.0563,11.89056,27.6
110,13,14,1110_1115,231,77,0.0277,5.85024,27.9
110,13,14,1115_1120,507,169,0.0596,12.58752,27.8
110,13,14,1120_1125,468,156,0.0569,12.01728,27.5
110,13,14,1125_1130,516,172,0.0649,13.70688,27.4
110,13,14,1130_1135,480,160,0.0557,11.76384,27.7
110,13,14,1135_1140,555,185,0.0648,13.68576,27.6
110,13,14,1140_1145,498,166,0.0599,12.65088,27.7
110,13,14,1145_1150,564,188,0.0735,15.5232,26.9
110,13,14,1150_1155,555,185,0.0687,14.50944,26.7
110,13,14,1155_1200,489,163,0.0627,13.24224,26.6
110,13,14,1200_1205,549,183,0.0669,14.12928,27
110,13,14,1205_1210,495,165,0.0579,12.22848,27.1
110,13,14,1210_1215,501,167,0.0617,13.03104,26.8
110,13,14,1215_1220,534,178,0.0641,13.53792,27.3
110,13,14,1220_1225,552,184,0.0657,13.87584,27
110,13,14,1225_1230,486,162,0.0573,12.10176,27.4
110,13,14,1230_1235,576,192,0.0729,15.39648,26.9
110,13,14,1235_1240,486,162,0.0568,11.99616,27.4
110,13,14,1240_1245,549,183,0.0621,13.11552,27.6
110,13,14,1245_1250,567,189,0.0659,13.91808,27.7
110,13,14,1250_1255,516,172,0.0617,13.03104,27.7
110,13,14,1255_1300,519,173,0.0632,13.34784,27.3
110,13,14,1300_1305,507,169,0.0569,12.01728,27.6
110,13,14,1305_1310,498,166,0.0605,12.7776,27.8
110,13,14,1310_1315,486,162,0.0579,12.22848,27.7
110,13,14,1315_1320,516,172,0.064,13.5168,27.4
110,13,14,1320_1325,564,188,0.0694,14.65728,27.2
110,13,14,1325_1330,543,181,0.0631,13.32672,27.5
110,13,14,1330_1335,519,173,0.0699,14.76288,26.4
110,13,14,1335_1340,501,167,0.0649,13.70688,26
110,13,14,1340_1345,327,109,0.0404,8.53248,26
110,13,14,1345_1350,567,189,0.0673,14.21376,26.5
110,13,14,1350_1355,525,175,0.0585,12.3552,27.2
110,13,14,1355_1400,486,162,0.0572,12.08064,27.6
110,13,14,1400_1405,519,173,0.06,12.672,28
110,13,14,1405_1410,525,175,0.0581,12.27072,28.6
110,13,14,1410_1415,564,188,0.0666,14.06592,28.3
110,13,14,1415_1420,549,183,0.066,13.9392,27.9
110,13,14,1420_1425,561,187,0.0655,13.8336,28
110,13,14,1425_1430,519,173,0.0619,13.07328,27.8
110,13,14,1430_1435,570,190,0.0672,14.19264,27.7
110,13,14,1435_1440,606,202,0.0721,15.22752,27.7
110,13,14,1440_1445,549,183,0.0666,14.06592,27.3
110,13,14,1445_1450,573,191,0.068,14.3616,27.4
110,13,14,1450_1455,519,173,0.0593,12.52416,27.9
110,13,14,1455_1500,495,165,0.0586,12.37632,27.5
110,13,14,1500_1505,516,172,0.0577,12.18624,27.9
110,13,14,1505_1510,477,159,0.0564,11.91168,27.9
110,13,14,1510_1515,561,187,0.0645,13.6224,28.1
110,13,14,1515_1520,558,186,0.0636,13.43232,28.3
110,13,14,1520_1525,534,178,0.0647,13.66464,27.9
110,13,14,1525_1530,504,168,0.0608,12.84096,27.5
110,13,14,1530_1535,270,90,0.0349,7.37088,27.2
110,13,14,1535_1540,555,185,0.0753,15.90336,26.2
110,13,14,1540_1545,525,175,0.0877,18.52224,24.3
110,13,14,1545_1550,525,175,0.0876,18.50112,23
110,13,14,1550_1555,573,191,0.103,21.7536,21.7
110,13,14,1555_1600,516,172,0.0641,13.53792,23.1
110,13,14,1600_1605,474,158,0.0569,12.01728,24.4
110,13,14,1605_1610,492,164,0.0607,12.81984,25.2
110,13,14,1610_1615,570,190,0.069,14.5728,25.8
110,13,14,1615_1620,555,185,0.0692,14.61504,26
110,13,14,1620_1625,519,173,0.0823,17.38176,24.4
110,13,14,1625_1630,507,169,0.0847,17.88864,23.1
110,13,14,1630_1635,501,167,0.0639,13.49568,23.9
110,13,14,1635_1640,516,172,0.062,13.0944,25.2
110,13,14,1640_1645,540,180,0.0764,16.13568,24.8
110,13,14,1645_1650,489,163,0.0809,17.08608,23.4
110,13,14,1650_1655,543,181,0.0961,20.29632,22
110,13,14,1655_1700,483,161,0.0966,20.40192,20.7
110,13,14,1700_1705,438,146,0.0513,10.83456,22.9
110,13,14,1705_1710,456,152,0.0501,10.58112,25.2
110,13,14,1710_1715,486,162,0.0559,11.80608,26.3
110,13,14,1715_1720,216,72,0.026,5.4912,26.6
110,13,14,1720_1725,477,159,0.0585,12.3552,26.9
110,13,14,1725_1730,456,152,0.058,12.2496,26.9
110,13,14,1730_1735,495,165,0.0611,12.90432,27
110,13,14,1735_1740,462,154,0.0583,12.31296,26.9
110,13,14,1740_1745,531,177,0.0832,17.57184,25.4
110,13,14,1745_1750,522,174,0.0641,13.53792,26
110,13,14,1750_1755,405,135,0.0429,9.06048,27.6
110,13,14,1755_1800,444,148,0.0497,10.49664,28.4
110,13,14,1800_1805,447,149,0.0508,10.72896,28.9
110,13,14,1805_1810,426,142,0.0477,10.07424,29.4
110,13,14,1810_1815,456,152,0.0516,10.89792,29.7
110,13,14,1815_1820,264,88,0.029,6.1248,29.9
110,13,14,1820_1825,366,122,0.041,8.6592,30.2
110,13,14,1825_1830,420,140,0.0489,10.32768,29.9
110,13,14,1830_1835,411,137,0.0432,9.12384,30.5
110,13,14,1835_1840,363,121,0.0404,8.53248,30.5
110,13,14,1840_1845,417,139,0.0451,9.52512,30.8
110,13,14,1845_1850,381,127,0.0415,8.7648,30.8
110,13,14,1850_1855,447,149,0.0506,10.68672,30.7
110,13,14,1855_1900,384,128,0.0434,9.16608,30.6
110,13,14,1900_1905,420,140,0.0459,9.69408,31.1
110,13,14,1905_1910,405,135,0.046,9.7152,31
110,13,14,1910_1915,396,132,0.0435,9.1872,31
110,13,14,1915_1920,366,122,0.0393,8.30016,31.2
110,13,14,1920_1925,411,137,0.044,9.2928,31.2
110,13,14,1925_1930,357,119,0.0369,7.79328,31.6
110,13,14,1930_1935,357,119,0.0372,7.85664,31.8
110,13,14,1935_1940,357,119,0.0387,8.17344,32
110,13,14,1940_1945,318,106,0.0319,6.73728,32.2
110,13,14,1945_1950,333,111,0.036,7.6032,32.1
110,13,14,1950_1955,300,100,0.0317,6.69504,32.1
110,13,14,1955_2000,336,112,0.0361,7.62432,32.1
110,13,14,2000_2005,282,94,0.0295,6.2304,32.2
110,13,14,2005_2010,291,97,0.0294,6.20928,32.6
110,13,14,2010_2015,270,90,0.0284,5.99808,32.6
110,13,14,2015_2020,246,82,0.0263,5.55456,32.9
110,13,14,2020_2025,279,93,0.0297,6.27264,32.7
110,13,14,2025_2030,102,34,0.0112,2.36544,32.8
110,13,14,2030_2035,183,61,0.0187,3.94944,32.3
110,13,14,2035_2040,267,89,0.0278,5.87136,32.5
110,13,14,2040_2045,270,90,0.0276,5.82912,32.6
110,13,14,2045_2050,249,83,0.0279,5.89248,32.1
110,13,14,2050_2055,249,83,0.0261,5.51232,32.2
110,13,14,2055_2100,264,88,0.0264,5.57568,32.5
110,13,14,2100_2105,261,87,0.0273,5.76576,32.3
110,13,14,2105_2110,276,92,0.0288,6.08256,32.5
110,13,14,2110_2115,312,104,0.0337,7.11744,32.4
110,13,14,2115_2120,273,91,0.0277,5.85024,32.6
110,13,14,2120_2125,258,86,0.0284,5.99808,32.1
110,13,14,2125_2130,279,93,0.0274,5.78688,32.4
110,13,14,2130_2135,276,92,0.0289,6.10368,32.7
110,13,14,2135_2140,279,93,0.0298,6.29376,32.4
110,13,14,2140_2145,315,105,0.0309,6.52608,32.5
110,13,14,2145_2150,243,81,0.0241,5.08992,33
110,13,14,2150_2155,276,92,0.0283,5.97696,32.6
110,13,14,2155_2200,243,81,0.0252,5.32224,32.7
110,13,14,2200_2205,234,78,0.0246,5.19552,32.8
110,13,14,2205_2210,225,75,0.0247,5.21664,32.5
110,13,14,2210_2215,234,78,0.0241,5.08992,32.4
110,13,14,2215_2220,207,69,0.0213,4.49856,32.4
110,13,14,2220_2225,219,73,0.0231,4.87872,32.4
110,13,14,2225_2230,213,71,0.0231,4.87872,32.3
110,13,14,2230_2235,195,65,0.0202,4.26624,32.6
110,13,14,2235_2240,201,67,0.0214,4.51968,32.5
110,13,14,2240_2245,207,69,0.0219,4.62528,32.4
110,13,14,2245_2250,186,62,0.0188,3.97056,32.1
110,13,14,2250_2255,156,52,0.0159,3.35808,32.3
110,13,14,2255_2300,153,51,0.0153,3.23136,32.7
110,13,14,2300_2305,48,16,0.0048,1.01376,32.7
110,13,14,2305_2310,126,42,0.0131,2.76672,32.3
110,13,14,2310_2315,123,41,0.0115,2.4288,32.8
110,13,14,2315_2320,147,49,0.0162,3.42144,32.4
110,13,14,2320_2325,30,10,0.0036,0.76032,32.1
110,13,14,2325_2330,126,42,0.0129,2.72448,32.6
110,13,14,2330_2335,93,31,0.0092,1.94304,32.4
110,13,14,2335_2340,105,35,0.011,2.3232,32.3
110,13,14,2340_2345,81,27,0.0084,1.77408,31.7
110,13,14,2345_2350,99,33,0.0094,1.98528,32.4
110,13,14,2350_2355,66,22,0.0063,1.33056,32.5
110,13,14,2355_2400,84,28,0.0088,1.85856,32.9
107,9,10,0000_0005,82,41,0.0106,2.23872,71.2
107,9,10,0005_0010,68,34,0.008,1.6896,71.3
107,9,10,0010_0015,56,28,0.006,1.2672,71.1
107,9,10,0015_0020,68,34,0.0075,1.584,71.6
107,9,10,0020_0025,52,26,0.0057,1.20384,71.2
107,9,10,0025_0030,38,19,0.0056,1.18272,70.6
107,9,10,0030_0035,46,23,0.0066,1.39392,69.5
107,9,10,0035_0040,46,23,0.0064,1.35168,69.7
107,9,10,0040_0045,46,23,0.0058,1.22496,70
107,9,10,0045_0050,34,17,0.0037,0.78144,69
107,9,10,0050_0055,48,24,0.0062,1.30944,68.2
107,9,10,0055_0100,36,18,0.0041,0.86592,70.1
107,9,10,0100_0105,30,15,0.0047,0.99264,68
107,9,10,0105_0110,38,19,0.0053,1.11936,68.1
107,9,10,0110_0115,24,12,0.0035,0.7392,67
107,9,10,0115_0120,36,18,0.004,0.8448,67.8
107,9,10,0120_0125,34,17,0.0054,1.14048,67.2
107,9,10,0125_0130,28,14,0.0049,1.03488,66.7
107,9,10,0130_0135,40,20,0.0045,0.9504,67.9
107,9,10,0135_0140,32,16,0.0047,0.99264,66.8
107,9,10,0140_0145,22,11,0.0032,0.67584,66.3
107,9,10,0145_0150,28,14,0.0032,0.67584,65.7
107,9,10,0150_0155,34,17,0.0046,0.97152,65.6
107,9,10,0155_0200,20,10,0.003,0.6336,65.4
107,9,10,0200_0205,28,14,0.0048,1.01376,65
107,9,10,0205_0210,28,14,0.0037,0.78144,63.9
107,9,10,0210_0215,14,7,0.002,0.4224,64
107,9,10,0215_0220,28,14,0.0042,0.88704,64.2
107,9,10,0220_0225,24,12,0.0033,0.69696,62.6
107,9,10,0225_0230,22,11,0.0045,0.9504,62.4
107,9,10,0230_0235,14,7,0.0019,0.40128,65.1
107,9,10,0235_0240,24,12,0.0037,0.78144,63.9
107,9,10,0240_0245,34,17,0.0053,1.11936,64.3
107,9,10,0245_0250,22,11,0.003,0.6336,63.4
107,9,10,0250_0255,30,15,0.0037,0.78144,64.3
107,9,10,0255_0300,28,14,0.0046,0.97152,61.4
107,9,10,0300_0305,30,15,0.0039,0.82368,63.4
107,9,10,0305_0310,26,13,0.0038,0.80256,61.8
107,9,10,0310_0315,28,14,0.0051,1.07712,61.6
107,9,10,0315_0320,34,17,0.0051,1.07712,62.1
107,9,10,0320_0325,32,16,0.004,0.8448,61.4
107,9,10,0325_0330,30,15,0.0044,0.92928,62.4
107,9,10,0330_0335,28,14,0.0039,0.82368,62.1
107,9,10,0335_0340,0,0,0,0,64.1
107,9,10,0340_0345,0,0,0,0,64.1
107,9,10,0345_0350,0,0,0,0,64.1
107,9,10,0350_0355,0,0,0,0,64.1
107,9,10,0355_0400,0,0,0,0,64.1
107,9,10,0400_0405,0,0,0,0,64.1
107,9,10,0405_0410,0,0,0,0,64.1
107,9,10,0410_0415,0,0,0,0,64.1
107,9,10,0415_0420,22,11,0.004,0.8448,66.5
107,9,10,0420_0425,80,40,0.0123,2.59776,61.5
107,9,10,0425_0430,88,44,0.012,2.5344,62.5
107,9,10,0430_0435,122,61,0.0146,3.08352,64.1
107,9,10,0435_0440,118,59,0.0161,3.40032,64.5
107,9,10,0440_0445,116,58,0.016,3.3792,63.3
107,9,10,0445_0450,130,65,0.0168,3.54816,63.5
107,9,10,0450_0455,154,77,0.0215,4.5408,62.3
107,9,10,0455_0500,168,84,0.0214,4.51968,63.6
107,9,10,0500_0505,166,83,0.0204,4.30848,64.4
107,9,10,0505_0510,192,96,0.0258,5.44896,63.6
107,9,10,0510_0515,200,100,0.0257,5.42784,62.7
107,9,10,0515_0520,226,113,0.0284,5.99808,64.1
107,9,10,0520_0525,214,107,0.0296,6.25152,63
107,9,10,0525_0530,250,125,0.0328,6.92736,62.7
107,9,10,0530_0535,294,147,0.0368,7.77216,63.1
107,9,10,0535_0540,302,151,0.042,8.8704,62.3
107,9,10,0540_0545,338,169,0.0437,9.22944,62.5
107,9,10,0545_0550,338,169,0.0443,9.35616,61.8
107,9,10,0550_0555,340,170,0.0462,9.75744,61.1
107,9,10,0555_0600,374,187,0.0525,11.088,60
107,9,10,0600_0605,466,233,0.0666,14.06592,58.7
107,9,10,0605_0610,400,200,0.0524,11.06688,59.6
107,9,10,0610_0615,436,218,0.0604,12.75648,59
107,9,10,0615_0620,456,228,0.0637,13.45344,58.5
107,9,10,0620_0625,458,229,0.0674,14.23488,57.1
107,9,10,0625_0630,490,245,0.076,16.0512,55.3
107,9,10,0630_0635,474,237,0.0727,15.35424,54.1
107,9,10,0635_0640,552,276,0.0913,19.28256,52
107,9,10,0640_0645,502,251,0.0969,20.46528,48.1
107,9,10,0645_0650,504,252,0.0855,18.0576,48
