node_id,name,x_coord,y_coord,z_coord,node_type,ctrl_type,zone_id
728,,-111.97843,33.43256,,,,-1
729,,-111.97405,33.39643,,,,563
730,,-111.88599,33.40066,,,,564
731,,-111.93707,33.41353,,,,565
732,,-111.93493,33.41355,,,,566
733,,-111.93278,33.41357,,,,567
734,,-111.89203,33.39607,,,,568
735,,-111.92661,33.37827,,,,569
736,,-111.9266,33.37937,,,,570
737,,-111.98767,33.4345,,,,-1
738,,-111.98782,33.4345,,,,-1
739,,-111.95001,33.40984,,,,571
740,,-111.95001,33.40906,,,,572
741,,-111.97599,33.38039,,,,573
742,,-111.95001,33.4083,,,,574
743,,-111.97403,33.3942,,,,575
744,,-111.92628,33.43612,,,,-1
745,,-111.9877,33.4358,,,,-1
746,,-111.95001,33.40739,,,,576
747,,-111.98783,33.43567,,,,-1
748,,-111.98982,33.43496,,,,577
749,,-111.98509,33.39679,,,,578
750,,-111.9861,33.43557,,,,-1
751,,-111.8822,33.39302,,,,579
752,,-111.99056,33.43601,,,,580
753,,-111.96524,33.42735,,,,581
754,,-111.89253,33.38208,,,,582
755,,-111.95086,33.38704,,,,583
756,,-111.98771,33.4352,,,,-1
757,,-111.98781,33.4353,,,,-1
758,,-111.95101,33.38638,,,,584
759,,-111.95054,33.41444,,,,585
760,,-111.98861,33.43527,,,,586
761,,-111.92056,33.41872,,,,587
762,,-111.98881,33.43564,,,,588
763,,-111.94997,33.42191,,,,589
764,,-111.94996,33.42109,,,,590
765,,-111.94996,33.42075,,,,591
766,,-111.93088,33.44018,,,,-1
767,,-111.96878,33.44533,,,,592
768,,-111.93088,33.44028,,,,-1
769,,-111.94996,33.41921,,,,593
770,,-111.94996,33.41998,,,,594
771,,-111.94996,33.41866,,,,595
772,,-111.94999,33.41844,,,,596
773,,-111.9315,33.44238,,,,597
774,,-111.95004,33.41794,,,,598
775,,-111.95004,33.41766,,,,599
776,,-111.95004,33.41689,,,,600
777,,-111.93331,33.44513,,,,601
778,,-111.95119,33.41444,,,,602
779,,-111.97834,33.39967,,,,603
780,,-111.98703,33.43615,,,,-1
781,,-111.97281,33.39209,,,,604
782,,-111.89885,33.38583,,,,-1
783,,-111.92531,33.43555,,,,-1
784,,-111.95482,33.4446,,,,-1
785,,-111.95417,33.44453,,,,-1
786,,-111.97469,33.42192,,,,605
787,,-111.97847,33.39799,,,,606
788,,-111.91057,33.4147,,,,607
789,,-111.97463,33.41788,,,,608
790,,-111.91044,33.41332,,,,609
791,,-111.97849,33.3959,,,,610
792,,-111.91038,33.4147,,,,611
793,,-111.91045,33.41271,,,,612
794,,-111.95298,33.4444,,,,-1
795,,-111.9785,33.394,,,,613
796,,-111.88341,33.38204,,,,614
797,,-111.88417,33.3818,,,,615
798,,-111.8906,33.41842,,,,616
799,,-111.89076,33.41663,,,,617
800,,-111.94859,33.44458,,,,-1
801,,-111.89046,33.41011,,,,-1
802,,-111.96267,33.39613,,,,618
803,,-111.96267,33.3965,,,,619
804,,-111.94897,33.44422,,,,-1
805,,-111.89035,33.40375,,,,620
806,,-111.90182,33.392,,,,621
807,,-111.98195,33.39007,,,,622
808,,-111.90988,33.38446,,,,623
809,,-111.91375,33.44038,,,,624
810,,-111.90988,33.38387,,,,625
811,,-111.94768,33.3782,,,,626
812,,-111.90989,33.3834,,,,627
813,,-111.91166,33.44039,,,,628
814,,-111.94577,33.42548,,,,629
815,,-111.98107,33.37871,,,,630
816,,-111.94577,33.42628,,,,631
817,,-111.94729,33.42629,,,,632
818,,-111.98784,33.4368,,,,-1
819,,-111.90176,33.39709,,,,633
820,,-111.91938,33.4362,,,,-1
821,,-111.94577,33.42433,,,,634
822,,-111.96488,33.43107,,,,-1
823,,-111.91771,33.41943,,,,-1
824,,-111.90186,33.39542,,,,635
825,,-111.981,33.38458,,,,636
826,,-111.94577,33.4219,,,,637
827,,-111.90976,33.39073,,,,638
828,,-111.88305,33.42027,,,,639
829,,-111.90157,33.38977,,,,640
830,,-111.88781,33.37988,,,,641
831,,-111.88772,33.37906,,,,642
832,,-111.94577,33.42064,,,,643
833,,-111.88663,33.38265,,,,644
834,,-111.90974,33.39917,,,,645
835,,-111.94576,33.41779,,,,646
836,,-111.98659,33.39035,,,,647
837,,-111.90978,33.38767,,,,648
838,,-111.94577,33.41683,,,,649
839,,-111.9098,33.38676,,,,650
840,,-111.94576,33.41607,,,,651
841,,-111.98604,33.43652,,,,-1
842,,-111.97063,33.38643,,,,652
843,,-111.92545,33.43652,,,,-1
844,,-111.90961,33.43664,,,,-1
845,,-111.92617,33.43709,,,,-1
846,,-111.97065,33.38949,,,,653
847,,-111.94996,33.38186,,,,654
848,,-111.94627,33.38919,,,,655
849,,-111.96463,33.42736,,,,-1
850,,-111.9064,33.38368,,,,656
851,,-111.90656,33.38383,,,,657
852,,-111.96966,33.42752,,,,-1
853,,-111.94729,33.42722,,,,658
854,,-111.94896,33.42722,,,,659
855,,-111.91256,33.44118,,,,660
856,,-111.92623,33.42381,,,,-1
857,,-111.94704,33.38719,,,,661
858,,-111.8879,33.39631,,,,662
859,,-111.88578,33.39679,,,,663
860,,-111.9503,33.42627,,,,664
861,,-111.95227,33.42628,,,,665
862,,-111.93079,33.44022,,,,-1
863,,-111.88387,33.39737,,,,666
864,,-111.93142,33.44244,,,,667
865,,-111.96738,33.39317,,,,-1
866,,-111.93323,33.4452,,,,668
867,,-111.89677,33.38161,,,,669
868,,-111.96097,33.42729,,,,670
869,,-111.90213,33.39614,,,,671
870,,-111.8972,33.38015,,,,672
871,,-111.95669,33.42729,,,,673
872,,-111.89721,33.37845,,,,674
873,,-111.89721,33.37937,,,,675
874,,-111.90913,33.4042,,,,676
875,,-111.9512,33.4271,,,,677
876,,-111.98497,33.38205,,,,678
877,,-111.98497,33.38224,,,,679
878,,-111.94517,33.41247,,,,680
879,,-111.88323,33.40028,,,,681
880,,-111.88886,33.39602,,,,682
881,,-111.88417,33.40026,,,,683
882,,-111.986,33.38306,,,,684
883,,-111.95435,33.4255,,,,685
884,,-111.92261,33.40745,,,,686
885,,-111.92368,33.40744,,,,-1
886,,-111.92094,33.40744,,,,-1
887,,-111.92628,33.40751,,,,-1
888,,-111.89758,33.40589,,,,687
889,,-111.98596,33.38573,,,,688
890,,-111.89759,33.40387,,,,689
891,,-111.89759,33.40344,,,,690
892,,-111.89752,33.40293,,,,691
893,,-111.92898,33.39793,,,,692
894,,-111.96956,33.42194,,,,-1
895,,-111.96953,33.4179,,,,693
896,,-111.89678,33.38772,,,,694
897,,-111.96953,33.41753,,,,-1
898,,-111.91273,33.3848,,,,695
899,,-111.92485,33.39696,,,,696
900,,-111.89685,33.38659,,,,697
901,,-111.91274,33.38337,,,,698
902,,-111.96951,33.41247,,,,699
903,,-111.98961,33.38068,,,,700
904,,-111.89746,33.38257,,,,701
905,,-111.94128,33.42048,,,,702
906,,-111.94119,33.42048,,,,703
907,,-111.88473,33.38548,,,,704
908,,-111.94123,33.42052,,,,705
909,,-111.8962,33.41296,,,,706
910,,-111.94123,33.42044,,,,707
911,,-111.98851,33.37857,,,,708
912,,-111.89779,33.37937,,,,709
913,,-111.89621,33.41661,,,,710
914,,-111.89779,33.37903,,,,711
915,,-111.9885,33.37816,,,,712
916,,-111.94237,33.42043,,,,713
917,,-111.8962,33.41754,,,,714
918,,-111.8962,33.41842,,,,715
919,,-111.91365,33.4395,,,,716
920,,-111.89619,33.41926,,,,717
921,,-111.98967,33.38226,,,,718
922,,-111.89627,33.39096,,,,719
923,,-111.97145,33.39885,,,,720
924,,-111.98929,33.38319,,,,721
925,,-111.9893,33.38341,,,,722
926,,-111.9299,33.44337,,,,723
927,,-111.89713,33.42468,,,,-1
928,,-111.93029,33.44438,,,,724
929,,-111.97066,33.39643,,,,725
930,,-111.98994,33.39068,,,,726
931,,-111.91102,33.4022,,,,727
932,,-111.98994,33.39002,,,,728
933,,-111.98795,33.41078,,,,729
934,,-111.98994,33.38936,,,,730
935,,-111.93954,33.3851,,,,-1
936,,-111.91522,33.3858,,,,-1
937,,-111.93955,33.38603,,,,-1
938,,-111.91227,33.39777,,,,731
939,,-111.91226,33.39673,,,,732
940,,-111.98863,33.38736,,,,733
941,,-111.98883,33.38489,,,,734
942,,-111.9887,33.38426,,,,735
943,,-111.88297,33.43289,,,,-1
944,,-111.88303,33.43279,,,,-1
945,,-111.95498,33.44458,,,,-1
946,,-111.91256,33.38735,,,,736
947,,-111.91257,33.3866,,,,737
948,,-111.95301,33.44429,,,,-1
949,,-111.9127,33.39049,,,,738
950,,-111.88223,33.42211,,,,-1
951,,-111.98646,33.39639,,,,739
952,,-111.95173,33.43608,,,,-1
953,,-111.89921,33.3869,,,,740
954,,-111.96329,33.43739,,,,-1
955,,-111.89803,33.38691,,,,741
956,,-111.89678,33.3869,,,,742
957,,-111.95566,33.43616,,,,-1
958,,-111.89803,33.38658,,,,743
959,,-111.9652,33.42277,,,,744
960,,-111.98109,33.39081,,,,745
961,,-111.98083,33.39081,,,,746
962,,-111.9859,33.40729,,,,747
963,,-111.94892,33.42548,,,,748
964,,-111.98616,33.38224,,,,749
965,,-111.88931,33.38795,,,,750
966,,-111.98616,33.38204,,,,751
967,,-111.88865,33.38748,,,,752
968,,-111.88782,33.38736,,,,753
969,,-111.98578,33.39021,,,,754
970,,-111.88691,33.38748,,,,755
971,,-111.88641,33.38758,,,,756
972,,-111.88598,33.38764,,,,757
973,,-111.88492,33.38778,,,,758
974,,-111.97688,33.39636,,,,759
975,,-111.88384,33.38779,,,,760
976,,-111.97834,33.39637,,,,761
977,,-111.92417,33.38725,,,,762
978,,-111.90698,33.38706,,,,763
979,,-111.90728,33.38671,,,,764
980,,-111.88937,33.4074,,,,765
981,,-111.90306,33.38737,,,,766
982,,-111.90429,33.38736,,,,767
983,,-111.94328,33.39284,,,,-1
984,,-111.88851,33.40759,,,,-1
985,,-111.92266,33.38084,,,,768
986,,-111.93491,33.40277,,,,769
987,,-111.90558,33.3872,,,,770
988,,-111.95389,33.40866,,,,771
989,,-111.95513,33.40853,,,,772
990,,-111.93276,33.4034,,,,773
991,,-111.89428,33.39532,,,,774
992,,-111.91648,33.40345,,,,775
993,,-111.94785,33.40829,,,,776
994,,-111.94786,33.40876,,,,777
995,,-111.92617,33.43516,,,,-1
996,,-111.94411,33.43562,,,,-1
997,,-111.89387,33.39551,,,,778
998,,-111.91654,33.40389,,,,779
999,,-111.88298,33.42347,,,,780
1000,,-111.92902,33.40346,,,,781
1001,,-111.92741,33.40347,,,,782
1002,,-111.9306,33.40346,,,,783
1003,,-111.97379,33.38758,,,,784
1004,,-111.92243,33.40276,,,,785
1005,,-111.93506,33.38641,,,,786
1006,,-111.93413,33.38642,,,,787
1007,,-111.88877,33.4045,,,,788
1008,,-111.91978,33.40398,,,,789
1009,,-111.93309,33.3865,,,,790
1010,,-111.91772,33.40461,,,,791
1011,,-111.9157,33.40496,,,,792
1012,,-111.91478,33.43618,,,,-1
1013,,-111.92259,33.41289,,,,793
1014,,-111.91461,33.40496,,,,794
1015,,-111.88946,33.38786,,,,795
1016,,-111.91698,33.43591,,,,-1
1017,,-111.88876,33.38726,,,,796
1018,,-111.96652,33.39646,,,,797
1019,,-111.91137,33.40496,,,,798
1020,,-111.92128,33.38645,,,,799
1021,,-111.88296,33.42427,,,,800
1022,,-111.9391,33.40259,,,,801
1023,,-111.89921,33.38657,,,,802
1024,,-111.88296,33.42448,,,,-1
1025,,-111.95698,33.41231,,,,803
1026,,-111.93955,33.39068,,,,804
1027,,-111.93491,33.40262,,,,805
1028,,-111.93825,33.3907,,,,806
1029,,-111.92396,33.40116,,,,807
1030,,-111.90804,33.40407,,,,808
1031,,-111.90656,33.40429,,,,809
1032,,-111.95288,33.38249,,,,810
1033,,-111.96952,33.37812,,,,-1
1034,,-111.93498,33.39042,,,,811
1035,,-111.93388,33.39031,,,,812
1036,,-111.95784,33.441,,,,-1
1037,,-111.95826,33.44156,,,,-1
1038,,-111.89156,33.39184,,,,-1
1039,,-111.94842,33.42548,,,,813
1040,,-111.98911,33.43922,,,,-1
1041,,-111.94798,33.4219,,,,814
1042,,-111.94797,33.42109,,,,815
1043,,-111.88277,33.43268,,,,-1
1044,,-111.94797,33.42065,,,,816
1045,,-111.9307,33.38944,,,,817
1046,,-111.98692,33.41745,,,,-1
1047,,-111.97068,33.37831,,,,-1
1048,,-111.90646,33.39054,,,,818
1049,,-111.94874,33.38708,,,,819
1050,,-111.94887,33.38773,,,,820
1051,,-111.94323,33.42425,,,,821
1052,,-111.88248,33.41668,,,,822
1053,,-111.92253,33.41675,,,,823
1054,,-111.90239,33.39047,,,,824
1055,,-111.94917,33.38699,,,,825
1056,,-111.88441,33.38589,,,,826
1057,,-111.94911,33.3864,,,,827
1058,,-111.98741,33.39852,,,,828
1059,,-111.94166,33.39552,,,,829
1060,,-111.97818,33.40934,,,,-1
1061,,-111.9783,33.40732,,,,-1
1062,,-111.88324,33.43296,,,,-1
1063,,-111.90676,33.40757,,,,-1
1064,,-111.9042,33.40756,,,,-1
1065,,-111.90717,33.41465,,,,830
1066,,-111.90251,33.40756,,,,-1
1067,,-111.90052,33.40756,,,,831
1068,,-111.90911,33.41462,,,,-1
1069,,-111.89399,33.40756,,,,-1
1070,,-111.92431,33.44313,,,,832
1071,,-111.9633,33.38997,,,,833
1072,,-111.92696,33.43648,,,,-1
1073,,-111.96082,33.39028,,,,834
1074,,-111.96761,33.3995,,,,-1
1075,,-111.94626,33.3902,,,,835
1076,,-111.94787,33.39021,,,,836
1077,,-111.94367,33.38992,,,,837
1078,,-111.94627,33.38991,,,,838
1079,,-111.95242,33.39013,,,,839
1080,,-111.98495,33.38298,,,,840
1081,,-111.98456,33.38298,,,,841
1082,,-111.95603,33.38962,,,,842
1083,,-111.98439,33.38298,,,,843
1084,,-111.95699,33.38964,,,,844
1085,,-111.95768,33.38962,,,,845
1086,,-111.95847,33.38964,,,,846
1087,,-111.91669,33.4047,,,,847
1088,,-111.88936,33.40634,,,,848
1089,,-111.91674,33.40489,,,,849
1090,,-111.92162,33.40531,,,,850
1091,,-111.92163,33.40511,,,,851
1092,,-111.88284,33.42427,,,,852
1093,,-111.88278,33.42346,,,,853
1094,,-111.92204,33.40206,,,,854
1095,,-111.98501,33.43862,,,,-1
1096,,-111.90469,33.40504,,,,855
1097,,-111.90466,33.40407,,,,856
1098,,-111.99064,33.38334,,,,857
1099,,-111.89037,33.4211,,,,-1
1100,,-111.90432,33.40319,,,,858
1101,,-111.92324,33.38928,,,,859
1102,,-111.92323,33.38807,,,,860
1103,,-111.90412,33.4025,,,,861
1104,,-111.91282,33.41949,,,,862
1105,,-111.90412,33.40176,,,,863
1106,,-111.90912,33.38445,,,,-1
1107,,-111.88321,33.37968,,,,864
1108,,-111.91282,33.41837,,,,865
1109,,-111.90412,33.40113,,,,866
1110,,-111.88327,33.38075,,,,867
1111,,-111.9879,33.38336,,,,868
1112,,-111.98873,33.38324,,,,869
1113,,-111.90412,33.39886,,,,870
1114,,-111.90932,33.38624,,,,-1
1115,,-111.95786,33.41467,,,,871
1116,,-111.90412,33.3981,,,,872
1117,,-111.95791,33.41232,,,,873
1118,,-111.95791,33.41147,,,,874
1119,,-111.8935,33.39864,,,,875
1120,,-111.90412,33.39735,,,,876
1121,,-111.98645,33.38346,,,,877
1122,,-111.90412,33.39659,,,,878
1123,,-111.88638,33.38005,,,,879
1124,,-111.90417,33.39584,,,,880
1125,,-111.91272,33.44228,,,,881
1126,,-111.91371,33.44227,,,,882
1127,,-111.89202,33.39901,,,,883
1128,,-111.90443,33.39509,,,,884
1129,,-111.92535,33.44223,,,,885
1130,,-111.90464,33.39456,,,,886
1131,,-111.92322,33.44223,,,,887
1132,,-111.88596,33.38099,,,,888
1133,,-111.92218,33.44224,,,,889
1134,,-111.90481,33.39387,,,,890
1135,,-111.92114,33.44224,,,,891
1136,,-111.90483,33.39296,,,,892
1137,,-111.919,33.44224,,,,893
1138,,-111.90485,33.39131,,,,894
1139,,-111.91796,33.44224,,,,895
1140,,-111.90571,33.37982,,,,896
1141,,-111.90486,33.39052,,,,897
1142,,-111.90571,33.37995,,,,898
1143,,-111.92579,33.41013,,,,-1
1144,,-111.90486,33.38974,,,,899
1145,,-111.93491,33.398,,,,900
1146,,-111.9784,33.38396,,,,901
1147,,-111.90485,33.38896,,,,902
1148,,-111.93284,33.39698,,,,903
1149,,-111.99079,33.38302,,,,904
1150,,-111.90485,33.38815,,,,905
1151,,-111.99093,33.38227,,,,906
1152,,-111.8888,33.39904,,,,907
1153,,-111.90488,33.38736,,,,908
1155,,-111.90916,33.38518,,,,-1
1156,,-111.90314,33.39936,,,,909
1157,,-111.93234,33.38037,,,,910
1158,,-111.90149,33.39872,,,,911
1159,,-111.98139,33.43535,,,,-1
1160,,-111.90052,33.39896,,,,912
1161,,-111.91795,33.3809,,,,913
1162,,-111.90539,33.38484,,,,914
1163,,-111.93099,33.38004,,,,915
1164,,-111.9054,33.38301,,,,916
1165,,-111.97849,33.42267,,,,-1
1166,,-111.92212,33.38209,,,,917
1167,,-111.90547,33.38251,,,,918
1168,,-111.8859,33.38346,,,,919
1169,,-111.91933,33.40527,,,,920
1170,,-111.89956,33.38257,,,,921
1171,,-111.92199,33.41289,,,,922
1172,,-111.98495,33.38358,,,,923
1173,,-111.98457,33.38357,,,,924
1174,,-111.98436,33.38357,,,,925
1175,,-111.98616,33.38321,,,,926
1176,,-111.98546,33.38351,,,,927
1177,,-111.91921,33.405,,,,928
1178,,-111.98003,33.38457,,,,929
1179,,-111.97839,33.38465,,,,930
1180,,-111.96053,33.43752,,,,-1
1181,,-111.93816,33.42319,,,,931
1182,,-111.89935,33.41379,,,,-1
1183,,-111.89299,33.41295,,,,-1
1184,,-111.89934,33.41295,,,,-1
1185,,-111.9451,33.42547,,,,932
1187,,-111.89966,33.38173,,,,934
1188,,-111.9232,33.39664,,,,935
1189,,-111.97434,33.40339,,,,-1
1190,,-111.99085,33.39607,,,,936
1191,,-111.89968,33.37937,,,,937
1192,,-111.89967,33.37903,,,,938
1193,,-111.98796,33.38501,,,,939
1194,,-111.954,33.38692,,,,940
1196,,-111.95379,33.38639,,,,942
1197,,-111.93822,33.40212,,,,943
1198,,-111.97834,33.3959,,,,944
1199,,-111.93817,33.40145,,,,945
1200,,-111.98569,33.43944,,,,-1
1201,,-111.90053,33.39947,,,,946
1202,,-111.95428,33.38168,,,,947
1203,,-111.91082,33.40078,,,,948
1204,,-111.95433,33.38252,,,,949
1205,,-111.95405,33.38363,,,,950
1206,,-111.98966,33.3829,,,,951
1207,,-111.98953,33.38227,,,,952
1208,,-111.99005,33.38227,,,,953
1209,,-111.98989,33.38227,,,,954
1210,,-111.98967,33.38248,,,,955
1211,,-111.98868,33.38228,,,,956
1212,,-111.98897,33.38228,,,,957
1213,,-111.98916,33.38228,,,,958
1214,,-111.98186,33.39362,,,,959
1215,,-111.96222,33.40387,,,,-1
1216,,-111.97834,33.394,,,,960
1217,,-111.93208,33.38477,,,,961
1218,,-111.93208,33.38459,,,,962
1219,,-111.95316,33.41143,,,,963
1220,,-111.98184,33.39592,,,,964
1221,,-111.93665,33.41765,,,,965
1222,,-111.98127,33.39591,,,,966
1223,,-111.91197,33.40198,,,,967
1224,,-111.96611,33.37835,,,,-1
1225,,-111.92503,33.43397,,,,-1
1226,,-111.9531,33.4106,,,,968
1227,,-111.89039,33.40832,,,,-1
1228,,-111.95761,33.39198,,,,969
1229,,-111.9231,33.40116,,,,970
1230,,-111.98717,33.44018,,,,-1
1232,,-111.90418,33.41005,,,,-1
1233,,-111.9042,33.40743,,,,971
1234,,-111.9577,33.38883,,,,972
1235,,-111.90421,33.40656,,,,973
1236,,-111.9659,33.37835,,,,-1
1237,,-111.95307,33.40891,,,,974
1238,,-111.9042,33.40506,,,,975
1239,,-111.95322,33.40838,,,,976
1240,,-111.95683,33.40988,,,,977
1241,,-111.96734,33.37857,,,,-1
1242,,-111.93959,33.39285,,,,-1
1243,,-111.93288,33.39498,,,,978
1244,,-111.9437,33.39284,,,,979
1245,,-111.94783,33.39283,,,,980
1246,,-111.95198,33.39284,,,,-1
1247,,-111.95687,33.39284,,,,981
1248,,-111.89358,33.42196,,,,-1
1249,,-111.95924,33.39285,,,,982
1250,,-111.95796,33.38758,,,,983
1251,,-111.96076,33.39284,,,,-1
1252,,-111.96358,33.39283,,,,984
1254,,-111.89195,33.42211,,,,-1
1255,,-111.95696,33.41397,,,,985
1256,,-111.89101,33.39567,,,,-1
1257,,-111.98656,33.3944,,,,986
1258,,-111.96734,33.37829,,,,-1
1259,,-111.96138,33.38728,,,,-1
1260,,-111.97223,33.39278,,,,987
1261,,-111.98578,33.43812,,,,-1
1262,,-111.97553,33.39276,,,,988
1263,,-111.95847,33.38653,,,,-1
1264,,-111.90269,33.38797,,,,989
1265,,-111.90154,33.38769,,,,990
1266,,-111.98602,33.43792,,,,-1
1267,,-111.9832,33.43761,,,,-1
1268,,-111.89511,33.38766,,,,991
1269,,-111.97833,33.39276,,,,-1
1270,,-111.98464,33.39352,,,,992
1271,,-111.92698,33.40477,,,,993
1272,,-111.92635,33.43537,,,,-1
1273,,-111.88331,33.38855,,,,994
1274,,-111.90478,33.42203,,,,-1
1275,,-111.92635,33.43586,,,,-1
1276,,-111.93815,33.415,,,,995
1277,,-111.9096,33.43652,,,,-1
1278,,-111.908,33.42938,,,,-1
1279,,-111.92635,33.4371,,,,-1
1280,,-111.92635,33.43755,,,,996
1281,,-111.92231,33.41675,,,,997
1282,,-111.93949,33.41607,,,,-1
1283,,-111.92318,33.41753,,,,998
1284,,-111.91022,33.42908,,,,-1
1285,,-111.91163,33.38736,,,,999
1286,,-111.93984,33.41745,,,,1000
1287,,-111.93985,33.41762,,,,1001
1288,,-111.93985,33.41906,,,,1002
1289,,-111.93988,33.42049,,,,1003
1290,,-111.98609,33.4362,,,,-1
1291,,-111.93997,33.42319,,,,1004
1292,,-111.93995,33.42434,,,,1005
1293,,-111.93996,33.42549,,,,-1
1294,,-111.93996,33.42647,,,,1006
1295,,-111.92418,33.39245,,,,1007
1296,,-111.93996,33.42739,,,,1008
1298,,-111.98868,33.38247,,,,1009
1299,,-111.93996,33.42958,,,,-1
1300,,-111.94367,33.38919,,,,1010
1301,,-111.97985,33.4342,,,,-1
1302,,-111.98798,33.38298,,,,1011
1303,,-111.98813,33.38228,,,,1012
1304,,-111.9512,33.41061,,,,-1
1305,,-111.95089,33.41062,,,,1013
1306,,-111.89003,33.38003,,,,1014
1307,,-111.93812,33.41908,,,,1015
1308,,-111.91547,33.40744,,,,-1
1309,,-111.91962,33.4167,,,,1016
1310,,-111.91544,33.40758,,,,-1
1311,,-111.92036,33.41559,,,,-1
1312,,-111.93407,33.40746,,,,-1
1313,,-111.97825,33.43295,,,,-1
1314,,-111.90913,33.40177,,,,1017
1315,,-111.92903,33.40744,,,,1018
1316,,-111.93114,33.40743,,,,1019
1317,,-111.9616,33.38066,,,,1020
1318,,-111.92372,33.40797,,,,1021
1319,,-111.91774,33.41838,,,,1022
1320,,-111.98773,33.38228,,,,1023
1321,,-111.98798,33.3825,,,,1024
1322,,-111.88989,33.38122,,,,1025
1323,,-111.95844,33.39197,,,,1026
1324,,-111.94783,33.39189,,,,1027
1325,,-111.88909,33.38215,,,,1028
1326,,-111.98509,33.43824,,,,-1
1327,,-111.98569,33.43818,,,,-1
1328,,-111.96129,33.42377,,,,1029
1329,,-111.96624,33.39226,,,,1030
1330,,-111.96547,33.39143,,,,1031
1331,,-111.96536,33.39173,,,,1032
1332,,-111.96543,33.39221,,,,1033
1333,,-111.96476,33.39222,,,,1034
1334,,-111.96421,33.39147,,,,1035
1335,,-111.96414,33.3922,,,,1036
1336,,-111.96487,33.39135,,,,1037
1337,,-111.96539,33.39104,,,,1038
1338,,-111.96425,33.39145,,,,1039
1339,,-111.91742,33.38115,,,,1040
1340,,-111.89123,33.38089,,,,1041
1341,,-111.96444,33.39105,,,,1042
1342,,-111.91746,33.37888,,,,1043
1343,,-111.98682,33.41504,,,,-1
1344,,-111.91746,33.37835,,,,1044
1345,,-111.96437,33.39648,,,,1045
1346,,-111.96074,33.42373,,,,1046
1347,,-111.91771,33.40639,,,,1047
1348,,-111.91771,33.40531,,,,1048
1349,,-111.88286,33.43218,,,,-1
1350,,-111.91762,33.40384,,,,1049
1351,,-111.98756,33.37863,,,,1050
1352,,-111.91761,33.41693,,,,1051
1353,,-111.91725,33.40316,,,,1052
1354,,-111.97871,33.41313,,,,-1
1355,,-111.88276,33.38396,,,,1053
1356,,-111.91292,33.40015,,,,1054
1357,,-111.88509,33.38399,,,,1055
1358,,-111.88611,33.38383,,,,1056
1359,,-111.88417,33.38414,,,,1057
1360,,-111.88713,33.38349,,,,1058
1361,,-111.88789,33.3829,,,,1059
1362,,-111.91633,33.39834,,,,1060
1363,,-111.98724,33.44009,,,,-1
1364,,-111.97164,33.39146,,,,1061
1365,,-111.88812,33.3825,,,,1062
1366,,-111.91666,33.39673,,,,1063
1367,,-111.88917,33.38222,,,,1064
1368,,-111.89019,33.38133,,,,1065
1369,,-111.89303,33.39303,,,,-1
1370,,-111.89035,33.38056,,,,1066
1371,,-111.88273,33.43286,,,,-1
1372,,-111.92635,33.43602,,,,-1
1373,,-111.92617,33.43637,,,,-1
1374,,-111.92635,33.43624,,,,-1
1375,,-111.94426,33.42952,,,,1067
1376,,-111.92617,33.43598,,,,-1
1377,,-111.92617,33.43716,,,,-1
1378,,-111.94428,33.42547,,,,1068
1379,,-111.94433,33.42914,,,,1069
1380,,-111.94427,33.43079,,,,1070
1381,,-111.9443,33.42432,,,,1071
1382,,-111.96522,33.42488,,,,1072
1383,,-111.88293,33.43267,,,,-1
1384,,-111.9443,33.42318,,,,1073
1385,,-111.93502,33.38838,,,,-1
1386,,-111.89053,33.38133,,,,1074
1387,,-111.94427,33.42189,,,,1075
1388,,-111.91735,33.38731,,,,1076
1389,,-111.94425,33.42064,,,,1077
1390,,-111.93978,33.39097,,,,1078
1391,,-111.94425,33.42035,,,,1079
1392,,-111.88758,33.38272,,,,1080
1393,,-111.94425,33.4194,,,,1081
1394,,-111.94425,33.41892,,,,1082
1395,,-111.94424,33.41778,,,,1083
1396,,-111.94424,33.41682,,,,1084
1397,,-111.94424,33.41607,,,,1085
1398,,-111.98585,33.40565,,,,-1
1399,,-111.9383,33.41493,,,,1086
1400,,-111.94425,33.41463,,,,1087
1401,,-111.88236,33.43279,,,,-1
1402,,-111.97542,33.39276,,,,1088
1403,,-111.94491,33.38727,,,,1089
1404,,-111.98043,33.40348,,,,-1
1405,,-111.94568,33.38722,,,,1090
1406,,-111.91081,33.41813,,,,1091
1407,,-111.91066,33.4174,,,,1092
1408,,-111.92039,33.41489,,,,-1
1409,,-111.97215,33.42507,,,,1093
1410,,-111.94555,33.38643,,,,1094
1411,,-111.88503,33.3837,,,,1095
1412,,-111.9265,33.40975,,,,1096
1413,,-111.97826,33.40738,,,,-1
1414,,-111.94961,33.43553,,,,-1
1415,,-111.94951,33.43683,,,,-1
1416,,-111.94954,33.4372,,,,-1
1417,,-111.94429,33.41463,,,,1097
1418,,-111.94431,33.4139,,,,1098
1419,,-111.94431,33.41318,,,,1099
1420,,-111.96324,33.42958,,,,-1
1421,,-111.9443,33.41102,,,,1100
1422,,-111.9443,33.41026,,,,1101
1423,,-111.9443,33.40952,,,,1102
1424,,-111.94429,33.40877,,,,1103
1425,,-111.93139,33.41741,,,,1104
1426,,-111.94395,33.40738,,,,1105
1427,,-111.9314,33.41836,,,,1106
1428,,-111.88415,33.38043,,,,1107
1429,,-111.88436,33.37965,,,,1108
1430,,-111.91379,33.37839,,,,1109
1431,,-111.92641,33.42203,,,,-1
1432,,-111.92623,33.42284,,,,-1
