node_id,name,x_coord,y_coord,z_coord,node_type,ctrl_type,zone_id
69,,-111.93974,33.41284,,,,55
70,,-111.93658,33.41291,,,,56
71,,-111.90303,33.39912,,,,57
72,,-111.9653,33.42468,,,,58
73,,-111.92419,33.39296,,,,59
74,,-111.90147,33.39948,,,,60
75,,-111.93796,33.41289,,,,61
76,,-111.90053,33.39958,,,,62
77,,-111.89735,33.39959,,,,63
78,,-111.96279,33.40013,,,,-1
79,,-111.92534,33.395,,,,64
80,,-111.9627,33.40013,,,,-1
81,,-111.93821,33.39931,,,,65
82,,-111.92036,33.39936,,,,66
83,,-111.96077,33.40139,,,,-1
84,,-111.9628,33.40139,,,,-1
85,,-111.9629,33.40142,,,,-1
86,,-111.91795,33.44032,,,,-1
87,,-111.96261,33.40165,,,,-1
88,,-111.91795,33.44402,,,,67
89,,-111.9876,33.38228,,,,68
90,,-111.91794,33.44587,,,,69
91,,-111.97764,33.38312,,,,70
92,,-111.97775,33.38316,,,,71
93,,-111.94576,33.41464,,,,72
94,,-111.94727,33.41464,,,,73
95,,-111.94787,33.41465,,,,74
96,,-111.94734,33.43082,,,,75
97,,-111.95494,33.4255,,,,76
98,,-111.94838,33.41427,,,,77
99,,-111.95219,33.41465,,,,78
100,,-111.98143,33.38875,,,,79
101,,-111.95605,33.41467,,,,80
102,,-111.9565,33.41467,,,,81
103,,-111.95696,33.41467,,,,82
104,,-111.92631,33.44223,,,,83
105,,-111.92636,33.444,,,,-1
106,,-111.95874,33.41468,,,,84
107,,-111.9594,33.41468,,,,85
108,,-111.9,33.39189,,,,86
109,,-111.9602,33.41468,,,,87
110,,-111.96083,33.41468,,,,88
111,,-111.93245,33.3929,,,,89
112,,-111.93154,33.39291,,,,90
113,,-111.92205,33.39296,,,,91
114,,-111.92107,33.39296,,,,92
115,,-111.91775,33.39296,,,,93
116,,-111.91137,33.39297,,,,94
117,,-111.88746,33.41845,,,,95
118,,-111.9069,33.39296,,,,96
119,,-111.93126,33.40846,,,,97
120,,-111.88307,33.41846,,,,98
121,,-111.90647,33.39296,,,,99
122,,-111.93114,33.40752,,,,100
123,,-111.90386,33.39296,,,,101
124,,-111.93107,33.40663,,,,102
125,,-111.93108,33.40583,,,,103
126,,-111.90287,33.39296,,,,104
127,,-111.93108,33.40504,,,,105
128,,-111.93108,33.40424,,,,106
129,,-111.90188,33.39295,,,,107
130,,-111.92475,33.38154,,,,-1
131,,-111.90054,33.39296,,,,108
132,,-111.93108,33.40343,,,,109
133,,-111.97165,33.39192,,,,110
134,,-111.89887,33.39296,,,,111
135,,-111.96987,33.39186,,,,112
136,,-111.89625,33.39296,,,,113
137,,-111.89315,33.38289,,,,114
138,,-111.99013,33.379,,,,115
139,,-111.90445,33.38486,,,,116
140,,-111.99012,33.37861,,,,117
141,,-111.88769,33.393,,,,118
142,,-111.97791,33.42668,,,,-1
143,,-111.93021,33.38476,,,,119
144,,-111.88644,33.39301,,,,120
145,,-111.93114,33.38477,,,,121
146,,-111.97812,33.41689,,,,-1
147,,-111.88541,33.39302,,,,122
148,,-111.92107,33.44404,,,,123
149,,-111.88435,33.39302,,,,124
150,,-111.92107,33.44442,,,,125
151,,-111.92321,33.38474,,,,126
152,,-111.92366,33.38466,,,,127
153,,-111.8854,33.39607,,,,128
154,,-111.93984,33.40865,,,,129
155,,-111.8843,33.39627,,,,130
156,,-111.93818,33.4086,,,,131
157,,-111.93305,33.39477,,,,132
158,,-111.99078,33.38251,,,,133
159,,-111.99079,33.38227,,,,134
160,,-111.93636,33.39575,,,,135
161,,-111.93187,33.39776,,,,136
162,,-111.99059,33.38355,,,,137
163,,-111.93491,33.39761,,,,-1
164,,-111.90155,33.39547,,,,138
165,,-111.93439,33.39697,,,,139
166,,-111.93487,33.39289,,,,-1
167,,-111.93444,33.39619,,,,140
168,,-111.93989,33.42189,,,,-1
169,,-111.9399,33.42198,,,,-1
170,,-111.96985,33.38175,,,,141
171,,-111.92218,33.44402,,,,142
172,,-111.95838,33.40942,,,,143
173,,-111.88926,33.42925,,,,-1
174,,-111.88924,33.42887,,,,-1
175,,-111.93492,33.39247,,,,-1
176,,-111.93724,33.39593,,,,144
177,,-111.96185,33.40743,,,,-1
178,,-111.93491,33.3992,,,,-1
179,,-111.93938,33.37823,,,,-1
180,,-111.96294,33.40167,,,,145
181,,-111.95879,33.38883,,,,146
182,,-111.93492,33.39538,,,,147
183,,-111.93157,33.39466,,,,148
184,,-111.96308,33.40158,,,,149
185,,-111.92964,33.39468,,,,150
186,,-111.92736,33.39484,,,,151
187,,-111.95881,33.38795,,,,152
188,,-111.96298,33.40157,,,,153
189,,-111.89019,33.39521,,,,154
190,,-111.99065,33.38435,,,,155
191,,-111.88769,33.39492,,,,156
192,,-111.88673,33.39496,,,,157
193,,-111.88329,33.39546,,,,158
194,,-111.88255,33.39552,,,,159
195,,-111.93964,33.39551,,,,160
196,,-111.93761,33.3952,,,,161
197,,-111.96309,33.40169,,,,162
198,,-111.93492,33.39499,,,,163
199,,-111.90646,33.39471,,,,164
200,,-111.90552,33.39471,,,,165
201,,-111.89476,33.39429,,,,166
202,,-111.92486,33.395,,,,167
203,,-111.91991,33.39455,,,,168
204,,-111.91918,33.39454,,,,169
205,,-111.98233,33.38822,,,,170
206,,-111.99074,33.39266,,,,171
207,,-111.96553,33.3939,,,,172
208,,-111.98653,33.39269,,,,173
209,,-111.96563,33.3936,,,,174
210,,-111.93812,33.42052,,,,175
211,,-111.98601,33.39269,,,,176
212,,-111.98461,33.39273,,,,177
213,,-111.91977,33.43676,,,,178
214,,-111.98306,33.39273,,,,179
215,,-111.98184,33.39274,,,,180
216,,-111.91896,33.43768,,,,181
217,,-111.91979,33.43904,,,,-1
218,,-111.93956,33.38675,,,,-1
219,,-111.94161,33.43833,,,,-1
220,,-111.9704,33.37813,,,,-1
221,,-111.9885,33.37804,,,,-1
222,,-111.97833,33.41407,,,,-1
223,,-111.98612,33.42187,,,,-1
224,,-111.92978,33.43884,,,,182
225,,-111.98682,33.42189,,,,-1
226,,-111.96089,33.38806,,,,-1
227,,-111.88484,33.38704,,,,183
228,,-111.94467,33.43077,,,,184
229,,-111.94524,33.43076,,,,185
230,,-111.91082,33.41163,,,,186
231,,-111.94513,33.43055,,,,187
232,,-111.94504,33.43077,,,,188
233,,-111.93916,33.41451,,,,189
234,,-111.93976,33.40741,,,,-1
235,,-111.93978,33.40866,,,,190
236,,-111.93164,33.40165,,,,191
237,,-111.93165,33.40114,,,,192
238,,-111.93988,33.41259,,,,-1
239,,-111.93981,33.40675,,,,-1
240,,-111.98195,33.39137,,,,193
241,,-111.98171,33.39137,,,,194
242,,-111.93917,33.41472,,,,195
243,,-111.98107,33.39193,,,,196
244,,-111.98082,33.39193,,,,197
245,,-111.88541,33.39359,,,,198
246,,-111.98994,33.39134,,,,199
247,,-111.98699,33.37805,,,,-1
248,,-111.93967,33.3978,,,,200
249,,-111.94101,33.3981,,,,201
250,,-111.98615,33.39164,,,,202
251,,-111.94265,33.3985,,,,203
252,,-111.98306,33.39139,,,,204
253,,-111.9844,33.37807,,,,205
254,,-111.96197,33.40013,,,,-1
255,,-111.91412,33.38128,,,,206
256,,-111.96821,33.44158,,,,-1
257,,-111.93666,33.4219,,,,207
258,,-111.90648,33.38148,,,,208
259,,-111.93497,33.42195,,,,-1
260,,-111.92894,33.42202,,,,-1
261,,-111.91235,33.41579,,,,209
262,,-111.91245,33.41355,,,,210
263,,-111.91245,33.41259,,,,211
264,,-111.91245,33.41163,,,,212
265,,-111.96094,33.43853,,,,-1
266,,-111.9177,33.42202,,,,-1
267,,-111.90729,33.422,,,,213
268,,-111.99077,33.37802,,,,-1
269,,-111.90542,33.38657,,,,214
270,,-111.90625,33.42202,,,,215
271,,-111.93997,33.4168,,,,-1
272,,-111.99077,33.37816,,,,-1
273,,-111.90547,33.42203,,,,216
274,,-111.93737,33.41465,,,,217
275,,-111.93491,33.40192,,,,218
276,,-111.93661,33.4146,,,,219
277,,-111.89806,33.42211,,,,-1
278,,-111.93003,33.43821,,,,220
279,,-111.89617,33.4221,,,,221
280,,-111.91364,33.38481,,,,222
281,,-111.89534,33.42209,,,,-1
282,,-111.91365,33.38338,,,,223
283,,-111.93491,33.3973,,,,224
285,,-111.92777,33.43836,,,,225
286,,-111.93491,33.39696,,,,226
287,,-111.8903,33.42189,,,,-1
288,,-111.88783,33.42208,,,,-1
289,,-111.91325,33.4065,,,,227
290,,-111.88742,33.42209,,,,228
291,,-111.91325,33.40571,,,,229
292,,-111.91325,33.40495,,,,230
293,,-111.91362,33.40344,,,,231
294,,-111.91362,33.40269,,,,232
295,,-111.94137,33.39927,,,,233
296,,-111.91362,33.39049,,,,234
297,,-111.93491,33.39617,,,,235
298,,-111.91365,33.38893,,,,236
299,,-111.91351,33.38731,,,,237
300,,-111.93491,33.39576,,,,238
301,,-111.91353,33.38656,,,,239
302,,-111.92909,33.43875,,,,240
303,,-111.9229,33.42381,,,,241
304,,-111.92892,33.43839,,,,242
305,,-111.92891,33.43817,,,,243
306,,-111.93495,33.39117,,,,244
307,,-111.98185,33.3944,,,,245
308,,-111.97307,33.39209,,,,246
309,,-111.95477,33.44065,,,,-1
310,,-111.93503,33.38795,,,,247
311,,-111.92032,33.41288,,,,248
312,,-111.95528,33.43958,,,,-1
313,,-111.95523,33.43957,,,,-1
314,,-111.9853,33.42281,,,,-1
315,,-111.98656,33.39506,,,,249
316,,-111.95466,33.4406,,,,-1
317,,-111.95464,33.44084,,,,-1
318,,-111.95453,33.44078,,,,-1
319,,-111.91292,33.40269,,,,250
320,,-111.91292,33.40096,,,,251
321,,-111.91328,33.39838,,,,252
322,,-111.91315,33.39672,,,,253
323,,-111.95575,33.43954,,,,-1
324,,-111.96092,33.3856,,,,-1
325,,-111.97193,33.37814,,,,-1
326,,-111.96083,33.38621,,,,-1
327,,-111.97193,33.37829,,,,-1
328,,-111.96083,33.38673,,,,-1
329,,-111.97205,33.37829,,,,-1
330,,-111.96101,33.38677,,,,254
331,,-111.97353,33.37821,,,,-1
332,,-111.90957,33.4404,,,,-1
333,,-111.92164,33.44517,,,,255
334,,-111.90947,33.44402,,,,256
335,,-111.91794,33.44518,,,,257
336,,-111.93507,33.386,,,,-1
337,,-111.93498,33.42433,,,,258
338,,-111.95125,33.43909,,,,259
339,,-111.91746,33.44513,,,,260
340,,-111.91675,33.44513,,,,261
341,,-111.94878,33.43917,,,,-1
342,,-111.94895,33.43924,,,,-1
343,,-111.94884,33.43944,,,,262
344,,-111.90656,33.40354,,,,263
345,,-111.92044,33.40583,,,,264
346,,-111.92044,33.40627,,,,265
347,,-111.91183,33.39871,,,,266
348,,-111.90603,33.40198,,,,267
349,,-111.9114,33.39825,,,,268
350,,-111.90541,33.39524,,,,269
351,,-111.93519,33.38127,,,,270
352,,-111.93447,33.39537,,,,271
353,,-111.90623,33.42741,,,,-1
354,,-111.94832,33.44001,,,,272
355,,-111.93526,33.37823,,,,273
356,,-111.95082,33.44006,,,,274
357,,-111.98337,33.38874,,,,275
358,,-111.94847,33.44007,,,,276
359,,-111.93604,33.3839,,,,277
360,,-111.99069,33.39291,,,,278
361,,-111.99071,33.39312,,,,279
362,,-111.98499,33.39767,,,,280
363,,-111.97296,33.38436,,,,281
364,,-111.97349,33.38379,,,,282
365,,-111.97406,33.38254,,,,283
366,,-111.97748,33.38547,,,,284
367,,-111.97408,33.3804,,,,285
368,,-111.97411,33.37821,,,,286
369,,-111.93499,33.42321,,,,287
370,,-111.97163,33.38632,,,,288
371,,-111.98109,33.3781,,,,289
372,,-111.97143,33.38339,,,,290
373,,-111.97144,33.38293,,,,291
374,,-111.96084,33.43941,,,,-1
375,,-111.97144,33.38224,,,,292
376,,-111.91102,33.3962,,,,293
377,,-111.90912,33.39623,,,,294
378,,-111.97015,33.38961,,,,295
379,,-111.93062,33.39332,,,,296
380,,-111.96923,33.42751,,,,-1
381,,-111.96949,33.42751,,,,-1
382,,-111.97028,33.39061,,,,297
383,,-111.93376,33.38775,,,,298
384,,-111.93404,33.38722,,,,299
385,,-111.92771,33.41865,,,,300
386,,-111.97018,33.39143,,,,301
387,,-111.97842,33.37818,,,,-1
388,,-111.95216,33.40793,,,,-1
389,,-111.9851,33.42179,,,,-1
390,,-111.98239,33.42193,,,,-1
391,,-111.9851,33.42193,,,,-1
392,,-111.98132,33.42194,,,,302
393,,-111.98334,33.42185,,,,303
394,,-111.96272,33.39429,,,,304
395,,-111.91644,33.41574,,,,305
396,,-111.98334,33.42194,,,,306
397,,-111.96272,33.39284,,,,307
398,,-111.97904,33.42183,,,,-1
399,,-111.98346,33.42194,,,,-1
400,,-111.99074,33.39143,,,,308
401,,-111.99075,33.39007,,,,309
402,,-111.97811,33.42183,,,,-1
403,,-111.89912,33.40265,,,,310
404,,-111.96272,33.4257,,,,311
405,,-111.96271,33.42497,,,,312
406,,-111.99075,33.38938,,,,313
407,,-111.96276,33.42427,,,,314
408,,-111.96276,33.42356,,,,315
409,,-111.96278,33.42285,,,,316
410,,-111.91272,33.38968,,,,317
411,,-111.96276,33.42194,,,,318
412,,-111.9868,33.4228,,,,-1
413,,-111.92495,33.43455,,,,-1
415,,-111.9632,33.41357,,,,319
416,,-111.92545,33.43405,,,,-1
417,,-111.92626,33.43404,,,,-1
418,,-111.95253,33.38864,,,,320
419,,-111.92488,33.4342,,,,-1
420,,-111.95051,33.38923,,,,321
421,,-111.93952,33.38819,,,,322
422,,-111.94173,33.38827,,,,323
423,,-111.94993,33.38699,,,,324
424,,-111.94577,33.42643,,,,325
425,,-111.95007,33.38643,,,,326
426,,-111.97063,33.38681,,,,327
427,,-111.97161,33.38679,,,,328
428,,-111.94428,33.42689,,,,329
429,,-111.95012,33.38568,,,,-1
430,,-111.91963,33.40744,,,,330
431,,-111.91962,33.40697,,,,331
432,,-111.95699,33.38808,,,,332
433,,-111.91001,33.38557,,,,-1
434,,-111.9579,33.38809,,,,333
435,,-111.95877,33.38809,,,,334
436,,-111.91957,33.40675,,,,335
437,,-111.9195,33.40698,,,,336
438,,-111.99049,33.39606,,,,337
439,,-111.95562,33.39285,,,,338
440,,-111.95562,33.39234,,,,339
441,,-111.9791,33.38056,,,,340
442,,-111.95514,33.38971,,,,341
443,,-111.95519,33.39042,,,,342
444,,-111.93388,33.39696,,,,343
445,,-111.93388,33.39719,,,,344
446,,-111.95518,33.39115,,,,345
447,,-111.8832,33.40187,,,,346
448,,-111.97842,33.38055,,,,347
449,,-111.96457,33.43071,,,,-1
450,,-111.90318,33.40578,,,,348
451,,-111.99085,33.39462,,,,349
452,,-111.89773,33.40756,,,,-1
453,,-111.90297,33.40541,,,,350
454,,-111.90248,33.40561,,,,351
455,,-111.95521,33.3866,,,,352
456,,-111.89493,33.40548,,,,353
457,,-111.89419,33.40549,,,,354
458,,-111.89201,33.40548,,,,355
459,,-111.93275,33.40502,,,,356
460,,-111.99085,33.38067,,,,357
461,,-111.98859,33.3807,,,,358
462,,-111.88943,33.40538,,,,359
463,,-111.93223,33.38569,,,,-1
464,,-111.90655,33.40505,,,,360
465,,-111.90804,33.40489,,,,361
466,,-111.90913,33.40465,,,,362
467,,-111.92638,33.38504,,,,-1
468,,-111.91051,33.4042,,,,363
469,,-111.91137,33.4042,,,,364
470,,-111.91865,33.38582,,,,-1
471,,-111.91362,33.4042,,,,365
472,,-111.94858,33.41865,,,,366
473,,-111.90804,33.4051,,,,367
474,,-111.94858,33.41793,,,,368
475,,-111.94858,33.4178,,,,369
476,,-111.93979,33.40522,,,,370
477,,-111.94857,33.41684,,,,371
478,,-111.88287,33.42935,,,,-1
479,,-111.93597,33.40516,,,,372
480,,-111.94857,33.41608,,,,373
481,,-111.93491,33.40517,,,,374
482,,-111.94857,33.41521,,,,375
483,,-111.92262,33.40531,,,,376
484,,-111.94851,33.41457,,,,377
485,,-111.96968,33.38566,,,,378
486,,-111.91796,33.44082,,,,379
487,,-111.91699,33.44087,,,,380
488,,-111.97178,33.38541,,,,381
489,,-111.96977,33.38189,,,,382
490,,-111.95188,33.38095,,,,383
491,,-111.97224,33.3851,,,,384
492,,-111.95184,33.38143,,,,385
493,,-111.89624,33.40061,,,,386
494,,-111.89449,33.40061,,,,387
495,,-111.95182,33.38218,,,,388
496,,-111.89368,33.40062,,,,389
497,,-111.95171,33.38276,,,,390
498,,-111.89201,33.40061,,,,391
499,,-111.89053,33.37841,,,,392
500,,-111.89625,33.40023,,,,393
501,,-111.94946,33.41381,,,,394
502,,-111.89731,33.40024,,,,395
503,,-111.94946,33.41444,,,,396
504,,-111.89973,33.40024,,,,397
505,,-111.90054,33.40023,,,,398
506,,-111.96786,33.44049,,,,-1
507,,-111.90116,33.40023,,,,399
508,,-111.95239,33.43089,,,,-1
509,,-111.90219,33.40022,,,,400
510,,-111.90319,33.40015,,,,401
511,,-111.90412,33.40015,,,,402
512,,-111.94368,33.38647,,,,403
513,,-111.90632,33.40015,,,,404
514,,-111.88867,33.37982,,,,405
515,,-111.90738,33.40015,,,,406
516,,-111.94798,33.38639,,,,407
517,,-111.90846,33.40015,,,,408
518,,-111.9482,33.38638,,,,409
519,,-111.90913,33.40015,,,,410
520,,-111.95227,33.42549,,,,411
521,,-111.88305,33.41471,,,,412
522,,-111.91868,33.41841,,,,413
523,,-111.90572,33.41751,,,,414
524,,-111.90967,33.40015,,,,415
525,,-111.90573,33.41614,,,,416
526,,-111.97833,33.40934,,,,-1
527,,-111.90919,33.38429,,,,-1
528,,-111.91067,33.39988,,,,417
529,,-111.90927,33.38519,,,,-1
530,,-111.91161,33.39959,,,,418
531,,-111.95539,33.37874,,,,419
532,,-111.95222,33.42192,,,,-1
533,,-111.88319,33.41131,,,,420
534,,-111.91273,33.39928,,,,421
535,,-111.95221,33.42112,,,,422
536,,-111.91336,33.39915,,,,423
537,,-111.9522,33.42076,,,,424
538,,-111.89283,33.42002,,,,425
539,,-111.91616,33.39911,,,,426
540,,-111.8922,33.42003,,,,427
541,,-111.91674,33.39922,,,,428
542,,-111.89131,33.39528,,,,-1
543,,-111.9022,33.40044,,,,429
544,,-111.94655,33.4219,,,,-1
545,,-111.94819,33.4219,,,,-1
546,,-111.95511,33.42193,,,,-1
547,,-111.9522,33.41829,,,,430
548,,-111.88882,33.40065,,,,431
549,,-111.95219,33.41767,,,,432
550,,-111.88728,33.40067,,,,433
551,,-111.88628,33.40081,,,,434
552,,-111.95219,33.41613,,,,435
553,,-111.89757,33.38561,,,,-1
554,,-111.90116,33.40051,,,,436
555,,-111.97286,33.38602,,,,437
556,,-111.93059,33.43541,,,,438
557,,-111.90844,33.40056,,,,439
558,,-111.90738,33.40055,,,,440
559,,-111.97815,33.38689,,,,441
560,,-111.95195,33.38638,,,,442
561,,-111.95217,33.40983,,,,443
562,,-111.90631,33.40044,,,,444
563,,-111.97539,33.39239,,,,445
564,,-111.95276,33.38639,,,,446
565,,-111.95217,33.40907,,,,447
566,,-111.9397,33.40012,,,,448
567,,-111.95217,33.40965,,,,449
568,,-111.93752,33.40012,,,,450
569,,-111.97547,33.39239,,,,451
570,,-111.98239,33.42185,,,,-1
571,,-111.93245,33.40019,,,,452
572,,-111.95215,33.40463,,,,-1
573,,-111.9306,33.4002,,,,453
574,,-111.95215,33.40288,,,,-1
575,,-111.90856,33.38167,,,,454
576,,-111.92736,33.40022,,,,455
577,,-111.92631,33.40023,,,,456
578,,-111.92823,33.40022,,,,457
579,,-111.98763,33.38099,,,,458
580,,-111.91042,33.40536,,,,459
581,,-111.88272,33.37973,,,,460
582,,-111.95212,33.39648,,,,-1
583,,-111.95198,33.39221,,,,461
584,,-111.90503,33.40112,,,,462
585,,-111.90502,33.40146,,,,463
586,,-111.88527,33.37904,,,,464
587,,-111.98688,33.42131,,,,-1
588,,-111.95256,33.38938,,,,465
589,,-111.89035,33.37966,,,,466
590,,-111.89157,33.3802,,,,467
591,,-111.98863,33.38174,,,,468
592,,-111.95239,33.38791,,,,469
593,,-111.9799,33.40857,,,,470
594,,-111.95231,33.38718,,,,471
595,,-111.9523,33.38639,,,,472
596,,-111.90851,33.38302,,,,473
597,,-111.90855,33.38249,,,,474
598,,-111.95239,33.38322,,,,475
599,,-111.90753,33.38797,,,,476
600,,-111.97116,33.40774,,,,-1
601,,-111.90981,33.39676,,,,477
602,,-111.93079,33.4398,,,,-1
603,,-111.96463,33.37817,,,,-1
604,,-111.96835,33.40405,,,,-1
605,,-111.96327,33.37829,,,,-1
606,,-111.9543,33.4412,,,,-1
607,,-111.96317,33.37841,,,,-1
608,,-111.99054,33.37995,,,,478
609,,-111.93682,33.39745,,,,479
610,,-111.96098,33.3879,,,,-1
611,,-111.88508,33.37922,,,,480
612,,-111.94389,33.37821,,,,481
613,,-111.8852,33.37975,,,,482
614,,-111.88512,33.38058,,,,483
615,,-111.9908,33.37978,,,,484
616,,-111.96509,33.40594,,,,485
617,,-111.92868,33.43882,,,,486
618,,-111.96497,33.40589,,,,487
619,,-111.9525,33.37823,,,,-1
620,,-111.9554,33.37821,,,,488
621,,-111.98516,33.40333,,,,-1
622,,-111.95976,33.37824,,,,-1
623,,-111.96114,33.37825,,,,489
624,,-111.98554,33.39938,,,,490
625,,-111.96319,33.37826,,,,-1
626,,-111.93497,33.38878,,,,491
627,,-111.96975,33.38332,,,,492
629,,-111.9706,33.38333,,,,493
630,,-111.9804,33.40338,,,,-1
631,,-111.93505,33.38877,,,,494
632,,-111.96734,33.37835,,,,-1
633,,-111.97438,33.3852,,,,495
634,,-111.92523,33.43904,,,,496
635,,-111.92524,33.44027,,,,497
636,,-111.88944,33.3805,,,,498
637,,-111.92869,33.37826,,,,-1
638,,-111.97662,33.38548,,,,499
639,,-111.98546,33.38224,,,,500
640,,-111.98545,33.38205,,,,501
641,,-111.96976,33.37833,,,,502
642,,-111.97206,33.37815,,,,-1
643,,-111.94924,33.38128,,,,503
644,,-111.89006,33.42025,,,,504
645,,-111.89099,33.38709,,,,-1
646,,-111.95696,33.38021,,,,505
647,,-111.98713,33.4228,,,,506
648,,-111.9541,33.38096,,,,507
649,,-111.90917,33.42086,,,,508
650,,-111.946,33.3782,,,,-1
651,,-111.98842,33.42416,,,,509
652,,-111.95244,33.38096,,,,510
653,,-111.97518,33.38169,,,,511
654,,-111.9784,33.38182,,,,512
655,,-111.89827,33.43591,,,,-1
656,,-111.95944,33.43012,,,,-1
657,,-111.90717,33.41444,,,,513
658,,-111.89246,33.38037,,,,514
659,,-111.93292,33.40662,,,,515
660,,-111.93819,33.38738,,,,516
661,,-111.93275,33.40423,,,,517
662,,-111.93615,33.38639,,,,518
663,,-111.88892,33.39029,,,,519
664,,-111.93252,33.39072,,,,520
665,,-111.97935,33.39798,,,,521
666,,-111.91767,33.44511,,,,522
667,,-111.91767,33.44517,,,,523
668,,-111.93294,33.38745,,,,524
669,,-111.96437,33.39612,,,,525
670,,-111.96437,33.39455,,,,526
671,,-111.96437,33.39405,,,,527
672,,-111.97941,33.3948,,,,528
673,,-111.92739,33.44028,,,,-1
674,,-111.98025,33.4425,,,,529
675,,-111.88747,33.41743,,,,530
676,,-111.8912,33.38255,,,,-1
677,,-111.88308,33.41754,,,,531
678,,-111.92364,33.4367,,,,532
679,,-111.92707,33.43571,,,,-1
680,,-111.92116,33.42926,,,,-1
681,,-111.9051,33.41751,,,,533
682,,-111.92798,33.4075,,,,534
683,,-111.91921,33.38078,,,,535
684,,-111.90357,33.41753,,,,536
685,,-111.92794,33.40346,,,,537
686,,-111.92838,33.40974,,,,538
687,,-111.92619,33.43756,,,,539
688,,-111.91963,33.43014,,,,-1
689,,-111.89197,33.41842,,,,540
690,,-111.91822,33.43043,,,,-1
691,,-111.93001,33.43646,,,,541
692,,-111.89195,33.41662,,,,542
693,,-111.91732,33.43095,,,,-1
694,,-111.88329,33.39199,,,,543
695,,-111.88219,33.3927,,,,544
696,,-111.89198,33.41295,,,,-1
697,,-111.91652,33.43049,,,,-1
698,,-111.91591,33.43137,,,,-1
699,,-111.91389,33.41765,,,,545
700,,-111.91471,33.43231,,,,-1
701,,-111.91793,33.4292,,,,-1
702,,-111.88866,33.3952,,,,546
703,,-111.88874,33.39507,,,,547
704,,-111.96078,33.40369,,,,-1
705,,-111.98647,33.39873,,,,548
706,,-111.94336,33.43587,,,,-1
707,,-111.96615,33.40283,,,,-1
708,,-111.98498,33.39846,,,,549
709,,-111.98315,33.39813,,,,550
710,,-111.94552,33.4362,,,,-1
711,,-111.94896,33.43659,,,,-1
712,,-111.94953,33.43663,,,,-1
713,,-111.95014,33.43668,,,,-1
714,,-111.98832,33.38012,,,,551
715,,-111.98184,33.39761,,,,552
716,,-111.892,33.40469,,,,553
717,,-111.98855,33.38001,,,,554
718,,-111.95592,33.43701,,,,-1
719,,-111.89199,33.40388,,,,555
720,,-111.97935,33.39722,,,,556
721,,-111.98235,33.38006,,,,557
722,,-111.98751,33.38018,,,,558
723,,-111.98189,33.38007,,,,559
724,,-111.89201,33.4026,,,,560
725,,-111.98099,33.37991,,,,561
726,,-111.94265,33.39772,,,,562
727,,-111.97874,33.43405,,,,-1
