node_id,name,x_coord,y_coord,node_type,ctrl_type,zone_id,geometry
54,,-111.936670,33.425500,,,41,"POINT (-111.936670 33.425500)"
55,,-111.940770,33.400100,,,42,"POINT (-111.940770 33.400100)"
56,,-111.934930,33.425440,,,0,"POINT (-111.934930 33.425440)"
57,,-111.892010,33.399860,,,43,"POINT (-111.892010 33.399860)"
58,,-111.885680,33.379850,,,44,"POINT (-111.885680 33.379850)"
59,,-111.965290,33.423290,,,45,"POINT (-111.965290 33.423290)"
60,,-111.927410,33.401070,,,46,"POINT (-111.927410 33.401070)"
61,,-111.899730,33.400880,,,47,"POINT (-111.899730 33.400880)"
62,,-111.930610,33.401030,,,48,"POINT (-111.930610 33.401030)"
63,,-111.965290,33.423990,,,49,"POINT (-111.965290 33.423990)"
64,,-111.890210,33.399840,,,50,"POINT (-111.890210 33.399840)"
65,,-111.888810,33.399840,,,51,"POINT (-111.888810 33.399840)"
66,,-111.940590,33.402020,,,52,"POINT (-111.940590 33.402020)"
67,,-111.894450,33.418410,,,53,"POINT (-111.894450 33.418410)"
68,,-111.886020,33.399850,,,54,"POINT (-111.886020 33.399850)"
69,,-111.939740,33.412840,,,55,"POINT (-111.939740 33.412840)"
70,,-111.936580,33.412910,,,56,"POINT (-111.936580 33.412910)"
71,,-111.903030,33.399120,,,57,"POINT (-111.903030 33.399120)"
72,,-111.965300,33.424680,,,58,"POINT (-111.965300 33.424680)"
73,,-111.924190,33.392960,,,59,"POINT (-111.924190 33.392960)"
74,,-111.901470,33.399480,,,60,"POINT (-111.901470 33.399480)"
75,,-111.937960,33.412890,,,61,"POINT (-111.937960 33.412890)"
76,,-111.900530,33.399580,,,62,"POINT (-111.900530 33.399580)"
77,,-111.897350,33.399590,,,63,"POINT (-111.897350 33.399590)"
78,,-111.962790,33.400130,,,0,"POINT (-111.962790 33.400130)"
79,,-111.925340,33.395000,,,64,"POINT (-111.925340 33.395000)"
80,,-111.962700,33.400130,,,0,"POINT (-111.962700 33.400130)"
81,,-111.938210,33.399310,,,65,"POINT (-111.938210 33.399310)"
82,,-111.920360,33.399360,,,66,"POINT (-111.920360 33.399360)"
83,,-111.960770,33.401390,,,0,"POINT (-111.960770 33.401390)"
84,,-111.962800,33.401390,,,0,"POINT (-111.962800 33.401390)"
85,,-111.962900,33.401420,,,0,"POINT (-111.962900 33.401420)"
86,,-111.917950,33.440320,,,0,"POINT (-111.917950 33.440320)"
87,,-111.962610,33.401650,,,0,"POINT (-111.962610 33.401650)"
88,,-111.917950,33.444020,,,67,"POINT (-111.917950 33.444020)"
89,,-111.987600,33.382280,,,68,"POINT (-111.987600 33.382280)"
90,,-111.917940,33.445870,,,69,"POINT (-111.917940 33.445870)"
91,,-111.977640,33.383120,,,70,"POINT (-111.977640 33.383120)"
92,,-111.977750,33.383160,,,71,"POINT (-111.977750 33.383160)"
93,,-111.945760,33.414640,,,72,"POINT (-111.945760 33.414640)"
94,,-111.947270,33.414640,,,73,"POINT (-111.947270 33.414640)"
95,,-111.947870,33.414650,,,74,"POINT (-111.947870 33.414650)"
96,,-111.947340,33.430820,,,75,"POINT (-111.947340 33.430820)"
97,,-111.954940,33.425500,,,76,"POINT (-111.954940 33.425500)"
98,,-111.948380,33.414270,,,77,"POINT (-111.948380 33.414270)"
99,,-111.952190,33.414650,,,78,"POINT (-111.952190 33.414650)"
100,,-111.981430,33.388750,,,79,"POINT (-111.981430 33.388750)"
101,,-111.956050,33.414670,,,80,"POINT (-111.956050 33.414670)"
102,,-111.956500,33.414670,,,81,"POINT (-111.956500 33.414670)"
103,,-111.956960,33.414670,,,82,"POINT (-111.956960 33.414670)"
104,,-111.926310,33.442230,,,83,"POINT (-111.926310 33.442230)"
105,,-111.926360,33.444000,,,0,"POINT (-111.926360 33.444000)"
106,,-111.958740,33.414680,,,84,"POINT (-111.958740 33.414680)"
107,,-111.959400,33.414680,,,85,"POINT (-111.959400 33.414680)"
108,,-111.900000,33.391890,,,86,"POINT (-111.900000 33.391890)"
109,,-111.960200,33.414680,,,87,"POINT (-111.960200 33.414680)"
110,,-111.960830,33.414680,,,88,"POINT (-111.960830 33.414680)"
111,,-111.932450,33.392900,,,89,"POINT (-111.932450 33.392900)"
112,,-111.931540,33.392910,,,90,"POINT (-111.931540 33.392910)"
113,,-111.922050,33.392960,,,91,"POINT (-111.922050 33.392960)"
114,,-111.921070,33.392960,,,92,"POINT (-111.921070 33.392960)"
115,,-111.917750,33.392960,,,93,"POINT (-111.917750 33.392960)"
116,,-111.911370,33.392970,,,94,"POINT (-111.911370 33.392970)"
117,,-111.887460,33.418450,,,95,"POINT (-111.887460 33.418450)"
118,,-111.906900,33.392960,,,96,"POINT (-111.906900 33.392960)"
119,,-111.931260,33.408460,,,97,"POINT (-111.931260 33.408460)"
120,,-111.883070,33.418460,,,98,"POINT (-111.883070 33.418460)"
121,,-111.906470,33.392960,,,99,"POINT (-111.906470 33.392960)"
122,,-111.931140,33.407520,,,100,"POINT (-111.931140 33.407520)"
123,,-111.903860,33.392960,,,101,"POINT (-111.903860 33.392960)"
124,,-111.931070,33.406630,,,102,"POINT (-111.931070 33.406630)"
125,,-111.931080,33.405830,,,103,"POINT (-111.931080 33.405830)"
126,,-111.902870,33.392960,,,104,"POINT (-111.902870 33.392960)"
127,,-111.931080,33.405040,,,105,"POINT (-111.931080 33.405040)"
128,,-111.931080,33.404240,,,106,"POINT (-111.931080 33.404240)"
129,,-111.901880,33.392950,,,107,"POINT (-111.901880 33.392950)"
130,,-111.924750,33.381540,,,0,"POINT (-111.924750 33.381540)"
131,,-111.900540,33.392960,,,108,"POINT (-111.900540 33.392960)"
132,,-111.931080,33.403430,,,109,"POINT (-111.931080 33.403430)"
133,,-111.971650,33.391920,,,110,"POINT (-111.971650 33.391920)"
134,,-111.898870,33.392960,,,111,"POINT (-111.898870 33.392960)"
135,,-111.969870,33.391860,,,112,"POINT (-111.969870 33.391860)"
136,,-111.896250,33.392960,,,113,"POINT (-111.896250 33.392960)"
137,,-111.893150,33.382890,,,114,"POINT (-111.893150 33.382890)"
138,,-111.990130,33.379000,,,115,"POINT (-111.990130 33.379000)"
139,,-111.904450,33.384860,,,116,"POINT (-111.904450 33.384860)"
140,,-111.990120,33.378610,,,117,"POINT (-111.990120 33.378610)"
141,,-111.887690,33.393000,,,118,"POINT (-111.887690 33.393000)"
142,,-111.977910,33.426680,,,0,"POINT (-111.977910 33.426680)"
143,,-111.930210,33.384760,,,119,"POINT (-111.930210 33.384760)"
144,,-111.886440,33.393010,,,120,"POINT (-111.886440 33.393010)"
145,,-111.931140,33.384770,,,121,"POINT (-111.931140 33.384770)"
146,,-111.978120,33.416890,,,0,"POINT (-111.978120 33.416890)"
147,,-111.885410,33.393020,,,122,"POINT (-111.885410 33.393020)"
148,,-111.921070,33.444040,,,123,"POINT (-111.921070 33.444040)"
149,,-111.884350,33.393020,,,124,"POINT (-111.884350 33.393020)"
150,,-111.921070,33.444420,,,125,"POINT (-111.921070 33.444420)"
151,,-111.923210,33.384740,,,126,"POINT (-111.923210 33.384740)"
152,,-111.923660,33.384660,,,127,"POINT (-111.923660 33.384660)"
153,,-111.885400,33.396070,,,128,"POINT (-111.885400 33.396070)"
154,,-111.939840,33.408650,,,129,"POINT (-111.939840 33.408650)"
155,,-111.884300,33.396270,,,130,"POINT (-111.884300 33.396270)"
156,,-111.938180,33.408600,,,131,"POINT (-111.938180 33.408600)"
157,,-111.933050,33.394770,,,132,"POINT (-111.933050 33.394770)"
158,,-111.990780,33.382510,,,133,"POINT (-111.990780 33.382510)"
159,,-111.990790,33.382270,,,134,"POINT (-111.990790 33.382270)"
160,,-111.936360,33.395750,,,135,"POINT (-111.936360 33.395750)"
161,,-111.931870,33.397760,,,136,"POINT (-111.931870 33.397760)"
162,,-111.990590,33.383550,,,137,"POINT (-111.990590 33.383550)"
163,,-111.934910,33.397610,,,0,"POINT (-111.934910 33.397610)"
164,,-111.901550,33.395470,,,138,"POINT (-111.901550 33.395470)"
165,,-111.934390,33.396970,,,139,"POINT (-111.934390 33.396970)"
166,,-111.934870,33.392890,,,0,"POINT (-111.934870 33.392890)"
167,,-111.934440,33.396190,,,140,"POINT (-111.934440 33.396190)"
168,,-111.939890,33.421890,,,0,"POINT (-111.939890 33.421890)"
169,,-111.939900,33.421980,,,0,"POINT (-111.939900 33.421980)"
170,,-111.969850,33.381750,,,141,"POINT (-111.969850 33.381750)"
171,,-111.922180,33.444020,,,142,"POINT (-111.922180 33.444020)"
172,,-111.958380,33.409420,,,143,"POINT (-111.958380 33.409420)"
173,,-111.889260,33.429250,,,0,"POINT (-111.889260 33.429250)"
174,,-111.889240,33.428870,,,0,"POINT (-111.889240 33.428870)"
175,,-111.934920,33.392470,,,0,"POINT (-111.934920 33.392470)"
176,,-111.937240,33.395930,,,144,"POINT (-111.937240 33.395930)"
177,,-111.961850,33.407430,,,0,"POINT (-111.961850 33.407430)"
178,,-111.934910,33.399200,,,0,"POINT (-111.934910 33.399200)"
179,,-111.939380,33.378230,,,0,"POINT (-111.939380 33.378230)"
180,,-111.962940,33.401670,,,145,"POINT (-111.962940 33.401670)"
181,,-111.958790,33.388830,,,146,"POINT (-111.958790 33.388830)"
182,,-111.934920,33.395380,,,147,"POINT (-111.934920 33.395380)"
183,,-111.931570,33.394660,,,148,"POINT (-111.931570 33.394660)"
184,,-111.963080,33.401580,,,149,"POINT (-111.963080 33.401580)"
185,,-111.929640,33.394680,,,150,"POINT (-111.929640 33.394680)"
186,,-111.927360,33.394840,,,151,"POINT (-111.927360 33.394840)"
187,,-111.958810,33.387950,,,152,"POINT (-111.958810 33.387950)"
188,,-111.962980,33.401570,,,153,"POINT (-111.962980 33.401570)"
189,,-111.890190,33.395210,,,154,"POINT (-111.890190 33.395210)"
190,,-111.990650,33.384350,,,155,"POINT (-111.990650 33.384350)"
191,,-111.887690,33.394920,,,156,"POINT (-111.887690 33.394920)"
192,,-111.886730,33.394960,,,157,"POINT (-111.886730 33.394960)"
193,,-111.883290,33.395460,,,158,"POINT (-111.883290 33.395460)"
194,,-111.882550,33.395520,,,159,"POINT (-111.882550 33.395520)"
195,,-111.939640,33.395510,,,160,"POINT (-111.939640 33.395510)"
196,,-111.937610,33.395200,,,161,"POINT (-111.937610 33.395200)"
197,,-111.963090,33.401690,,,162,"POINT (-111.963090 33.401690)"
198,,-111.934920,33.394990,,,163,"POINT (-111.934920 33.394990)"
199,,-111.906460,33.394710,,,164,"POINT (-111.906460 33.394710)"
200,,-111.905520,33.394710,,,165,"POINT (-111.905520 33.394710)"
201,,-111.894760,33.394290,,,166,"POINT (-111.894760 33.394290)"
202,,-111.924860,33.395000,,,167,"POINT (-111.924860 33.395000)"
203,,-111.919910,33.394550,,,168,"POINT (-111.919910 33.394550)"
204,,-111.919180,33.394540,,,169,"POINT (-111.919180 33.394540)"
205,,-111.982330,33.388220,,,170,"POINT (-111.982330 33.388220)"
206,,-111.990740,33.392660,,,171,"POINT (-111.990740 33.392660)"
207,,-111.965530,33.393900,,,172,"POINT (-111.965530 33.393900)"
208,,-111.986530,33.392690,,,173,"POINT (-111.986530 33.392690)"
209,,-111.965630,33.393600,,,174,"POINT (-111.965630 33.393600)"
210,,-111.938120,33.420520,,,175,"POINT (-111.938120 33.420520)"
211,,-111.986010,33.392690,,,176,"POINT (-111.986010 33.392690)"
212,,-111.984610,33.392730,,,177,"POINT (-111.984610 33.392730)"
213,,-111.919770,33.436760,,,178,"POINT (-111.919770 33.436760)"
214,,-111.983060,33.392730,,,179,"POINT (-111.983060 33.392730)"
215,,-111.981840,33.392740,,,180,"POINT (-111.981840 33.392740)"
216,,-111.918960,33.437680,,,181,"POINT (-111.918960 33.437680)"
217,,-111.919790,33.439040,,,0,"POINT (-111.919790 33.439040)"
218,,-111.939560,33.386750,,,0,"POINT (-111.939560 33.386750)"
219,,-111.941610,33.438330,,,0,"POINT (-111.941610 33.438330)"
220,,-111.970400,33.378130,,,0,"POINT (-111.970400 33.378130)"
221,,-111.988500,33.378040,,,0,"POINT (-111.988500 33.378040)"
222,,-111.978330,33.414070,,,0,"POINT (-111.978330 33.414070)"
223,,-111.986120,33.421870,,,0,"POINT (-111.986120 33.421870)"
224,,-111.929780,33.438840,,,182,"POINT (-111.929780 33.438840)"
225,,-111.986820,33.421890,,,0,"POINT (-111.986820 33.421890)"
226,,-111.960890,33.388060,,,0,"POINT (-111.960890 33.388060)"
227,,-111.884840,33.387040,,,183,"POINT (-111.884840 33.387040)"
228,,-111.944670,33.430770,,,184,"POINT (-111.944670 33.430770)"
229,,-111.945240,33.430760,,,185,"POINT (-111.945240 33.430760)"
230,,-111.910820,33.411630,,,186,"POINT (-111.910820 33.411630)"
231,,-111.945130,33.430550,,,187,"POINT (-111.945130 33.430550)"
232,,-111.945040,33.430770,,,188,"POINT (-111.945040 33.430770)"
233,,-111.939160,33.414510,,,189,"POINT (-111.939160 33.414510)"
234,,-111.939760,33.407410,,,0,"POINT (-111.939760 33.407410)"
235,,-111.939780,33.408660,,,190,"POINT (-111.939780 33.408660)"
236,,-111.931640,33.401650,,,191,"POINT (-111.931640 33.401650)"
237,,-111.931650,33.401140,,,192,"POINT (-111.931650 33.401140)"
238,,-111.939880,33.412590,,,0,"POINT (-111.939880 33.412590)"
239,,-111.939810,33.406750,,,0,"POINT (-111.939810 33.406750)"
240,,-111.981950,33.391370,,,193,"POINT (-111.981950 33.391370)"
241,,-111.981710,33.391370,,,194,"POINT (-111.981710 33.391370)"
242,,-111.939170,33.414720,,,195,"POINT (-111.939170 33.414720)"
243,,-111.981070,33.391930,,,196,"POINT (-111.981070 33.391930)"
244,,-111.980820,33.391930,,,197,"POINT (-111.980820 33.391930)"
245,,-111.885410,33.393590,,,198,"POINT (-111.885410 33.393590)"
246,,-111.989940,33.391340,,,199,"POINT (-111.989940 33.391340)"
247,,-111.986990,33.378050,,,0,"POINT (-111.986990 33.378050)"
248,,-111.939670,33.397800,,,200,"POINT (-111.939670 33.397800)"
249,,-111.941010,33.398100,,,201,"POINT (-111.941010 33.398100)"
250,,-111.986150,33.391640,,,202,"POINT (-111.986150 33.391640)"
251,,-111.942650,33.398500,,,203,"POINT (-111.942650 33.398500)"
252,,-111.983060,33.391390,,,204,"POINT (-111.983060 33.391390)"
253,,-111.984400,33.378070,,,205,"POINT (-111.984400 33.378070)"
254,,-111.961970,33.400130,,,0,"POINT (-111.961970 33.400130)"
255,,-111.914120,33.381280,,,206,"POINT (-111.914120 33.381280)"
256,,-111.968210,33.441580,,,0,"POINT (-111.968210 33.441580)"
257,,-111.936660,33.421900,,,207,"POINT (-111.936660 33.421900)"
258,,-111.906480,33.381480,,,208,"POINT (-111.906480 33.381480)"
259,,-111.934970,33.421950,,,0,"POINT (-111.934970 33.421950)"
260,,-111.928940,33.422020,,,0,"POINT (-111.928940 33.422020)"
261,,-111.912350,33.415790,,,209,"POINT (-111.912350 33.415790)"
262,,-111.912450,33.413550,,,210,"POINT (-111.912450 33.413550)"
263,,-111.912450,33.412590,,,211,"POINT (-111.912450 33.412590)"
264,,-111.912450,33.411630,,,212,"POINT (-111.912450 33.411630)"
265,,-111.960940,33.438530,,,0,"POINT (-111.960940 33.438530)"
266,,-111.917700,33.422020,,,0,"POINT (-111.917700 33.422020)"
267,,-111.907290,33.422000,,,213,"POINT (-111.907290 33.422000)"
268,,-111.990770,33.378020,,,0,"POINT (-111.990770 33.378020)"
269,,-111.905420,33.386570,,,214,"POINT (-111.905420 33.386570)"
270,,-111.906250,33.422020,,,215,"POINT (-111.906250 33.422020)"
271,,-111.939970,33.416800,,,0,"POINT (-111.939970 33.416800)"
272,,-111.990770,33.378160,,,0,"POINT (-111.990770 33.378160)"
273,,-111.905470,33.422030,,,216,"POINT (-111.905470 33.422030)"
274,,-111.937370,33.414650,,,217,"POINT (-111.937370 33.414650)"
275,,-111.934910,33.401920,,,218,"POINT (-111.934910 33.401920)"
276,,-111.936610,33.414600,,,219,"POINT (-111.936610 33.414600)"
277,,-111.898060,33.422110,,,0,"POINT (-111.898060 33.422110)"
278,,-111.930030,33.438210,,,220,"POINT (-111.930030 33.438210)"
279,,-111.896170,33.422100,,,221,"POINT (-111.896170 33.422100)"
280,,-111.913640,33.384810,,,222,"POINT (-111.913640 33.384810)"
281,,-111.895340,33.422090,,,0,"POINT (-111.895340 33.422090)"
282,,-111.913650,33.383380,,,223,"POINT (-111.913650 33.383380)"
283,,-111.934910,33.397300,,,224,"POINT (-111.934910 33.397300)"
285,,-111.927770,33.438360,,,225,"POINT (-111.927770 33.438360)"
286,,-111.934910,33.396960,,,226,"POINT (-111.934910 33.396960)"
287,,-111.890300,33.421890,,,0,"POINT (-111.890300 33.421890)"
288,,-111.887830,33.422080,,,0,"POINT (-111.887830 33.422080)"
289,,-111.913250,33.406500,,,227,"POINT (-111.913250 33.406500)"
290,,-111.887420,33.422090,,,228,"POINT (-111.887420 33.422090)"
291,,-111.913250,33.405710,,,229,"POINT (-111.913250 33.405710)"
292,,-111.913250,33.404950,,,230,"POINT (-111.913250 33.404950)"
293,,-111.913620,33.403440,,,231,"POINT (-111.913620 33.403440)"
294,,-111.913620,33.402690,,,232,"POINT (-111.913620 33.402690)"
295,,-111.941370,33.399270,,,233,"POINT (-111.941370 33.399270)"
296,,-111.913620,33.390490,,,234,"POINT (-111.913620 33.390490)"
297,,-111.934910,33.396170,,,235,"POINT (-111.934910 33.396170)"
298,,-111.913650,33.388930,,,236,"POINT (-111.913650 33.388930)"
299,,-111.913510,33.387310,,,237,"POINT (-111.913510 33.387310)"
300,,-111.934910,33.395760,,,238,"POINT (-111.934910 33.395760)"
301,,-111.913530,33.386560,,,239,"POINT (-111.913530 33.386560)"
302,,-111.929090,33.438750,,,240,"POINT (-111.929090 33.438750)"
303,,-111.922900,33.423810,,,241,"POINT (-111.922900 33.423810)"
304,,-111.928920,33.438390,,,242,"POINT (-111.928920 33.438390)"
305,,-111.928910,33.438170,,,243,"POINT (-111.928910 33.438170)"
306,,-111.934950,33.391170,,,244,"POINT (-111.934950 33.391170)"
307,,-111.981850,33.394400,,,245,"POINT (-111.981850 33.394400)"
308,,-111.973070,33.392090,,,246,"POINT (-111.973070 33.392090)"
309,,-111.954770,33.440650,,,0,"POINT (-111.954770 33.440650)"
310,,-111.935030,33.387950,,,247,"POINT (-111.935030 33.387950)"
311,,-111.920320,33.412880,,,248,"POINT (-111.920320 33.412880)"
312,,-111.955280,33.439580,,,0,"POINT (-111.955280 33.439580)"
313,,-111.955230,33.439570,,,0,"POINT (-111.955230 33.439570)"
314,,-111.985300,33.422810,,,0,"POINT (-111.985300 33.422810)"
315,,-111.986560,33.395060,,,249,"POINT (-111.986560 33.395060)"
316,,-111.954660,33.440600,,,0,"POINT (-111.954660 33.440600)"
317,,-111.954640,33.440840,,,0,"POINT (-111.954640 33.440840)"
318,,-111.954530,33.440780,,,0,"POINT (-111.954530 33.440780)"
319,,-111.912920,33.402690,,,250,"POINT (-111.912920 33.402690)"
320,,-111.912920,33.400960,,,251,"POINT (-111.912920 33.400960)"
321,,-111.913280,33.398380,,,252,"POINT (-111.913280 33.398380)"
322,,-111.913150,33.396720,,,253,"POINT (-111.913150 33.396720)"
323,,-111.955750,33.439540,,,0,"POINT (-111.955750 33.439540)"
324,,-111.960920,33.385600,,,0,"POINT (-111.960920 33.385600)"
325,,-111.971930,33.378140,,,0,"POINT (-111.971930 33.378140)"
326,,-111.960830,33.386210,,,0,"POINT (-111.960830 33.386210)"
327,,-111.971930,33.378290,,,0,"POINT (-111.971930 33.378290)"
328,,-111.960830,33.386730,,,0,"POINT (-111.960830 33.386730)"
329,,-111.972050,33.378290,,,0,"POINT (-111.972050 33.378290)"
330,,-111.961010,33.386770,,,254,"POINT (-111.961010 33.386770)"
331,,-111.973530,33.378210,,,0,"POINT (-111.973530 33.378210)"
332,,-111.909570,33.440400,,,0,"POINT (-111.909570 33.440400)"
333,,-111.921640,33.445170,,,255,"POINT (-111.921640 33.445170)"
334,,-111.909470,33.444020,,,256,"POINT (-111.909470 33.444020)"
335,,-111.917940,33.445180,,,257,"POINT (-111.917940 33.445180)"
336,,-111.935070,33.386000,,,0,"POINT (-111.935070 33.386000)"
337,,-111.934980,33.424330,,,258,"POINT (-111.934980 33.424330)"
338,,-111.951250,33.439090,,,259,"POINT (-111.951250 33.439090)"
339,,-111.917460,33.445130,,,260,"POINT (-111.917460 33.445130)"
340,,-111.916750,33.445130,,,261,"POINT (-111.916750 33.445130)"
341,,-111.948780,33.439170,,,0,"POINT (-111.948780 33.439170)"
342,,-111.948950,33.439240,,,0,"POINT (-111.948950 33.439240)"
343,,-111.948840,33.439440,,,262,"POINT (-111.948840 33.439440)"
344,,-111.906560,33.403540,,,263,"POINT (-111.906560 33.403540)"
345,,-111.920440,33.405830,,,264,"POINT (-111.920440 33.405830)"
346,,-111.920440,33.406270,,,265,"POINT (-111.920440 33.406270)"
347,,-111.911830,33.398710,,,266,"POINT (-111.911830 33.398710)"
348,,-111.906030,33.401980,,,267,"POINT (-111.906030 33.401980)"
349,,-111.911400,33.398250,,,268,"POINT (-111.911400 33.398250)"
350,,-111.905410,33.395240,,,269,"POINT (-111.905410 33.395240)"
351,,-111.935190,33.381270,,,270,"POINT (-111.935190 33.381270)"
352,,-111.934470,33.395370,,,271,"POINT (-111.934470 33.395370)"
353,,-111.906230,33.427410,,,0,"POINT (-111.906230 33.427410)"
354,,-111.948320,33.440010,,,272,"POINT (-111.948320 33.440010)"
355,,-111.935260,33.378230,,,273,"POINT (-111.935260 33.378230)"
356,,-111.950820,33.440060,,,274,"POINT (-111.950820 33.440060)"
357,,-111.983370,33.388740,,,275,"POINT (-111.983370 33.388740)"
358,,-111.948470,33.440070,,,276,"POINT (-111.948470 33.440070)"
359,,-111.936040,33.383900,,,277,"POINT (-111.936040 33.383900)"
360,,-111.990690,33.392910,,,278,"POINT (-111.990690 33.392910)"
361,,-111.990710,33.393120,,,279,"POINT (-111.990710 33.393120)"
362,,-111.984990,33.397670,,,280,"POINT (-111.984990 33.397670)"
363,,-111.972960,33.384360,,,281,"POINT (-111.972960 33.384360)"
364,,-111.973490,33.383790,,,282,"POINT (-111.973490 33.383790)"
365,,-111.974060,33.382540,,,283,"POINT (-111.974060 33.382540)"
366,,-111.977480,33.385470,,,284,"POINT (-111.977480 33.385470)"
367,,-111.974080,33.380400,,,285,"POINT (-111.974080 33.380400)"
368,,-111.974110,33.378210,,,286,"POINT (-111.974110 33.378210)"
369,,-111.934990,33.423210,,,287,"POINT (-111.934990 33.423210)"
370,,-111.971630,33.386320,,,288,"POINT (-111.971630 33.386320)"
371,,-111.981090,33.378100,,,289,"POINT (-111.981090 33.378100)"
372,,-111.971430,33.383390,,,290,"POINT (-111.971430 33.383390)"
373,,-111.971440,33.382930,,,291,"POINT (-111.971440 33.382930)"
374,,-111.960840,33.439410,,,0,"POINT (-111.960840 33.439410)"
375,,-111.971440,33.382240,,,292,"POINT (-111.971440 33.382240)"
376,,-111.911020,33.396200,,,293,"POINT (-111.911020 33.396200)"
377,,-111.909120,33.396230,,,294,"POINT (-111.909120 33.396230)"
378,,-111.970150,33.389610,,,295,"POINT (-111.970150 33.389610)"
379,,-111.930620,33.393320,,,296,"POINT (-111.930620 33.393320)"
380,,-111.969230,33.427510,,,0,"POINT (-111.969230 33.427510)"
381,,-111.969490,33.427510,,,0,"POINT (-111.969490 33.427510)"
382,,-111.970280,33.390610,,,297,"POINT (-111.970280 33.390610)"
383,,-111.933760,33.387750,,,298,"POINT (-111.933760 33.387750)"
384,,-111.934040,33.387220,,,299,"POINT (-111.934040 33.387220)"
385,,-111.927710,33.418650,,,300,"POINT (-111.927710 33.418650)"
386,,-111.970180,33.391430,,,301,"POINT (-111.970180 33.391430)"
387,,-111.978420,33.378180,,,0,"POINT (-111.978420 33.378180)"
