name,link_id,from_node_id,to_node_id,facility_type,dir_flag,length,lanes,capacity,free_speed,link_type,cost,geometry,TMC
,1a,1,1534,,,326.6109466156611,1,699.0,46.67086,6,,"LINESTRING (-111.94198 33.40665,-111.94246 33.40665,-111.9427 33.40667,-111.9428 33.40668,-111.9429 33.40667,-111.94295 33.40659,-111.94293 33.40652,-111.94291 33.4064,-111.9429 33.40624,-111.9429 33.40612,-111.94293 33.40596,-111.94293 33.40587,-111.94289 33.4058,-111.94279 33.40578,-111.94271 33.40579,-111.94249 33.40583,-111.94137 33.40584)",
,1b,1534,1,,,303.53315124930043,1,699.0,46.67086,6,,"LINESTRING (-111.94137 33.4059,-111.94249 33.40589,-111.94272 33.40585,-111.94279 33.40584,-111.94283 33.40586,-111.94285 33.40589,-111.94286 33.40596,-111.94283 33.40611,-111.94282 33.40624,-111.94283 33.40641,-111.94286 33.40653,-111.94287 33.40658,-111.94285 33.40661,-111.9428 33.40662,-111.9427 33.40661,-111.94246 33.40658,-111.94198 33.40659)",
,5a,1,2637,,,86.33982582437037,1,699.0,46.67086,6,,"LINESTRING (-111.94194 33.40662,-111.94194 33.407,-111.94194 33.40705,-111.94194 33.40726,-111.94194 33.4074)",
,5b,2637,1,,,86.44038322086611,1,699.0,46.67086,6,,"LINESTRING (-111.94202 33.4074,-111.94202 33.40726,-111.94202 33.40705,-111.94202 33.407,-111.94202 33.40662)",
,7,2,48,,,58.199216971846,1,699.0,40.2335,6,,"LINESTRING (-111.96529 33.42311,-111.96529 33.423,-111.96529 33.42268,-111.96524 33.4226)",
,8,3,1461,,,14.49975531754264,2,3598.0,94.95106,1,,"LINESTRING (-111.92636 33.38616,-111.92651 33.38616)",
,9,3,1730,,,103.86047303736828,3,3597.0,64.3736,3,,"LINESTRING (-111.92636 33.38616,-111.92636 33.38624,-111.92636 33.3868,-111.92636 33.38683,-111.92644 33.38709)",
,10a,4,5,,,38.735219091771725,1,699.0,46.67086,6,,"LINESTRING (-111.88773 33.38124,-111.88807 33.38103)",
,10b,5,4,,,38.735219091771725,1,699.0,46.67086,6,,"LINESTRING (-111.88802 33.38098,-111.88769 33.38118)",
,14a,5,7,,,63.22213005280663,1,699.0,46.67086,6,,"LINESTRING (-111.88807 33.38102,-111.88827 33.38084,-111.8885 33.38058)",
,14b,7,5,,,62.52085130889727,1,699.0,46.67086,6,,"LINESTRING (-111.88844 33.38055,-111.88821 33.3808,-111.88802 33.38098)",
,16a,5,1772,,,71.27521979596682,1,699.0,40.2335,6,,"LINESTRING (-111.88801 33.38101,-111.88805 33.38111,-111.88812 33.38124,-111.88816 33.38136,-111.8882 33.38153,-111.88821 33.38163)",
,16b,1772,5,,,73.06898467107436,1,699.0,40.2335,6,,"LINESTRING (-111.88829 33.38162,-111.88828 33.38152,-111.88823 33.38134,-111.88819 33.38122,-111.88812 33.38109,-111.88808 33.38099)",
,18a,5,3253,,,108.99866068007695,1,699.0,40.2335,6,,"LINESTRING (-111.88807 33.38098,-111.88798 33.38089,-111.8879 33.3808,-111.88782 33.38073,-111.8877 33.38064,-111.88759 33.38056,-111.88744 33.38048,-111.88729 33.38041,-111.88718 33.38036)",
,18b,3253,5,,,106.47716437978416,1,699.0,40.2335,6,,"LINESTRING (-111.88715 33.38041,-111.88726 33.38046,-111.8874 33.38053,-111.88754 33.38061,-111.88765 33.38069,-111.88776 33.38077,-111.88784 33.38084,-111.88792 33.38093,-111.88802 33.38102)",
,20a,6,1861,,,97.58147028628765,1,699.0,46.67086,6,,"LINESTRING (-111.92787 33.4203,-111.92802 33.4203,-111.9288 33.4203,-111.92881 33.4203,-111.92892 33.4203)",
,20b,1861,6,,,97.36845979668153,1,699.0,46.67086,6,,"LINESTRING (-111.92892 33.42024,-111.92881 33.42024,-111.9288 33.42024,-111.92802 33.42024,-111.92787 33.42024)",
,24,8,1495,,,390.8704546881938,1,1799.0,94.95106,1,,"LINESTRING (-111.97856 33.42084,-111.97849 33.41953,-111.97846 33.41907,-111.97841 33.41853,-111.97835 33.41765,-111.97828 33.41733)",
,25a,9,881,,,255.8286241866613,1,699.0,46.67086,6,,"LINESTRING (-111.8851 33.40243,-111.8842 33.40025)",
,25b,881,9,,,255.8286241866613,1,699.0,46.67086,6,,"LINESTRING (-111.88413 33.40027,-111.88503 33.40245)",
,27a,9,2094,,,644.6990603904615,1,699.0,46.67086,6,,"LINESTRING (-111.88506 33.40241,-111.88485 33.40241,-111.88425 33.40242,-111.88422 33.40301,-111.88424 33.40368,-111.88431 33.40415,-111.88443 33.40483,-111.88461 33.40539,-111.8847 33.40566,-111.88494 33.40625,-111.88495 33.40628,-111.88498 33.40645,-111.88497 33.40658,-111.88496 33.40718,-111.88497 33.40747)",
,27b,2094,9,,,631.0586464843973,1,699.0,46.67086,6,,"LINESTRING (-111.88504 33.40747,-111.88504 33.40718,-111.88505 33.40658,-111.88505 33.40644,-111.88502 33.40627,-111.88501 33.40624,-111.88477 33.40564,-111.88468 33.40537,-111.8845 33.40481,-111.88438 33.40414,-111.88431 33.40368,-111.88429 33.40301,-111.88432 33.40248,-111.88486 33.40247,-111.88506 33.40247)",
,29a,9,2096,,,605.149101311172,1,699.0,46.67086,6,,"LINESTRING (-111.88506 33.40247,-111.88537 33.40249,-111.88594 33.40392,-111.88673 33.40587,-111.88687 33.4062,-111.88689 33.40627,-111.88693 33.40642,-111.88702 33.40693,-111.88708 33.40738,-111.88709 33.40746)",
,29b,2096,9,,,616.5231809494657,1,699.0,46.67086,6,,"LINESTRING (-111.88716 33.40746,-111.88716 33.40738,-111.88709 33.40692,-111.88701 33.4064,-111.88697 33.40626,-111.88695 33.40619,-111.8868 33.40585,-111.88601 33.4039,-111.88543 33.40242,-111.88507 33.40241)",
,31a,10,11,,,107.72510225654199,1,699.0,46.67086,6,,"LINESTRING (-111.88744 33.42024,-111.88628 33.42024)",
,31b,11,10,,,107.72510225654199,1,699.0,46.67086,6,,"LINESTRING (-111.88628 33.4203,-111.88744 33.4203)",
,33a,10,644,,,243.86756734029635,1,699.0,46.67086,6,,"LINESTRING (-111.88744 33.4203,-111.88851 33.42029,-111.89002 33.42028,-111.89006 33.42028)",
,33b,644,10,,,243.95982348977776,1,699.0,46.67086,6,,"LINESTRING (-111.89006 33.42022,-111.89002 33.42022,-111.88851 33.42023,-111.88744 33.42024)",
,35a,10,1552,,,93.63903598152596,1,699.0,46.67086,6,,"LINESTRING (-111.88747 33.42027,-111.88748 33.42005,-111.88748 33.41942)",
,35b,1552,10,,,93.64220280810298,1,699.0,46.67086,6,,"LINESTRING (-111.88741 33.41942,-111.8874 33.42005,-111.8874 33.42027)",
,37a,10,2491,,,99.59191384853489,1,699.0,46.67086,6,,"LINESTRING (-111.8874 33.42027,-111.8874 33.42044,-111.88739 33.42117)",
,37b,2491,10,,,99.69103010485554,1,699.0,46.67086,6,,"LINESTRING (-111.88747 33.42117,-111.88748 33.42044,-111.88747 33.42027)",
,39a,11,828,,,300.47126620075136,1,699.0,46.67086,6,,"LINESTRING (-111.88628 33.42024,-111.88305 33.42024)",
,39b,828,11,,,300.47126620075136,1,699.0,46.67086,6,,"LINESTRING (-111.88305 33.4203,-111.88628 33.4203)",
,43a,11,1844,,,101.09294833839161,1,699.0,46.67086,6,,"LINESTRING (-111.88632 33.42027,-111.88633 33.41936)",
,43b,1844,11,,,101.09294833839161,1,699.0,46.67086,6,,"LINESTRING (-111.88625 33.41936,-111.88624 33.42027)",
,45a,11,2492,,,99.41517745099799,1,699.0,46.67086,6,,"LINESTRING (-111.88624 33.42027,-111.88624 33.42117)",
,45b,2492,11,,,99.41517745099799,1,699.0,46.67086,6,,"LINESTRING (-111.88631 33.42117,-111.88632 33.42027)",
,47a,12,3221,,,105.8271288543572,1,699.0,40.2335,7,,"LINESTRING (-111.94058 33.38323,-111.93945 33.38324)",
,47b,3221,12,,,105.8271288543572,1,699.0,40.2335,7,,"LINESTRING (-111.93945 33.3833,-111.94058 33.38329)",
,49a,12,14,,,279.43026020036655,1,699.0,46.67086,7,,"LINESTRING (-111.94062 33.38326,-111.94061 33.38308,-111.9406 33.38259,-111.9406 33.3824,-111.9406 33.38208,-111.94059 33.38195,-111.94059 33.38179,-111.94059 33.38145,-111.94061 33.38096,-111.94066 33.38074)",
,49b,14,12,,,281.1202307240603,1,699.0,46.67086,7,,"LINESTRING (-111.94059 33.38073,-111.94054 33.38095,-111.94052 33.38145,-111.94052 33.38179,-111.94052 33.38195,-111.94052 33.38208,-111.94053 33.3824,-111.94053 33.38259,-111.94054 33.38308,-111.94055 33.38326)",
,51a,12,2221,,,405.00943037748664,1,699.0,40.2335,7,,"LINESTRING (-111.94058 33.38329,-111.94082 33.38329,-111.94106 33.38326,-111.94142 33.38313,-111.94175 33.38295,-111.94177 33.38293,-111.94181 33.38291,-111.94186 33.38287,-111.94198 33.38276,-111.94211 33.38258,-111.94215 33.38253,-111.94218 33.38248,-111.94228 33.38218,-111.94231 33.38209,-111.94231 33.38203,-111.94232 33.38183,-111.9423 33.38166,-111.94226 33.38151,-111.94213 33.38114,-111.94205 33.38093,-111.94191 33.38054)",
,51b,2221,12,,,392.0171602951073,1,699.0,40.2335,7,,"LINESTRING (-111.94184 33.38056,-111.94198 33.38095,-111.94205 33.38116,-111.94218 33.38152,-111.94222 33.38167,-111.94224 33.38184,-111.94223 33.38203,-111.94223 33.38208,-111.94221 33.38216,-111.94211 33.38246,-111.94208 33.3825,-111.94205 33.38254,-111.94192 33.38272,-111.94181 33.38282,-111.94176 33.38287,-111.94173 33.38288,-111.94171 33.38289,-111.94139 33.38307,-111.94104 33.3832,-111.94081 33.38322,-111.94058 33.38323)",
,53a,13,532,,,73.64829969134878,3,3597.0,64.3736,3,,"LINESTRING (-111.95301 33.42185,-111.95287 33.42185,-111.95282 33.42185,-111.9526 33.42185,-111.95233 33.42185,-111.95222 33.42185)",
,53b,532,13,,,73.56153844006315,3,3597.0,64.3736,3,,"LINESTRING (-111.95222 33.42198,-111.95233 33.42198,-111.9526 33.42198,-111.95282 33.42198,-111.95287 33.42198,-111.95301 33.42198)",
,55,13,1459,,,56.4888895341391,2,2398.0,64.3736,3,,"LINESTRING (-111.95301 33.42192,-111.95316 33.42196,-111.95349 33.42196,-111.9536 33.42192)",
,58a,14,2221,,,121.21978486012483,1,699.0,46.67086,7,,"LINESTRING (-111.94062 33.38077,-111.94087 33.38079,-111.94116 33.38078,-111.94148 33.38069,-111.94189 33.38058)",
,58b,2221,14,,,118.15957324227595,1,699.0,46.67086,7,,"LINESTRING (-111.94186 33.38052,-111.94146 33.38063,-111.94115 33.38072,-111.94087 33.38073,-111.94063 33.3807)",
,60a,14,2592,,,117.35511224494725,1,699.0,46.67086,7,,"LINESTRING (-111.94064 33.3807,-111.94043 33.38067,-111.94037 33.38065,-111.94028 33.38063,-111.93994 33.3806,-111.93954 33.38061,-111.93939 33.3806)",
,60b,2592,14,,,116.06641396435035,1,699.0,46.67086,7,,"LINESTRING (-111.93939 33.38067,-111.93954 33.38067,-111.93994 33.38066,-111.94026 33.38069,-111.94034 33.38071,-111.94041 33.38073,-111.94062 33.38077)",
,62a,15,908,,,156.12155789925808,1,699.0,46.67086,6,,"LINESTRING (-111.9413 33.42193,-111.94128 33.42132,-111.94128 33.42129,-111.94128 33.42123,-111.94128 33.4212,-111.94127 33.42057,-111.94127 33.42052)",
,62b,908,15,,,156.184583631179,1,699.0,46.67086,6,,"LINESTRING (-111.94119 33.42052,-111.94119 33.42057,-111.9412 33.4212,-111.9412 33.42123,-111.9412 33.42129,-111.94121 33.42133,-111.94122 33.42193)",
,64a,15,2174,,,105.03673889243717,3,3597.0,56.3269,3,,"LINESTRING (-111.94126 33.42199,-111.94175 33.42199,-111.94177 33.42199,-111.94229 33.42199,-111.94239 33.42199)",
,64b,2174,15,,,104.90650560832765,3,3597.0,56.3269,3,,"LINESTRING (-111.94239 33.42186,-111.94229 33.42187,-111.94177 33.42187,-111.94175 33.42187,-111.94126 33.42187)",
,66a,15,2556,,,109.26532389648102,3,3597.0,56.3269,3,,"LINESTRING (-111.94126 33.42187,-111.94075 33.42187,-111.9407 33.42187,-111.94057 33.42187,-111.94017 33.42187,-111.94009 33.42187)",
,66b,2556,15,,,110.27455954096556,3,3597.0,56.3269,3,,"LINESTRING (-111.94008 33.42199,-111.94017 33.422,-111.94057 33.422,-111.9407 33.422,-111.94075 33.422,-111.94126 33.42199)",
,68a,16,1375,,,113.58257718370803,1,799.0,46.67086,5,,"LINESTRING (-111.94307 33.4297,-111.94332 33.42959,-111.94341 33.42957,-111.94346 33.42956,-111.9435 33.42955,-111.94359 33.42954,-111.94389 33.42955,-111.94426 33.42955)",
,68b,1375,16,,,117.07616041217727,1,799.0,46.67086,5,,"LINESTRING (-111.94426 33.42948,-111.94389 33.42948,-111.94358 33.42948,-111.9435 33.42949,-111.94345 33.42949,-111.94339 33.42951,-111.9433 33.42953,-111.94304 33.42964)",
,70,16,2056,,,39.15740366713352,3,2997.0,62.76426,4,,"LINESTRING (-111.94306 33.42967,-111.94297 33.4296,-111.94292 33.42955,-111.94289 33.42952,-111.94287 33.42945,-111.94287 33.42937)",
,71a,17,2170,,,107.60952228228828,1,699.0,46.67086,6,,"LINESTRING (-111.94124 33.41908,-111.94178 33.41908,-111.94184 33.41908,-111.94239 33.41908)",
,71b,2170,17,,,107.53350977880999,1,699.0,46.67086,6,,"LINESTRING (-111.94239 33.41902,-111.94184 33.41902,-111.94178 33.41902,-111.94124 33.41902)",
,73a,17,2906,,,112.52508787447441,1,699.0,46.67086,6,,"LINESTRING (-111.94124 33.41902,-111.9406 33.41902,-111.94049 33.41902,-111.94046 33.41902,-111.94031 33.41902,-111.94011 33.41902,-111.94003 33.41902)",
,73b,2906,17,,,112.3896291131538,1,699.0,46.67086,6,,"LINESTRING (-111.94003 33.41909,-111.94011 33.41909,-111.94031 33.41909,-111.94046 33.41908,-111.94049 33.41908,-111.9406 33.41908,-111.94124 33.41908)",
,75a,17,18,,,158.83338741681337,1,699.0,46.67086,6,,"LINESTRING (-111.94128 33.41905,-111.94127 33.41898,-111.94127 33.41762)",
,75b,18,17,,,158.82741268691132,1,699.0,46.67086,6,,"LINESTRING (-111.94119 33.41762,-111.9412 33.41898,-111.9412 33.41905)",
,77a,17,910,,,155.04804107060176,1,699.0,46.67086,6,,"LINESTRING (-111.9412 33.41905,-111.94119 33.41913,-111.9412 33.42005,-111.94119 33.42039,-111.94119 33.42044)",
,77b,910,17,,,154.00790997211567,1,699.0,46.67086,6,,"LINESTRING (-111.94127 33.42045,-111.94127 33.42039,-111.94127 33.42005,-111.94126 33.41913,-111.94127 33.41906)",
,79a,18,20,,,156.9502075086681,1,699.0,46.67086,6,,"LINESTRING (-111.94127 33.41762,-111.94124 33.4162)",
,79b,20,18,,,156.9502075086681,1,699.0,46.67086,6,,"LINESTRING (-111.94117 33.4162,-111.94119 33.41762)",
,81a,18,2169,,,113.64894057166711,1,699.0,40.2335,6,,"LINESTRING (-111.94123 33.41765,-111.94183 33.41765,-111.94245 33.41765)",
,81b,2169,18,,,113.6711292306764,1,699.0,40.2335,6,,"LINESTRING (-111.94245 33.41759,-111.94183 33.41759,-111.94123 33.41759)",
,83a,18,2558,,,111.09241610469832,1,699.0,40.2335,6,,"LINESTRING (-111.94123 33.41759,-111.94059 33.41758,-111.94051 33.41759,-111.94004 33.41759)",
,83b,2558,18,,,110.9125956092077,1,699.0,40.2335,6,,"LINESTRING (-111.94004 33.41766,-111.94051 33.41765,-111.94059 33.41765,-111.94123 33.41765)",
,87a,19,2607,,,16.234761992283136,1,699.0,46.67086,6,,"LINESTRING (-111.89579 33.38663,-111.89568 33.38674)",
,87b,2607,19,,,16.234761992283136,1,699.0,46.67086,6,,"LINESTRING (-111.89574 33.38678,-111.89585 33.38667)",
,89a,20,21,,,161.83980232568985,1,699.0,46.67086,6,,"LINESTRING (-111.94124 33.4162,-111.94123 33.41474)",
,89b,21,20,,,161.83980232568985,1,699.0,46.67086,6,,"LINESTRING (-111.94115 33.41474,-111.94117 33.4162)",
,93a,20,2168,,,115.97374499051045,1,699.0,46.67086,6,,"LINESTRING (-111.94121 33.41624,-111.94182 33.41622,-111.94245 33.41622)",
,93b,2168,20,,,116.08044560761434,1,699.0,46.67086,6,,"LINESTRING (-111.94245 33.41616,-111.94182 33.41616,-111.9412 33.41617)",
,95a,20,2559,,,113.06423259714776,1,699.0,46.67086,6,,"LINESTRING (-111.94121 33.41617,-111.94058 33.41617,-111.93999 33.41617)",
,95b,2559,20,,,112.98015671824137,1,699.0,46.67086,6,,"LINESTRING (-111.93999 33.41624,-111.94058 33.41623,-111.9412 33.41624)",
,99a,21,2166,,,114.32046388736197,1,699.0,40.2335,6,,"LINESTRING (-111.94119 33.41478,-111.94182 33.41477,-111.94242 33.41476)",
,99b,2166,21,,,114.31728151824595,1,699.0,40.2335,6,,"LINESTRING (-111.94242 33.4147,-111.94182 33.4147,-111.94119 33.41471)",
,101a,21,3204,,,33.874058338859314,1,699.0,40.2335,6,,"LINESTRING (-111.94119 33.41471,-111.94098 33.41471,-111.94083 33.41471)",
,101b,3204,21,,,33.83221151098613,1,699.0,40.2335,6,,"LINESTRING (-111.94083 33.41478,-111.94098 33.41478,-111.94119 33.41478)",
,103a,22,2762,,,394.04920010587387,1,699.0,46.67086,7,,"LINESTRING (-111.8987 33.4257,-111.8987 33.42605,-111.8987 33.42627,-111.8987 33.42629,-111.8987 33.42647,-111.89871 33.42685,-111.89871 33.42704,-111.89871 33.42739,-111.89871 33.42753,-111.89871 33.4277,-111.89871 33.4278,-111.89871 33.42826,-111.89872 33.42844,-111.89872 33.4287,-111.89872 33.42899,-111.89872 33.42926)",
,103b,2762,22,,,394.1256832346678,1,699.0,46.67086,7,,"LINESTRING (-111.8988 33.42926,-111.8988 33.42899,-111.89879 33.4287,-111.89879 33.42844,-111.89879 33.42826,-111.89879 33.4278,-111.89879 33.4277,-111.89879 33.42753,-111.89878 33.42739,-111.89878 33.42704,-111.89878 33.42685,-111.89878 33.42647,-111.89878 33.42629,-111.89878 33.42627,-111.89878 33.42605,-111.89877 33.4257)",
,105a,22,23,,,158.81285059629045,1,699.0,46.67086,7,,"LINESTRING (-111.89874 33.42567,-111.89835 33.42567,-111.89801 33.42567,-111.89785 33.42567,-111.89778 33.42567,-111.89703 33.42567)",
,105b,23,22,,,158.7752758158793,1,699.0,46.67086,7,,"LINESTRING (-111.89703 33.42573,-111.89778 33.42573,-111.89785 33.42573,-111.89801 33.42573,-111.89835 33.42573,-111.89874 33.42573)",
,107a,22,1498,,,159.1298633145873,1,699.0,46.67086,7,,"LINESTRING (-111.89874 33.42573,-111.8989 33.42573,-111.8993 33.42573,-111.89943 33.42573,-111.89995 33.42573,-111.90045 33.42573)",
,107b,1498,22,,,159.12788047294146,1,699.0,46.67086,7,,"LINESTRING (-111.90045 33.42566,-111.89995 33.42567,-111.89943 33.42567,-111.8993 33.42567,-111.8989 33.42567,-111.89874 33.42567)",
,109a,23,1559,,,397.2490795249819,1,699.0,46.67086,7,,"LINESTRING (-111.89699 33.4257,-111.89699 33.4259,-111.89699 33.42601,-111.89699 33.42618,-111.89699 33.42626,-111.89699 33.42641,-111.89699 33.42658,-111.89699 33.42674,-111.89699 33.42685,-111.89699 33.42699,-111.89699 33.42719,-111.89699 33.42727,-111.89699 33.4274,-111.89699 33.42755,-111.897 33.42787,-111.897 33.42815,-111.897 33.4284,-111.897 33.42849,-111.897 33.42885,-111.897 33.42887,-111.897 33.429,-111.897 33.42902,-111.897 33.42928)",
,109b,1559,23,,,397.25549368166304,1,699.0,46.67086,7,,"LINESTRING (-111.89707 33.42928,-111.89707 33.42901,-111.89707 33.42899,-111.89707 33.42887,-111.89707 33.42885,-111.89707 33.42849,-111.89707 33.4284,-111.89707 33.42815,-111.89707 33.42787,-111.89707 33.42755,-111.89707 33.4274,-111.89707 33.42727,-111.89707 33.42719,-111.89707 33.42699,-111.89707 33.42685,-111.89707 33.42674,-111.89707 33.42658,-111.89707 33.42641,-111.89707 33.42626,-111.89707 33.42618,-111.89707 33.42601,-111.89707 33.4259,-111.89707 33.4257)",
,113a,23,927,,,112.62472766394511,1,699.0,46.67086,7,,"LINESTRING (-111.89707 33.4257,-111.89707 33.42532,-111.89708 33.425,-111.89715 33.42477,-111.89717 33.42469)",
,113b,927,23,,,114.28258612035748,1,699.0,46.67086,7,,"LINESTRING (-111.8971 33.42468,-111.89707 33.42475,-111.897 33.42499,-111.897 33.42531,-111.89699 33.4257)",
,115a,23,24,,,158.6260678116849,1,699.0,46.67086,7,,"LINESTRING (-111.89703 33.42567,-111.89678 33.42567,-111.89649 33.42566,-111.89634 33.42566,-111.89589 33.42566,-111.89576 33.42566,-111.89532 33.42566)",
,115b,24,23,,,158.62577169976765,1,699.0,46.67086,7,,"LINESTRING (-111.89532 33.42573,-111.89576 33.42573,-111.89589 33.42573,-111.89634 33.42573,-111.89649 33.42573,-111.89678 33.42573,-111.89703 33.42573)",
,117a,24,2764,,,399.07403244009174,1,699.0,46.67086,7,,"LINESTRING (-111.89529 33.42569,-111.89529 33.42589,-111.89529 33.42626,-111.89529 33.42642,-111.89529 33.42644,-111.89529 33.42711,-111.89529 33.42715,-111.89529 33.42725,-111.89529 33.42744,-111.89529 33.42773,-111.89529 33.4281,-111.89529 33.42829,-111.89529 33.42849,-111.89529 33.42878,-111.89529 33.42887,-111.89529 33.42929)",
,117b,2764,24,,,399.0859445767521,1,699.0,46.67086,7,,"LINESTRING (-111.89537 33.42929,-111.89537 33.42887,-111.89537 33.42878,-111.89537 33.42849,-111.89537 33.42829,-111.89537 33.4281,-111.89536 33.42773,-111.89536 33.42744,-111.89536 33.42725,-111.89536 33.42715,-111.89536 33.42711,-111.89536 33.42644,-111.89536 33.42642,-111.89536 33.42626,-111.89536 33.42589,-111.89536 33.42569)",
,119a,24,26,,,162.7795145281835,1,699.0,46.67086,7,,"LINESTRING (-111.89532 33.42566,-111.89479 33.42566,-111.8945 33.42566,-111.8941 33.42566,-111.89387 33.42566,-111.89372 33.42566,-111.89357 33.42566)",
,119b,26,24,,,162.7833695093184,1,699.0,46.67086,7,,"LINESTRING (-111.89357 33.42572,-111.89372 33.42572,-111.89387 33.42572,-111.8941 33.42572,-111.8945 33.42572,-111.89479 33.42573,-111.89532 33.42573)",
,123a,25,3022,,,72.86929471540876,1,699.0,46.67086,6,,"LINESTRING (-111.92173 33.40412,-111.92169 33.40409,-111.92165 33.40405,-111.92163 33.40402,-111.92161 33.40399,-111.92159 33.40396,-111.92159 33.40393,-111.92158 33.40389,-111.92158 33.40386,-111.92157 33.40382,-111.92157 33.40359,-111.92157 33.40354,-111.92157 33.4035)",
,123b,3022,25,,,78.11248497134935,1,699.0,46.67086,6,,"LINESTRING (-111.92149 33.4035,-111.9215 33.40355,-111.9215 33.40359,-111.9215 33.40382,-111.9215 33.40386,-111.9215 33.4039,-111.92151 33.40394,-111.92152 33.40398,-111.92154 33.40402,-111.92156 33.40405,-111.92159 33.40409,-111.92163 33.40413,-111.92168 33.40416)",
,125a,25,3018,,,61.40032522747059,1,699.0,46.67086,6,,"LINESTRING (-111.92168 33.40417,-111.92173 33.4042,-111.9218 33.40423,-111.92191 33.40429,-111.922 33.40434,-111.92208 33.40438,-111.92216 33.40443,-111.92223 33.40448)",
,125b,3018,25,,,61.967980258757215,1,699.0,46.67086,6,,"LINESTRING (-111.92227 33.40443,-111.9222 33.40438,-111.92213 33.40433,-111.92205 33.40428,-111.92195 33.40424,-111.92184 33.40418,-111.92178 33.40415,-111.92172 33.40412)",
,127a,25,35,,,72.07171257027376,1,699.0,46.67086,6,,"LINESTRING (-111.92168 33.40412,-111.9216 33.40419,-111.92156 33.40422,-111.92151 33.40425,-111.92146 33.40427,-111.9214 33.40429,-111.921 33.40441)",
,127b,35,25,,,75.47153978201602,1,699.0,46.67086,6,,"LINESTRING (-111.92102 33.40447,-111.92142 33.40435,-111.92149 33.40433,-111.92155 33.4043,-111.9216 33.40427,-111.92165 33.40423,-111.92173 33.40416)",
,129a,26,2767,,,399.3334145563839,1,699.0,46.67086,7,,"LINESTRING (-111.89353 33.42569,-111.89354 33.42593,-111.89354 33.42615,-111.89354 33.4263,-111.89354 33.42633,-111.89354 33.42644,-111.89355 33.42674,-111.89355 33.42702,-111.89355 33.42729,-111.89356 33.42743,-111.89356 33.42755,-111.89356 33.42769,-111.89356 33.42801,-111.89356 33.42807,-111.89356 33.42812,-111.89358 33.42929)",
,129b,2767,26,,,399.33338592660084,1,699.0,46.67086,7,,"LINESTRING (-111.89365 33.42929,-111.89364 33.42812,-111.89364 33.42807,-111.89364 33.42801,-111.89363 33.42769,-111.89363 33.42755,-111.89363 33.42743,-111.89363 33.42729,-111.89363 33.42702,-111.89362 33.42674,-111.89362 33.42644,-111.89362 33.42633,-111.89362 33.4263,-111.89362 33.42615,-111.89361 33.42593,-111.89361 33.42569)",
,133a,26,28,,,155.0095274455615,1,699.0,46.67086,7,,"LINESTRING (-111.89357 33.42566,-111.89338 33.42566,-111.89317 33.42566,-111.89264 33.42566,-111.89258 33.42566,-111.8924 33.42566,-111.8919 33.42566)",
,133b,28,26,,,155.00965897222497,1,699.0,46.67086,7,,"LINESTRING (-111.8919 33.42572,-111.8924 33.42572,-111.89258 33.42572,-111.89264 33.42572,-111.89317 33.42572,-111.89338 33.42572,-111.89357 33.42572)",
,135a,27,2643,,,362.4476387454117,1,699.0,46.67086,7,,"LINESTRING (-111.96079 33.4062,-111.96019 33.40619,-111.95999 33.40619,-111.95965 33.40619,-111.95962 33.40619,-111.95943 33.40619,-111.95912 33.40619,-111.95891 33.40619,-111.95867 33.40619,-111.95836 33.40619,-111.95835 33.40674,-111.95834 33.40717,-111.95833 33.40742)",
,135b,2643,27,,,348.6524320527905,1,699.0,46.67086,7,,"LINESTRING (-111.95841 33.40742,-111.95841 33.40717,-111.95842 33.40674,-111.95843 33.40625,-111.95867 33.40625,-111.95891 33.40625,-111.95912 33.40625,-111.95943 33.40625,-111.95962 33.40626,-111.95965 33.40626,-111.95999 33.40626,-111.96019 33.40626,-111.96079 33.40626)",
,137a,27,2644,,,133.4358934911805,3,2997.0,64.3736,4,,"LINESTRING (-111.96072 33.40623,-111.96072 33.40666,-111.96072 33.40674,-111.96072 33.40683,-111.96072 33.40725,-111.96072 33.40743)",
,137b,2644,27,,,133.44408378933468,3,2997.0,64.3736,4,,"LINESTRING (-111.96087 33.40743,-111.96087 33.40725,-111.96087 33.40683,-111.96087 33.40674,-111.96087 33.40666,-111.96087 33.40623)",
,139a,27,2728,,,73.63734681284409,3,2997.0,64.3736,4,,"LINESTRING (-111.96087 33.40623,-111.96087 33.40564,-111.96087 33.40556)",
,139b,2728,27,,,74.13632857293192,3,2997.0,64.3736,4,,"LINESTRING (-111.96072 33.40556,-111.96072 33.40564,-111.96072 33.40623)",
,143,28,1759,,,170.7680525825502,2,1998.0,62.76426,4,,"LINESTRING (-111.8919 33.42569,-111.89191 33.42506,-111.89192 33.42415)",
,144a,29,1633,,,54.990337092838246,1,699.0,46.67086,6,,"LINESTRING (-111.95139 33.41382,-111.95139 33.41432)",
,144b,1633,29,,,54.990337092838246,1,699.0,46.67086,6,,"LINESTRING (-111.95147 33.41432,-111.95147 33.41382)",
,146a,29,3211,,,82.9175917060699,1,699.0,46.67086,6,,"LINESTRING (-111.95143 33.41379,-111.95054 33.41379)",
,146b,3211,29,,,82.9175917060699,1,699.0,46.67086,6,,"LINESTRING (-111.95054 33.41385,-111.95143 33.41386)",
,148a,29,3208,,,69.99366839528302,1,699.0,46.67086,6,,"LINESTRING (-111.95143 33.41386,-111.95218 33.41386)",
