name,link_id,from_node_id,to_node_id,link_key,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry
South Roosevelt Road,8792b,2099,1951,2099 1951,1,0.224259532,1,29,699,residential,6,"LINESTRING (-111.8832351 33.4074771, -111.8832339 33.4073879, -111.8832324 33.4072847, -111.883227 33.4069254, -111.8832218 33.4065738, -111.8832202 33.4063831, -111.8832194 33.40629, -111.8832049 33.4052463, -111.8831965 33.4046389, -111.8831962 33.4046022, -111.8831949 33.4044562, -111.883193 33.4042317)"
West Catalina Avenue,8794a,1952,3117,1952 3117,1,0.067334904,1,29,699,residential,6,"LINESTRING (-111.883193 33.4034435, -111.8820257 33.4034507)"
West Catalina Avenue,8794b,3117,1952,3117 1952,1,0.067334904,1,29,699,residential,6,"LINESTRING (-111.8820257 33.4034507, -111.883193 33.4034435)"
South Roosevelt Road,8796a,1952,1954,1952 1954,1,0.05445701,1,29,699,residential,6,"LINESTRING (-111.883193 33.4034435, -111.8831972 33.4030525, -111.883198 33.4029826, -111.8832015 33.4026554)"
South Roosevelt Road,8796b,1954,1952,1954 1952,1,0.05445701,1,29,699,residential,6,"LINESTRING (-111.8832015 33.4026554, -111.883198 33.4029826, -111.8831972 33.4030525, -111.883193 33.4034435)"
East Don Carlos Avenue,8806a,1955,1997,1955 1997,1,0.175489574,1,29,699,residential,6,"LINESTRING (-111.9177396 33.4176616, -111.9146968 33.4176543)"
East Don Carlos Avenue,8806b,1997,1955,1997 1955,1,0.175489574,1,29,699,residential,6,"LINESTRING (-111.9146968 33.4176543, -111.9177396 33.4176616)"
South Dorsey Lane,8808a,1955,2699,1955 2699,1,0.068418626,1,25,799,tertiary,5,"LINESTRING (-111.9177396 33.4176616, -111.9177421 33.4175136, -111.9177371 33.4172259, -111.9177348 33.4170915, -111.917732 33.4169334, -111.9177293 33.4166715)"
South Dorsey Lane,8808b,2699,1955,2699 1955,1,0.068418626,1,25,799,tertiary,5,"LINESTRING (-111.9177293 33.4166715, -111.917732 33.4169334, -111.9177348 33.4170915, -111.9177371 33.4172259, -111.9177421 33.4175136, -111.9177396 33.4176616)"
West Fremont Drive,8826a,1959,1960,1959 1960,1,0.052493386,1,29,699,residential,6,"LINESTRING (-111.9564469 33.3815345, -111.9560296 33.3815345, -111.9555371 33.3815345)"
West Fremont Drive,8826b,1960,1959,1960 1959,1,0.052493386,1,29,699,residential,6,"LINESTRING (-111.9555371 33.3815345, -111.9560296 33.3815345, -111.9564469 33.3815345)"
South Beck Avenue,8828a,1959,2589,1959 2589,1,0.024894527,1,29,699,residential,6,"LINESTRING (-111.9564469 33.3815345, -111.9564306 33.3818748, -111.9564297 33.3818945)"
South Beck Avenue,8828b,2589,1959,2589 1959,1,0.024894527,1,29,699,residential,6,"LINESTRING (-111.9564297 33.3818945, -111.9564306 33.3818748, -111.9564469 33.3815345)"
South Roberts Road,8830a,1960,3182,1960 3182,1,0.040610976,1,29,699,residential,6,"LINESTRING (-111.9555371 33.3815345, -111.9555457 33.3809468)"
South Roberts Road,8830b,3182,1960,3182 1960,1,0.040610976,1,29,699,residential,6,"LINESTRING (-111.9555457 33.3809468, -111.9555371 33.3815345)"
North Priest Drive,8840,1964,3317,1964 3317,1,0.383886628,3,40,2997,secondary,4,"LINESTRING (-111.9611558 33.4315951, -111.9610904 33.4317083, -111.9611046 33.4319447, -111.9611227 33.4326147, -111.9611078 33.4334197, -111.9610898 33.4339035, -111.9610251 33.4346833, -111.9609688 33.4352869, -111.9608207 33.436604, -111.9608056 33.4367383, -111.9607858 33.4370387, -111.9607847 33.4371271)"
South 42nd Street,8843,1965,737,1965 737,1,0.091760274,2,29,1398,others,7,"LINESTRING (-111.9875914 33.4331753, -111.9875956 33.4335456, -111.9876108 33.4340216, -111.9876591 33.4343548, -111.9876701 33.4345004)"
West Washington Street,8844,1966,343,1966 343,1,0.010900599,2,39,2398,primary,3,"LINESTRING (-111.9486655 33.4393748, -111.9488377 33.4394399)"
West Center Parkway,8845,1966,354,1966 354,1,0.04793666,1,29,699,residential,6,"LINESTRING (-111.9486655 33.4393748, -111.948614 33.4394657, -111.9484006 33.4398446, -111.9483242 33.4400071)"
West Washington Street,8850,1967,318,1967 318,1,0.220540453,4,39,4796,primary,3,"LINESTRING (-111.950841 33.4399671, -111.9510014 33.439995, -111.9518621 33.4401434, -111.9518992 33.4401509, -111.9530229 33.4403763, -111.9534838 33.4404736, -111.954006 33.4405879, -111.9542465 33.4406601, -111.9544404 33.4407386, -111.9545285 33.4407814)"
Price Freeway,8851,1968,1875,1968 1875,1,0.362654633,4,65,7196,motorway,1,"LINESTRING (-111.8913113 33.3850202, -111.8913176 33.384865, -111.8913281 33.3846107, -111.8913423 33.3843901, -111.8913634 33.3842132, -111.8913893 33.3840381, -111.8914305 33.3838178, -111.8914713 33.3835949, -111.8915103 33.3834337, -111.8916062 33.3830676, -111.8917137 33.3827369, -111.8918242 33.3824488, -111.891937 33.3821772, -111.8921668 33.3816645, -111.8923831 33.3811779, -111.8925643 33.3807751, -111.8926816 33.3805025, -111.8928901 33.3799735)"
West Washington Street,8852,1969,1971,1969 1971,1,0.20922538,3,39,3597,primary,3,"LINESTRING (-111.9565694 33.4427481, -111.9566581 33.4428486, -111.9569682 33.4432087, -111.9572143 33.4435084, -111.9573585 33.4436768, -111.957361 33.4436798, -111.9575606 33.4439129, -111.957843 33.444184, -111.958038 33.4443354, -111.9582557 33.4444862, -111.9583797 33.4445673, -111.9584376 33.4446051, -111.9586901 33.4447476, -111.9590373 33.4449151)"
North Priest Drive,8853,1969,1929,1969 1929,1,0.014479241,3,39,2997,secondary,4,"LINESTRING (-111.9565694 33.4427481, -111.9566347 33.4427073, -111.9566984 33.4426676, -111.9567706 33.4426227)"
West Washington Street,8856,1971,3227,1971 3227,1,0.119871167,4,39,4796,primary,3,"LINESTRING (-111.9590373 33.4449151, -111.959405 33.445061, -111.959743 33.4451692, -111.9599913 33.4452267, -111.9600706 33.445245, -111.9602522 33.4452693, -111.9605641 33.4453111, -111.9608879 33.4453556, -111.9610281 33.4453743)"
North Mill Avenue,8857,1972,2933,1972 2933,1,0.010433927,2,45,2398,primary,3,"LINESTRING (-111.9432699 33.4375621, -111.9433133 33.4377087)"
East Curry Road,8858,1972,1976,1972 1976,1,0.109042029,2,40,2398,primary,3,"LINESTRING (-111.9432699 33.4375621, -111.9431383 33.4376228, -111.9423648 33.4379146, -111.9415583 33.4382324)"
nan,8859,1973,2356,1973 2356,1,0.486290241,3,45,5397,motorway,1,"LINESTRING (-111.9821904 33.4364785, -111.9820231 33.4363927, -111.9817814 33.4363208, -111.9814639 33.4362491, -111.9810776 33.436242, -111.9806385 33.4362823, -111.9777236 33.4366443, -111.9749641 33.4369671, -111.9738858 33.4371008)"
nan,8860,1973,727,1973 727,1,0.306062492,1,35,1799,motorway,1,"LINESTRING (-111.9821904 33.4364785, -111.9819565 33.4363232, -111.9814961 33.4361644, -111.9811911 33.4361178, -111.9809074 33.4360961, -111.9804568 33.4360961, -111.9799901 33.4361185, -111.979797 33.4361095, -111.9796575 33.4360782, -111.9795019 33.4359932, -111.9793463 33.4358409, -111.9792122 33.4355903, -111.9791049 33.4353261, -111.9789172 33.4347845, -111.9788657 33.4345995, -111.9787356 33.4340529)"
West 5th Street,8863,1974,1975,1974 1975,1,0.044211367,1,29,699,residential,6,"LINESTRING (-111.951599 33.4254947, -111.9514495 33.4254643, -111.9513549 33.4254572, -111.9512036 33.4254557, -111.9510385 33.4254572, -111.9509594 33.4254658, -111.9508417 33.4254913)"
West 5th Street,8866,1975,1974,1975 1974,1,0.044118157,1,29,699,residential,6,"LINESTRING (-111.9508417 33.4254913, -111.9509588 33.425513, -111.9510441 33.4255247, -111.9512477 33.4255247, -111.9513941 33.4255258, -111.951492 33.4255162, -111.951599 33.4254947)"
East Curry Road,8871,1976,766,1976 766,1,0.641509747,3,40,3597,primary,3,"LINESTRING (-111.9415583 33.4382324, -111.9409219 33.4384769, -111.9403199 33.4386857, -111.9400097 33.4387735, -111.9397248 33.4388446, -111.9393392 33.4389208, -111.9390099 33.4389705, -111.9384378 33.4390289, -111.9377908 33.4390834, -111.9375487 33.4391105, -111.9374117 33.4391396, -111.9372843 33.4391661, -111.9371022 33.4392237, -111.9368452 33.4393251, -111.9366131 33.4394317, -111.9361063 33.4397195, -111.9359512 33.4397968, -111.9357178 33.4398985, -111.9354723 33.4399755, -111.9352387 33.440031, -111.9350704 33.4400617, -111.9348545 33.4400883, -111.9344973 33.440107, -111.933425 33.4401195, -111.9315839 33.4401575, -111.9309796 33.44017, -111.9308798 33.4401827)"
North Priest Drive,8872,1977,374,1977 374,1,0.21510631,4,39,3996,secondary,4,"LINESTRING (-111.9584186 33.4416504, -111.9593235 33.4411237, -111.9595935 33.4409677, -111.9598646 33.4407881, -111.9599938 33.4406902, -111.9601358 33.440564, -111.9602923 33.4403996, -111.9604445 33.4402258, -111.9605062 33.4401333, -111.9606002 33.4399745, -111.9606958 33.4398007, -111.9607746 33.4396316, -111.9608381 33.4394222, -111.9608409 33.4394084)"
nan,8873a,1978,1984,1978 1984,1,0.004643101,1,29,699,residential,6,"LINESTRING (-111.9866835 33.382065, -111.986683 33.3821322)"
nan,8873b,1984,1978,1984 1978,1,0.004643101,1,29,699,residential,6,"LINESTRING (-111.986683 33.3821322, -111.9866835 33.382065)"
South Kenneth Place,8879a,1980,2085,1980 2085,1,0.042061945,1,29,699,residential,6,"LINESTRING (-111.9179723 33.3797809, -111.9179743 33.3801954, -111.9180203 33.3803858)"
South Kenneth Place,8879b,2085,1980,2085 1980,1,0.042061945,1,29,699,residential,6,"LINESTRING (-111.9180203 33.3803858, -111.9179743 33.3801954, -111.9179723 33.3797809)"
East Dunbar Drive,8881a,1980,3053,1980 3053,1,0.04134547,1,29,699,residential,6,"LINESTRING (-111.9179723 33.3797809, -111.9181192 33.3797702, -111.9186883 33.3797741)"
East Dunbar Drive,8881b,3053,1980,3053 1980,1,0.04134547,1,29,699,residential,6,"LINESTRING (-111.9186883 33.3797741, -111.9181192 33.3797702, -111.9179723 33.3797809)"
East Carter Drive,8883a,1981,3269,1981 3269,1,0.026274035,1,29,699,residential,6,"LINESTRING (-111.9865929 33.3826968, -111.9863879 33.3826038, -111.9863304 33.3825777, -111.9861759 33.3825562)"
East Carter Drive,8883b,3269,1981,3269 1981,1,0.026274035,1,29,699,residential,6,"LINESTRING (-111.9861759 33.3825562, -111.9863304 33.3825777, -111.9863879 33.3826038, -111.9865929 33.3826968)"
East Carter Drive,8885a,1981,3267,1981 3267,1,0.021047439,1,29,699,residential,6,"LINESTRING (-111.9865929 33.3826968, -111.9867252 33.3827569, -111.9869325 33.3828019)"
East Carter Drive,8885b,3267,1981,3267 1981,1,0.021047439,1,29,699,residential,6,"LINESTRING (-111.9869325 33.3828019, -111.9867252 33.3827569, -111.9865929 33.3826968)"
nan,8887a,1981,1984,1981 1984,1,0.039928057,1,29,699,residential,6,"LINESTRING (-111.9865929 33.3826968, -111.9866513 33.3825891, -111.9866808 33.3824794, -111.986683 33.3821322)"
nan,8887b,1984,1981,1984 1981,1,0.039928057,1,29,699,residential,6,"LINESTRING (-111.986683 33.3821322, -111.9866808 33.3824794, -111.9866513 33.3825891, -111.9865929 33.3826968)"
nan,8889a,1982,1984,1982 1984,1,0.017580649,1,29,699,residential,6,"LINESTRING (-111.9869877 33.38213, -111.986683 33.3821322)"
nan,8889b,1984,1982,1984 1982,1,0.017580649,1,29,699,residential,6,"LINESTRING (-111.986683 33.3821322, -111.9869877 33.38213)"
South 44th Street,8891a,1982,3267,1982 3267,1,0.046631099,1,29,799,tertiary,5,"LINESTRING (-111.9869877 33.38213, -111.9869804 33.3825302, -111.9869325 33.3828019)"
South 44th Street,8891b,3267,1982,3267 1982,1,0.046631099,1,29,799,tertiary,5,"LINESTRING (-111.9869325 33.3828019, -111.9869804 33.3825302, -111.9869877 33.38213)"
West 6th Street,8895a,1983,2108,1983 2108,1,0.101475241,1,25,699,residential,6,"LINESTRING (-111.9566509 33.4247657, -111.9567454 33.424765, -111.9573905 33.4247672, -111.9575124 33.424759, -111.9576926 33.4247297, -111.9577914 33.4247029, -111.9578757 33.4246691, -111.9579502 33.4246377, -111.9580096 33.4246172, -111.9580882 33.4246013, -111.9581716 33.4246012, -111.9583763 33.4246007)"
West 6th Street,8895b,2108,1983,2108 1983,1,0.101475241,1,25,699,residential,6,"LINESTRING (-111.9583763 33.4246007, -111.9581716 33.4246012, -111.9580882 33.4246013, -111.9580096 33.4246172, -111.9579502 33.4246377, -111.9578757 33.4246691, -111.9577914 33.4247029, -111.9576926 33.4247297, -111.9575124 33.424759, -111.9573905 33.4247672, -111.9567454 33.424765, -111.9566509 33.4247657)"
South Beck Avenue,8897a,1983,2971,1983 2971,1,0.04958772,1,25,699,residential,6,"LINESTRING (-111.9566509 33.4247657, -111.956639 33.4243789, -111.9566384 33.4241976, -111.9566345 33.4240482)"
South Beck Avenue,8897b,2971,1983,2971 1983,1,0.04958772,1,25,699,residential,6,"LINESTRING (-111.9566345 33.4240482, -111.9566384 33.4241976, -111.956639 33.4243789, -111.9566509 33.4247657)"
Joshua Tree,8907a,1985,2425,1985 2425,1,0.099625955,1,29,699,residential,6,"LINESTRING (-111.9708678 33.388677, -111.970473 33.3887487, -111.9703013 33.38872, -111.9702069 33.388634, -111.9699323 33.3878242)"
Joshua Tree,8907b,2425,1985,2425 1985,1,0.099625955,1,29,699,residential,6,"LINESTRING (-111.9699323 33.3878242, -111.9702069 33.388634, -111.9703013 33.38872, -111.970473 33.3887487, -111.9708678 33.388677)"
Joshua Tree,8909a,1985,2219,1985 2219,1,0.121032564,1,29,699,residential,6,"LINESTRING (-111.9708678 33.388677, -111.9712283 33.3886412, -111.9729621 33.388591)"
Joshua Tree,8909b,2219,1985,2219 1985,1,0.121032564,1,29,699,residential,6,"LINESTRING (-111.9729621 33.388591, -111.9712283 33.3886412, -111.9708678 33.388677)"
Tamarisk,8911a,1985,2413,1985 2413,1,0.161860408,1,29,699,residential,6,"LINESTRING (-111.9708678 33.388677, -111.9707477 33.3884692, -111.9707305 33.3882972, -111.9707562 33.3882183, -111.9708678 33.3881825, -111.9729707 33.3881037)"
Tamarisk,8911b,2413,1985,2413 1985,1,0.161860408,1,29,699,residential,6,"LINESTRING (-111.9729707 33.3881037, -111.9708678 33.3881825, -111.9707562 33.3882183, -111.9707305 33.3882972, -111.9707477 33.3884692, -111.9708678 33.388677)"
West 5th Street,8913a,1986,2965,1986 2965,1,0.064738695,1,25,699,residential,6,"LINESTRING (-111.9461625 33.4254747, -111.9472851 33.4254767)"
West 5th Street,8913b,2965,1986,2965 1986,1,0.064738695,1,25,699,residential,6,"LINESTRING (-111.9472851 33.4254767, -111.9461625 33.4254747)"
West 5th Street,8915,1986,814,1986 814,1,0.022643195,1,29,699,residential,6,"LINESTRING (-111.9461625 33.4254747, -111.9461007 33.4254606, -111.9459789 33.4254594, -111.945773 33.4254752)"
South Minton Drive,8918a,1988,1989,1988 1989,1,0.008968666,1,25,699,residential,6,"LINESTRING (-111.9055122 33.3816854, -111.905495 33.3815564)"
South Minton Drive,8918b,1989,1988,1989 1988,1,0.008968666,1,25,699,residential,6,"LINESTRING (-111.905495 33.3815564, -111.9055122 33.3816854)"
East Vista del Cerro Drive,8928a,1990,1991,1990 1991,1,0.332946741,1,25,699,residential,6,"LINESTRING (-111.9392768 33.408668, -111.9391792 33.4091143, -111.9391711 33.4091754, -111.9390931 33.4101435, -111.9390073 33.4102725, -111.9388614 33.4103441, -111.9376168 33.4103728, -111.9364495 33.4103513, -111.9362693 33.4103226, -111.9361406 33.4102295, -111.9360805 33.4100862, -111.9360637 33.4099438, -111.9360118 33.4095058)"
East Vista del Cerro Drive,8928b,1991,1990,1991 1990,1,0.332946741,1,25,699,residential,6,"LINESTRING (-111.9360118 33.4095058, -111.9360637 33.4099438, -111.9360805 33.4100862, -111.9361406 33.4102295, -111.9362693 33.4103226, -111.9364495 33.4103513, -111.9376168 33.4103728, -111.9388614 33.4103441, -111.9390073 33.4102725, -111.9390931 33.4101435, -111.9391711 33.4091754, -111.9391792 33.4091143, -111.9392768 33.408668)"
East Encanto Drive,8938a,1991,2155,1991 2155,1,0.042936876,1,25,699,residential,6,"LINESTRING (-111.9360118 33.4095058, -111.9354981 33.4095498, -111.9352728 33.4095791)"
East Encanto Drive,8938b,2155,1991,2155 1991,1,0.042936876,1,25,699,residential,6,"LINESTRING (-111.9352728 33.4095791, -111.9354981 33.4095498, -111.9360118 33.4095058)"
South Ventura Drive,8940a,1992,2409,1992 2409,1,0.257429864,1,29,699,residential,6,"LINESTRING (-111.926512 33.4104588, -111.9296969 33.4104461, -111.9301254 33.4104444, -111.9301168 33.4097351)"
South Ventura Drive,8940b,2409,1992,2409 1992,1,0.257429864,1,29,699,residential,6,"LINESTRING (-111.9301168 33.4097351, -111.9301254 33.4104444, -111.9296969 33.4104461, -111.926512 33.4104588)"
West Center Parkway,8942,1993,794,1993 794,1,0.111975037,4,29,3196,tertiary,5,"LINESTRING (-111.9511044 33.4440135, -111.9512759 33.4440729, -111.951785 33.4442189, -111.95214 33.4442833, -111.9524611 33.4443334, -111.9525673 33.4443461, -111.9529839 33.444396)"
South Gary Drive,8945a,1994,1997,1994 1997,1,0.049349102,1,29,699,residential,6,"LINESTRING (-111.9146941 33.4183685, -111.9146954 33.4180159, -111.9146968 33.4176543)"
South Gary Drive,8945b,1997,1994,1997 1994,1,0.049349102,1,29,699,residential,6,"LINESTRING (-111.9146968 33.4176543, -111.9146954 33.4180159, -111.9146941 33.4183685)"
South Gary Drive,8947a,1994,2164,1994 2164,1,0.0742573,1,29,699,residential,6,"LINESTRING (-111.9146941 33.4183685, -111.9146996 33.4187342, -111.9147013 33.4188502, -111.9147102 33.4194431)"
South Gary Drive,8947b,2164,1994,2164 1994,1,0.0742573,1,29,699,residential,6,"LINESTRING (-111.9147102 33.4194431, -111.9147013 33.4188502, -111.9146996 33.4187342, -111.9146941 33.4183685)"
nan,8953,1995,3016,1995 3016,1,0.025330128,1,29,699,others,7,"LINESTRING (-111.9849373 33.4354144, -111.9849945 33.4353966, -111.9852644 33.4353121, -111.9853356 33.4352662)"
Casa Grande,8954a,1996,2210,1996 2210,1,0.00486929,1,29,699,residential,6,"LINESTRING (-111.972273 33.3920996, -111.9721886 33.3920992)"
Casa Grande,8954b,2210,1996,2210 1996,1,0.00486929,1,29,699,residential,6,"LINESTRING (-111.9721886 33.3920992, -111.972273 33.3920996)"
Casa Grande,8958,1996,2211,1996 2211,1,0.068846149,1,25,699,residential,6,"LINESTRING (-111.972273 33.3920996, -111.9722719 33.3920255, -111.972263 33.391581, -111.9722988 33.3912047, -111.9722754 33.3911064)"
Superstition Freeway,8965,1998,2511,1998 2511,1,0.569285668,6,65,10794,motorway,1,"LINESTRING (-111.955124 33.3855488, -111.9538068 33.3854248, -111.9452652 33.3854478)"
East Carter Drive,8966a,1999,3267,1999 3267,1,0.028866516,1,29,699,residential,6,"LINESTRING (-111.9874118 33.3829217, -111.9869325 33.3828019)"
East Carter Drive,8966b,3267,1999,3267 1999,1,0.028866516,1,29,699,residential,6,"LINESTRING (-111.9869325 33.3828019, -111.9874118 33.3829217)"
South 43rd Court,8968a,1999,2003,1999 2003,1,0.03695093,1,25,699,residential,6,"LINESTRING (-111.9874118 33.3829217, -111.9873689 33.3831152, -111.9873689 33.3832371, -111.9873947 33.3834521)"
South 43rd Court,8968b,2003,1999,2003 1999,1,0.03695093,1,25,699,residential,6,"LINESTRING (-111.9873947 33.3834521, -111.9873689 33.3832371, -111.9873689 33.3831152, -111.9874118 33.3829217)"
East Carter Drive,8970a,1999,3263,1999 3263,1,0.024099135,1,29,699,residential,6,"LINESTRING (-111.9874118 33.3829217, -111.9876607 33.3829575, -111.9878238 33.382979)"
East Carter Drive,8970b,3263,1999,3263 1999,1,0.024099135,1,29,699,residential,6,"LINESTRING (-111.9878238 33.382979, -111.9876607 33.3829575, -111.9874118 33.3829217)"
nan,8972a,2000,2002,2000 2002,1,0.009023971,1,29,699,residential,6,"LINESTRING (-111.9024571 33.4175346, -111.9024579 33.417404)"
nan,8972b,2002,2000,2002 2000,1,0.009023971,1,29,699,residential,6,"LINESTRING (-111.9024579 33.417404, -111.9024571 33.4175346)"
Casa Grande,8980,2001,1996,2001 1996,1,0.047483038,1,25,699,residential,6,"LINESTRING (-111.9723577 33.3927804, -111.9723359 33.3926563, -111.9723303 33.3924411, -111.9722826 33.3922794, -111.972273 33.3920996)"
South 43rd Court,8985a,2003,2005,2003 2005,1,0.01225028,1,25,699,residential,6,"LINESTRING (-111.9873947 33.3834521, -111.9874462 33.3836241)"
South 43rd Court,8985b,2005,2003,2005 2003,1,0.01225028,1,25,699,residential,6,"LINESTRING (-111.9874462 33.3836241, -111.9873947 33.3834521)"
South Chief Jones Way,8993a,2004,2265,2004 2265,1,0.090538601,1,25,699,residential,6,"LINESTRING (-111.9147513 33.4161512, -111.9147537 33.4157305, -111.9147539 33.4157009, -111.9147542 33.4156411, -111.9147544 33.4156038, -111.9147566 33.4152076, -111.9147587 33.4148409)"
South Chief Jones Way,8993b,2265,2004,2265 2004,1,0.090538601,1,25,699,residential,6,"LINESTRING (-111.9147587 33.4148409, -111.9147566 33.4152076, -111.9147544 33.4156038, -111.9147542 33.4156411, -111.9147539 33.4157009, -111.9147537 33.4157305, -111.9147513 33.4161512)"
East Hall Street,8995a,2004,2691,2004 2691,1,0.103554446,1,25,699,residential,6,"LINESTRING (-111.9147513 33.4161512, -111.9138914 33.416144, -111.9138914 33.4169249)"
East Hall Street,8995b,2691,2004,2691 2004,1,0.103554446,1,25,699,residential,6,"LINESTRING (-111.9138914 33.4169249, -111.9138914 33.416144, -111.9147513 33.4161512)"
West 9th Street,8999a,2006,2076,2006 2076,1,0.121072333,1,29,699,residential,6,"LINESTRING (-111.9564852 33.4211276, -111.9565307 33.4211237, -111.9565766 33.4211229, -111.9585843 33.4211273)"
West 9th Street,8999b,2076,2006,2076 2006,1,0.121072333,1,29,699,residential,6,"LINESTRING (-111.9585843 33.4211273, -111.9565766 33.4211229, -111.9565307 33.4211237, -111.9564852 33.4211276)"
South Beck Avenue,9003a,2006,2341,2006 2341,1,0.048520155,1,25,699,residential,6,"LINESTRING (-111.9564852 33.4211276, -111.9564838 33.420889, -111.9564845 33.420782, -111.9564852 33.4207366, -111.9564858 33.4204254)"
South Beck Avenue,9003b,2341,2006,2341 2006,1,0.048520155,1,25,699,residential,6,"LINESTRING (-111.9564858 33.4204254, -111.9564852 33.4207366, -111.9564845 33.420782, -111.9564838 33.420889, -111.9564852 33.4211276)"
West 9th Street,9007a,2007,2076,2007 2076,1,0.047268034,1,29,699,residential,6,"LINESTRING (-111.9594039 33.4211311, -111.9585843 33.4211273)"
West 9th Street,9007b,2076,2007,2076 2007,1,0.047268034,1,29,699,residential,6,"LINESTRING (-111.9585843 33.4211273, -111.9594039 33.4211311)"
East Broadway Road,9009,2008,2009,2008 2009,1,0.022460503,3,45,2997,secondary,4,"LINESTRING (-111.9075018 33.4074335, -111.9071124 33.4074346)"
East Broadway Road,9010,2009,2495,2009 2495,1,0.025781886,3,45,2997,secondary,4,"LINESTRING (-111.9071124 33.4074346, -111.9066655 33.4074275)"
nan,9011,2009,1063,2009 1063,1,0.023292558,1,39,999,secondary,4,"LINESTRING (-111.9071124 33.4074346, -111.906871 33.4074883, -111.9068289 33.4075065, -111.9067946 33.4075325, -111.906757 33.4075718)"
East Broadway Road,9012,2010,1195,2010 1195,1,0.001851772,3,45,2997,secondary,4,"LINESTRING (-111.9195397 33.4074443, -111.9195076 33.4074443)"
nan,9013a,2010,2018,2010 2018,1,0.009198584,2,39,1998,secondary,4,"LINESTRING (-111.9195397 33.4074443, -111.9195304 33.4075772)"
nan,9013b,2018,2010,2018 2010,1,0.009198584,2,39,1998,secondary,4,"LINESTRING (-111.9195304 33.4075772, -111.9195397 33.4074443)"
nan,9015a,2011,2013,2011 2013,1,0.008569727,1,39,999,secondary,4,"LINESTRING (-111.9252008 33.4074445, -111.9251976 33.4075685)"
nan,9015b,2013,2011,2013 2011,1,0.008569727,1,39,999,secondary,4,"LINESTRING (-111.9251976 33.4075685, -111.9252008 33.4074445)"
East Broadway Road,9017,2011,885,2011 885,1,0.087702532,3,40,2997,secondary,4,"LINESTRING (-111.9252008 33.4074445, -111.9243424 33.4074438, -111.924247 33.4074437, -111.9236803 33.4074433)"
East Broadway Road,9018,2012,2286,2012 2286,1,0.029705406,3,45,2997,secondary,4,"LINESTRING (-111.9072028 33.4075646, -111.907477 33.4075653, -111.9077178 33.4075659)"
nan,9019,2012,2008,2012 2008,1,0.021002699,1,39,999,secondary,4,"LINESTRING (-111.9072028 33.4075646, -111.9073445 33.4075039, -111.9074536 33.4074961, -111.9074863 33.4074792, -111.9075018 33.4074335)"
East Broadway Road,9022,2013,887,2013 887,1,0.062878223,3,40,2997,secondary,4,"LINESTRING (-111.9251976 33.4075685, -111.9256844 33.4075643, -111.9260871 33.4075613, -111.926277 33.4075074)"
East Curry Road,9023,2014,2845,2014 2845,1,0.055814148,4,39,3996,secondary,4,"LINESTRING (-111.9252681 33.4403972, -111.9255922 33.4403653, -111.9257681 33.4403609, -111.9261248 33.440352, -111.9261402 33.4403516, -111.9262336 33.4403501)"
nan,9024,2014,2839,2014 2839,1,0.056516951,3,39,3597,primary,3,"LINESTRING (-111.9252681 33.4403972, -111.9254676 33.440332, -111.926117 33.4403003, -111.9261695 33.4402977, -111.9262301 33.4402838)"
East Broadway Road,9025,2015,1570,2015 1570,1,0.096326942,3,45,2997,secondary,4,"LINESTRING (-111.9209418 33.4075741, -111.921808 33.4075766, -111.9219839 33.4075771, -111.922477 33.4075785, -111.9226118 33.4075789)"
East Curry Road,9030,2016,2023,2016 2023,1,0.121253782,2,39,1998,secondary,4,"LINESTRING (-111.9179558 33.4404412, -111.9180801 33.440447, -111.9184683 33.4404634, -111.9187003 33.4404732, -111.9189679 33.4404808, -111.9197079 33.4404756, -111.9200576 33.4404732)"
East Curry Road,9033,2017,2014,2017 2014,1,0.026807196,2,39,1998,secondary,4,"LINESTRING (-111.9248092 33.4404595, -111.9252681 33.4403972)"
nan,9034,2017,2808,2017 2808,1,0.089089497,1,39,1199,primary,3,"LINESTRING (-111.9248092 33.4404595, -111.9252602 33.4404819, -111.9257542 33.4404914, -111.9261241 33.4404899, -111.9261348 33.4404899, -111.9261981 33.4405285, -111.926214 33.4405721, -111.9262478 33.4406377)"
East Broadway Road,9037,2018,2015,2018 2015,1,0.081411478,3,45,2997,secondary,4,"LINESTRING (-111.9195304 33.4075772, -111.9204775 33.4075777, -111.9205153 33.4075774, -111.9209418 33.4075741)"
North Mary Street,9038a,2019,2653,2019 2653,1,0.008577806,1,25,699,residential,6,"LINESTRING (-111.9242556 33.4404629, -111.9242519 33.4403388)"
North Mary Street,9038b,2653,2019,2653 2019,1,0.008577806,1,25,699,residential,6,"LINESTRING (-111.9242519 33.4403388, -111.9242556 33.4404629)"
East Curry Road,9040,2019,2017,2019 2017,1,0.031920697,2,39,1998,secondary,4,"LINESTRING (-111.9242556 33.4404629, -111.9248092 33.4404595)"
North Mary Street,9041a,2019,2657,2019 2657,1,0.060318055,1,25,699,residential,6,"LINESTRING (-111.9242556 33.4404629, -111.9242584 33.4405593, -111.9242684 33.4409038, -111.924281 33.4413356)"
North Mary Street,9041b,2657,2019,2657 2019,1,0.060318055,1,25,699,residential,6,"LINESTRING (-111.924281 33.4413356, -111.9242684 33.4409038, -111.9242584 33.4405593, -111.9242556 33.4404629)"
