name,node_id,zone_id,ctrl_type,node_type,activity_type,is_boundary,x_coord,y_coord,geometry,main_node_id
,92,71,,turning_circle,residential,0,-111.9777479,33.383162,POINT (-111.9777479 33.383162),
,93,72,,,residential,0,-111.9457642,33.4146384,POINT (-111.9457642 33.4146384),
,94,73,,,residential,0,-111.9472669,33.414644,POINT (-111.9472669 33.414644),
,95,74,,,residential,0,-111.9478717,33.414646,POINT (-111.9478717 33.414646),
,96,75,,traffic_signals,residential,0,-111.9473406,33.4308199,POINT (-111.9473406 33.4308199),
,97,76,,,residential,0,-111.9549435,33.4254975,POINT (-111.9549435 33.4254975),
,98,77,,,residential,0,-111.9483752,33.4142693,POINT (-111.9483752 33.4142693),
,99,78,,traffic_signals,residential,0,-111.9521874,33.4146526,POINT (-111.9521874 33.4146526),
,100,79,,,residential,0,-111.9814313,33.3887535,POINT (-111.9814313 33.3887535),
,101,80,,,residential,0,-111.9560514,33.4146679,POINT (-111.9560514 33.4146679),
,102,81,,,residential,0,-111.9564981,33.414669,POINT (-111.9564981 33.414669),
,103,82,,,residential,0,-111.9569579,33.4146701,POINT (-111.9569579 33.4146701),
,104,83,,,residential,0,-111.9263147,33.4422255,POINT (-111.9263147 33.4422255),
,105,,,traffic_signals,tertiary,0,-111.9263646,33.4440007,POINT (-111.9263646 33.4440007),
,106,84,,,residential,0,-111.9587358,33.4146768,POINT (-111.9587358 33.4146768),
,107,85,,,residential,0,-111.9594046,33.4146794,POINT (-111.9594046 33.4146794),
,108,86,,,residential,0,-111.8999974,33.3918942,POINT (-111.8999974 33.3918942),
,109,87,,,residential,0,-111.9602023,33.4146826,POINT (-111.9602023 33.4146826),
,110,88,,traffic_signals,residential,0,-111.9608279,33.4146777,POINT (-111.9608279 33.4146777),
,111,89,,,residential,0,-111.9324477,33.3929047,POINT (-111.9324477 33.3929047),
,112,90,,,residential,0,-111.9315426,33.392911,POINT (-111.9315426 33.392911),
,113,91,,,residential,0,-111.9220538,33.3929578,POINT (-111.9220538 33.3929578),
,114,92,,,residential,0,-111.9210721,33.3929572,POINT (-111.9210721 33.3929572),
,115,93,,traffic_signals,residential,0,-111.9177482,33.3929647,POINT (-111.9177482 33.3929647),
,116,94,,traffic_signals,residential,0,-111.9113718,33.392971,POINT (-111.9113718 33.392971),
,117,95,,,residential,0,-111.8874597,33.4184478,POINT (-111.8874597 33.4184478),
,118,96,,,residential,0,-111.9068993,33.3929551,POINT (-111.9068993 33.3929551),
,119,97,,,residential,0,-111.9312568,33.4084598,POINT (-111.9312568 33.4084598),
,120,98,,,residential,0,-111.8830737,33.4184631,POINT (-111.8830737 33.4184631),
,121,99,,,residential,0,-111.9064732,33.39296,POINT (-111.9064732 33.39296),
,122,100,,traffic_signals,residential,0,-111.9311382,33.4075231,POINT (-111.9311382 33.4075231),
,123,101,,,residential,0,-111.9038621,33.3929619,POINT (-111.9038621 33.3929619),
,124,102,,,residential,0,-111.9310728,33.4066298,POINT (-111.9310728 33.4066298),
,125,103,,,residential,0,-111.9310814,33.4058345,POINT (-111.9310814 33.4058345),
,126,104,,,residential,0,-111.9028665,33.3929619,POINT (-111.9028665 33.3929619),
,127,105,,,residential,0,-111.9310814,33.4050391,POINT (-111.9310814 33.4050391),
,128,106,,,residential,0,-111.9310814,33.4042438,POINT (-111.9310814 33.4042438),
,129,107,,,residential,0,-111.9018794,33.3929547,POINT (-111.9018794 33.3929547),
,130,,,,others,0,-111.9247466,33.3815366,POINT (-111.9247466 33.3815366),
,131,108,,traffic_signals,residential,0,-111.9005405,33.3929619,POINT (-111.9005405 33.3929619),
,132,109,,,residential,0,-111.9310814,33.403427,POINT (-111.9310814 33.403427),
,133,110,,,residential,0,-111.9716489,33.3919162,POINT (-111.9716489 33.3919162),
,134,111,,,residential,0,-111.8988668,33.3929619,POINT (-111.8988668 33.3929619),
,135,112,,,residential,0,-111.9698743,33.3918603,POINT (-111.9698743 33.3918603),
,136,113,,,residential,0,-111.8962489,33.3929619,POINT (-111.8962489 33.3929619),
,137,114,,,residential,0,-111.893152,33.3828887,POINT (-111.893152 33.3828887),
,138,115,,,residential,0,-111.9901281,33.3790015,POINT (-111.9901281 33.3790015),
,139,116,,,residential,0,-111.9044462,33.384861,POINT (-111.9044462 33.384861),
,140,117,,turning_circle,residential,0,-111.9901227,33.378608,POINT (-111.9901227 33.378608),
,141,118,,,residential,0,-111.8876852,33.3930036,POINT (-111.8876852 33.3930036),
,142,,,,motorway,0,-111.977912,33.4266751,POINT (-111.977912 33.4266751),
,143,119,,,residential,0,-111.9302102,33.3847579,POINT (-111.9302102 33.3847579),
,144,120,,,residential,0,-111.8864367,33.3930098,POINT (-111.8864367 33.3930098),
,145,121,,,residential,0,-111.931144,33.3847719,POINT (-111.931144 33.3847719),
,146,,,motorway_junction,motorway,0,-111.9781227,33.4168941,POINT (-111.9781227 33.4168941),
,147,122,,,residential,0,-111.8854067,33.3930226,POINT (-111.8854067 33.3930226),
,148,123,,,residential,0,-111.9210702,33.4440379,POINT (-111.9210702 33.4440379),
,149,124,,,residential,0,-111.8843506,33.3930199,POINT (-111.8843506 33.3930199),
,150,125,,turning_circle,residential,0,-111.9210672,33.4444233,POINT (-111.9210672 33.4444233),
,151,126,,,residential,0,-111.9232126,33.3847431,POINT (-111.9232126 33.3847431),
,152,127,,turning_circle,residential,0,-111.9236593,33.3846603,POINT (-111.9236593 33.3846603),
,153,128,,,residential,0,-111.8853961,33.3960706,POINT (-111.8853961 33.3960706),
,154,129,,,residential,0,-111.9398422,33.4086532,POINT (-111.9398422 33.4086532),
,155,130,,turning_circle,residential,0,-111.8842975,33.3962713,POINT (-111.8842975 33.3962713),
,156,131,,,residential,0,-111.9381791,33.4085985,POINT (-111.9381791 33.4085985),
,157,132,,turning_circle,residential,0,-111.9330519,33.3947696,POINT (-111.9330519 33.3947696),
,158,133,,,residential,0,-111.9907764,33.3825132,POINT (-111.9907764 33.3825132),
,159,134,,,residential,0,-111.990785,33.3822695,POINT (-111.990785 33.3822695),
,160,135,,turning_circle,residential,0,-111.9363595,33.3957525,POINT (-111.9363595 33.3957525),
,161,136,,turning_circle,residential,0,-111.9318719,33.3977637,POINT (-111.9318719 33.3977637),
,162,137,,,residential,0,-111.9905876,33.3835524,POINT (-111.9905876 33.3835524),
,163,,,,tertiary,0,-111.9349142,33.3976146,POINT (-111.9349142 33.3976146),
,164,138,,turning_circle,residential,0,-111.9015519,33.3954711,POINT (-111.9015519 33.3954711),
,165,139,,,residential,0,-111.9343936,33.396966,POINT (-111.9343936 33.396966),
,166,,,traffic_signals,secondary,0,-111.9348718,33.3928877,POINT (-111.9348718 33.3928877),
,167,140,,,residential,0,-111.9344404,33.396193,POINT (-111.9344404 33.396193),
,168,,,traffic_signals,primary,0,-111.9398936,33.4218943,POINT (-111.9398936 33.4218943),
,169,,,traffic_signals,primary,0,-111.9398966,33.4219821,POINT (-111.9398966 33.4219821),
,170,141,,turning_circle,residential,0,-111.9698469,33.3817493,POINT (-111.9698469 33.3817493),
,171,142,,,residential,0,-111.9221793,33.4440173,POINT (-111.9221793 33.4440173),
,172,143,,,residential,0,-111.9583804,33.409417,POINT (-111.9583804 33.409417),
,173,,,,others,0,-111.8892581,33.4292547,POINT (-111.8892581 33.4292547),
,174,,,,others,0,-111.8892363,33.4288678,POINT (-111.8892363 33.4288678),
,175,,,,tertiary,0,-111.9349243,33.3924672,POINT (-111.9349243 33.3924672),
,176,144,,turning_circle,residential,0,-111.937244,33.3959318,POINT (-111.937244 33.3959318),
,177,,,,secondary,0,-111.9618505,33.4074314,POINT (-111.9618505 33.4074314),
,178,,,,tertiary,0,-111.9349129,33.3991964,POINT (-111.9349129 33.3991964),
,179,,,traffic_signals,secondary,0,-111.939382,33.3782279,POINT (-111.939382 33.3782279),
,180,145,,,residential,0,-111.9629368,33.4016669,POINT (-111.9629368 33.4016669),
,181,146,,,residential,0,-111.9587877,33.3888344,POINT (-111.9587877 33.3888344),
,182,147,,,residential,0,-111.9349161,33.3953822,POINT (-111.9349161 33.3953822),
,183,148,,,residential,0,-111.9315706,33.3946634,POINT (-111.9315706 33.3946634),
,184,149,,,residential,0,-111.9630796,33.4015827,POINT (-111.9630796 33.4015827),
,185,150,,,residential,0,-111.9296394,33.3946777,POINT (-111.9296394 33.3946777),
,186,151,,,residential,0,-111.9273649,33.3948354,POINT (-111.9273649 33.3948354),
,187,152,,turning_circle,residential,0,-111.9588135,33.3879529,POINT (-111.9588135 33.3879529),
,188,153,,,residential,0,-111.9629806,33.4015704,POINT (-111.9629806 33.4015704),
,189,154,,,residential,0,-111.8901855,33.3952107,POINT (-111.8901855 33.3952107),
,190,155,,turning_circle,residential,0,-111.990654,33.384349,POINT (-111.990654 33.384349),
,191,156,,,residential,0,-111.8876878,33.3949241,POINT (-111.8876878 33.3949241),
,192,157,,,residential,0,-111.8867307,33.3949558,POINT (-111.8867307 33.3949558),
,193,158,,,residential,0,-111.8832933,33.3954615,POINT (-111.8832933 33.3954615),
,194,159,,turning_circle,residential,0,-111.8825465,33.3955189,POINT (-111.8825465 33.3955189),
,195,160,,,residential,0,-111.9396375,33.395508,POINT (-111.9396375 33.395508),
,196,161,,,residential,0,-111.9376131,33.3952008,POINT (-111.9376131 33.3952008),
,197,162,,,residential,0,-111.9630884,33.4016943,POINT (-111.9630884 33.4016943),
,198,163,,,residential,0,-111.934918,33.394993,POINT (-111.934918 33.394993),
,199,164,,,residential,0,-111.9064604,33.3947072,POINT (-111.9064604 33.3947072),
,200,165,,,residential,0,-111.9055229,33.3947074,POINT (-111.9055229 33.3947074),
,201,166,,,residential,0,-111.8947597,33.3942918,POINT (-111.8947597 33.3942918),
,202,167,,,residential,0,-111.9248627,33.395,POINT (-111.9248627 33.395),
,203,168,,,residential,0,-111.9199092,33.3945452,POINT (-111.9199092 33.3945452),
,204,169,,turning_circle,residential,0,-111.9191846,33.3945436,POINT (-111.9191846 33.3945436),
,205,170,,,residential,0,-111.9823347,33.3882168,POINT (-111.9823347 33.3882168),
,206,171,,,residential,0,-111.9907432,33.3926601,POINT (-111.9907432 33.3926601),
,207,172,,,residential,0,-111.9655334,33.3938976,POINT (-111.9655334 33.3938976),
,208,173,,,residential,0,-111.9865317,33.3926945,POINT (-111.9865317 33.3926945),
,209,174,,turning_circle,residential,0,-111.9656278,33.3935967,POINT (-111.9656278 33.3935967),
,210,175,,,residential,0,-111.9381205,33.4205221,POINT (-111.9381205 33.4205221),
,211,176,,traffic_signals,residential,0,-111.9860115,33.3926939,POINT (-111.9860115 33.3926939),
,212,177,,,residential,0,-111.9846103,33.3927282,POINT (-111.9846103 33.3927282),
,213,178,,,residential,0,-111.9197711,33.4367602,POINT (-111.9197711 33.4367602),
,214,179,,,residential,0,-111.9830565,33.3927291,POINT (-111.9830565 33.3927291),
,215,180,,,residential,0,-111.9818445,33.3927385,POINT (-111.9818445 33.3927385),
,216,181,,,residential,0,-111.9189574,33.4376765,POINT (-111.9189574 33.4376765),
,217,,,turning_circle,others,0,-111.9197885,33.4390423,POINT (-111.9197885 33.4390423),
,218,,,,secondary,0,-111.9395644,33.3867531,POINT (-111.9395644 33.3867531),
,219,,,,tertiary,0,-111.9416085,33.4383301,POINT (-111.9416085 33.4383301),
,220,,,,secondary,0,-111.9703973,33.3781268,POINT (-111.9703973 33.3781268),
,221,,,,secondary,0,-111.9884986,33.3780362,POINT (-111.9884986 33.3780362),
,222,,,motorway_junction,motorway,0,-111.9783311,33.4140689,POINT (-111.9783311 33.4140689),
,223,,,,primary,0,-111.9861196,33.4218693,POINT (-111.9861196 33.4218693),
,224,182,,,residential,0,-111.9297846,33.4388367,POINT (-111.9297846 33.4388367),
,225,,,,others,0,-111.9868183,33.4218909,POINT (-111.9868183 33.4218909),
,226,,,traffic_signals,secondary,0,-111.9608878,33.3880557,POINT (-111.9608878 33.3880557),
,227,183,,turning_circle,residential,0,-111.8848397,33.3870352,POINT (-111.8848397 33.3870352),
,228,184,,,residential,0,-111.9446684,33.4307709,POINT (-111.9446684 33.4307709),
,229,185,,,residential,0,-111.9452441,33.4307647,POINT (-111.9452441 33.4307647),
,230,186,,,residential,0,-111.9108155,33.4116335,POINT (-111.9108155 33.4116335),
,231,187,,,residential,0,-111.9451318,33.4305537,POINT (-111.9451318 33.4305537),
,232,188,,,residential,0,-111.9450364,33.4307669,POINT (-111.9450364 33.4307669),
,233,189,,,residential,0,-111.9391606,33.4145063,POINT (-111.9391606 33.4145063),
,234,,,,secondary,0,-111.9397601,33.4074084,POINT (-111.9397601 33.4074084),
,235,190,,,residential,0,-111.9397789,33.4086629,POINT (-111.9397789 33.4086629),
,236,191,,,residential,0,-111.9316393,33.40165,POINT (-111.9316393 33.40165),
,237,192,,turning_circle,residential,0,-111.9316478,33.4011412,POINT (-111.9316478 33.4011412),
,238,,,,secondary,0,-111.9398827,33.4125946,POINT (-111.9398827 33.4125946),
,239,,,,secondary,0,-111.9398081,33.4067486,POINT (-111.9398081 33.4067486),
,240,193,,,residential,0,-111.9819453,33.3913727,POINT (-111.9819453 33.3913727),
,241,194,,turning_circle,residential,0,-111.9817089,33.39137,POINT (-111.9817089 33.39137),
,242,195,,,residential,0,-111.939166,33.4147167,POINT (-111.939166 33.4147167),
,243,196,,turning_circle,residential,0,-111.9810691,33.3919267,POINT (-111.9810691 33.3919267),
,244,197,,,residential,0,-111.9808208,33.3919294,POINT (-111.9808208 33.3919294),
,245,198,,turning_circle,residential,0,-111.8854062,33.3935852,POINT (-111.8854062 33.3935852),
,246,199,,,residential,0,-111.9899393,33.3913415,POINT (-111.9899393 33.3913415),
,247,,,,secondary,0,-111.9869885,33.3780502,POINT (-111.9869885 33.3780502),
,248,200,,,residential,0,-111.9396666,33.3978046,POINT (-111.9396666 33.3978046),
,249,201,,,residential,0,-111.9410065,33.3980985,POINT (-111.9410065 33.3980985),
,250,202,,,residential,0,-111.9861509,33.3916425,POINT (-111.9861509 33.3916425),
,251,203,,,residential,0,-111.9426495,33.3984961,POINT (-111.9426495 33.3984961),
,252,204,,,residential,0,-111.983061,33.3913917,POINT (-111.983061 33.3913917),
,253,205,,traffic_signals,residential,0,-111.9844046,33.3780739,POINT (-111.9844046 33.3780739),
,254,,,,others,0,-111.9619712,33.4001275,POINT (-111.9619712 33.4001275),
,255,206,,,residential,0,-111.9141221,33.3812758,POINT (-111.9141221 33.3812758),
,256,,,,motorway,0,-111.9682063,33.4415786,POINT (-111.9682063 33.4415786),
,257,207,,traffic_signals,residential,0,-111.9366625,33.4219038,POINT (-111.9366625 33.4219038),
,258,208,,,residential,0,-111.9064815,33.3814768,POINT (-111.9064815 33.3814768),
,259,,,traffic_signals,secondary,0,-111.9349659,33.4219488,POINT (-111.9349659 33.4219488),
,260,,,traffic_signals,secondary,0,-111.9289415,33.4220194,POINT (-111.9289415 33.4220194),
,261,209,,,residential,0,-111.9123461,33.4157894,POINT (-111.9123461 33.4157894),
,262,210,,,residential,0,-111.9124548,33.4135536,POINT (-111.9124548 33.4135536),
,263,211,,,residential,0,-111.9124548,33.4125936,POINT (-111.9124548 33.4125936),
,264,212,,,residential,0,-111.9124548,33.4116335,POINT (-111.9124548 33.4116335),
,265,,,traffic_signals,motorway,0,-111.9609373,33.4385328,POINT (-111.9609373 33.4385328),
,266,,,traffic_signals,secondary,0,-111.9177025,33.4220187,POINT (-111.9177025 33.4220187),
,267,213,,,residential,0,-111.9072885,33.4220009,POINT (-111.9072885 33.4220009),
,268,,,,secondary,0,-111.9907685,33.3780239,POINT (-111.9907685 33.3780239),
,269,214,,turning_circle,residential,0,-111.9054242,33.3865694,POINT (-111.9054242 33.3865694),
,270,215,,,residential,0,-111.9062477,33.4220216,POINT (-111.9062477 33.4220216),
,271,,,,primary,0,-111.9399667,33.4167979,POINT (-111.9399667 33.4167979),
,272,,,,secondary,0,-111.9907685,33.378163,POINT (-111.9907685 33.378163),
,273,216,,,residential,0,-111.9054664,33.422026,POINT (-111.9054664 33.422026),
,274,217,,,residential,0,-111.9373669,33.4146466,POINT (-111.9373669 33.4146466),
,275,218,,,residential,0,-111.9349094,33.4019151,POINT (-111.9349094 33.4019151),
,276,219,,traffic_signals,residential,0,-111.9366104,33.4145994,POINT (-111.9366104 33.4145994),
,277,,,,secondary,0,-111.8980581,33.4221093,POINT (-111.8980581 33.4221093),
,278,220,,,residential,0,-111.9300321,33.4382091,POINT (-111.9300321 33.4382091),
,279,221,,,residential,0,-111.8961709,33.4220977,POINT (-111.8961709 33.4220977),
,280,222,,turning_circle,residential,0,-111.9136442,33.3848108,POINT (-111.9136442 33.3848108),
,281,,,,secondary,0,-111.8953441,33.4220871,POINT (-111.8953441 33.4220871),
,282,223,,turning_circle,residential,0,-111.9136528,33.3833774,POINT (-111.9136528 33.3833774),
,283,224,,,residential,0,-111.9349089,33.3973027,POINT (-111.9349089 33.3973027),
,284,,,traffic_signals,secondary,0,-111.8919506,33.4218944,POINT (-111.8919506 33.4218944),
,285,225,,,residential,0,-111.9277717,33.4383598,POINT (-111.9277717 33.4383598),
,286,226,,,residential,0,-111.9349086,33.3969626,POINT (-111.9349086 33.3969626),
,287,,,traffic_signals,secondary,0,-111.890304,33.4218897,POINT (-111.890304 33.4218897),
,288,,,,secondary,0,-111.8878272,33.4220762,POINT (-111.8878272 33.4220762),
,289,227,,,residential,0,-111.9132489,33.4065043,POINT (-111.9132489 33.4065043),
,290,228,,,residential,0,-111.8874179,33.4220888,POINT (-111.8874179 33.4220888),
,291,229,,,residential,0,-111.913248,33.4057079,POINT (-111.913248 33.4057079),
,292,230,,,residential,0,-111.9132494,33.4049536,POINT (-111.9132494 33.4049536),
,293,231,,,residential,0,-111.9136211,33.4034448,POINT (-111.9136211 33.4034448),
,294,232,,,residential,0,-111.9136244,33.4026892,POINT (-111.9136244 33.4026892),
,295,233,,turning_circle,residential,0,-111.9413716,33.3992725,POINT (-111.9413716 33.3992725),
,296,234,,,residential,0,-111.9136211,33.3904895,POINT (-111.9136211 33.3904895),
,297,235,,,residential,0,-111.9349124,33.3961682,POINT (-111.9349124 33.3961682),
,298,236,,,residential,0,-111.9136468,33.3889344,POINT (-111.9136468 33.3889344),
,299,237,,,residential,0,-111.9135082,33.3873124,POINT (-111.9135082 33.3873124),
,300,238,,,residential,0,-111.9349141,33.395762,POINT (-111.9349141 33.395762),
,301,239,,turning_circle,residential,0,-111.9135316,33.3865617,POINT (-111.9135316 33.3865617),
,302,240,,,residential,0,-111.9290899,33.4387518,POINT (-111.9290899 33.4387518),
,303,241,,,residential,0,-111.9228983,33.4238125,POINT (-111.9228983 33.4238125),
,304,242,,,residential,0,-111.9289154,33.4383863,POINT (-111.9289154 33.4383863),
,305,243,,,residential,0,-111.9289083,33.4381714,POINT (-111.9289083 33.4381714),
,306,244,,,residential,0,-111.9349549,33.3911748,POINT (-111.9349549 33.3911748),
,307,245,,,residential,0,-111.9818518,33.3944015,POINT (-111.9818518 33.3944015),
,308,246,,,residential,0,-111.9730742,33.3920859,POINT (-111.9730742 33.3920859),
,309,,,traffic_signals,primary,0,-111.9547744,33.4406514,POINT (-111.9547744 33.4406514),
,310,247,,,residential,0,-111.9350279,33.3879456,POINT (-111.9350279 33.3879456),
,311,248,,,residential,0,-111.9203154,33.4128768,POINT (-111.9203154 33.4128768),
,312,,,,others,0,-111.955283,33.4395845,POINT (-111.955283 33.4395845),
,313,,,,others,0,-111.9552293,33.4395733,POINT (-111.9552293 33.4395733),
,314,,,,others,0,-111.9852966,33.4228129,POINT (-111.9852966 33.4228129),
,315,249,,,residential,0,-111.9865629,33.3950572,POINT (-111.9865629 33.3950572),
,316,,,,primary,0,-111.9546619,33.4406026,POINT (-111.9546619 33.4406026),
,317,,,traffic_signals,primary,0,-111.954644,33.4408361,POINT (-111.954644 33.4408361),
,318,,,,others,0,-111.9545285,33.4407814,POINT (-111.9545285 33.4407814),
