name,node_id,zone_id,ctrl_type,node_type,activity_type,is_boundary,x_coord,y_coord,geometry,main_node_id
,618,487,,,residential,1,-111.9649735,33.4058861,POINT (-111.9649735 33.4058861),
,619,,,traffic_signals,secondary,0,-111.9525007,33.3782271,POINT (-111.9525007 33.3782271),
,620,488,,,residential,0,-111.9553958,33.3782139,POINT (-111.9553958 33.3782139),
,621,,,,others,0,-111.9851561,33.4033271,POINT (-111.9851561 33.4033271),
,622,,,,secondary,0,-111.9597588,33.378242,POINT (-111.9597588 33.378242),
,623,489,,traffic_signals,residential,0,-111.9611392,33.3782516,POINT (-111.9611392 33.3782516),
,624,490,,turning_circle,residential,0,-111.9855395,33.3993842,POINT (-111.9855395 33.3993842),
,625,,,traffic_signals,secondary,0,-111.963185,33.3782551,POINT (-111.963185 33.3782551),
,626,491,,,residential,0,-111.9349731,33.388776,POINT (-111.9349731 33.388776),
,627,492,,,residential,0,-111.9697507,33.3833192,POINT (-111.9697507 33.3833192),
,628,,,traffic_signals,secondary,0,-111.9654637,33.3783474,POINT (-111.9654637 33.3783474),
,629,493,,,residential,0,-111.9705963,33.3833306,POINT (-111.9705963 33.3833306),
,630,,,,others,0,-111.980397,33.4033826,POINT (-111.980397 33.4033826),
,631,494,,,residential,0,-111.935049,33.3887745,POINT (-111.935049 33.3887745),
,632,,,traffic_signals,secondary,0,-111.9673391,33.3783488,POINT (-111.9673391 33.3783488),
,633,495,,,residential,0,-111.9743814,33.3851979,POINT (-111.9743814 33.3851979),
,634,496,,,residential,0,-111.9252334,33.4390404,POINT (-111.9252334 33.4390404),
,635,497,,,residential,0,-111.9252361,33.4402721,POINT (-111.9252361 33.4402721),
,636,498,,turning_circle,residential,0,-111.889444,33.3805005,POINT (-111.889444 33.3805005),
,637,,,traffic_signals,secondary,0,-111.9286891,33.3782589,POINT (-111.9286891 33.3782589),
,638,499,,,residential,0,-111.9766215,33.385481,POINT (-111.9766215 33.385481),
,639,500,,,residential,0,-111.9854635,33.3822408,POINT (-111.9854635 33.3822408),
,640,501,,,residential,0,-111.9854549,33.3820545,POINT (-111.9854549 33.3820545),
,641,502,,traffic_signals,residential,0,-111.9697588,33.3783318,POINT (-111.9697588 33.3783318),
,642,,,traffic_signals,secondary,0,-111.9720551,33.3781459,POINT (-111.9720551 33.3781459),
,643,503,,,residential,0,-111.949236,33.3812845,POINT (-111.949236 33.3812845),
,644,504,,,residential,0,-111.8900605,33.4202526,POINT (-111.8900605 33.4202526),
,645,,,,motorway,0,-111.8909871,33.3870935,POINT (-111.8909871 33.3870935),
,646,505,,,residential,0,-111.9569635,33.3802099,POINT (-111.9569635 33.3802099),
,647,506,,,residential,0,-111.9871305,33.4228041,POINT (-111.9871305 33.4228041),
,648,507,,,residential,0,-111.9540951,33.3809612,POINT (-111.9540951 33.3809612),
,649,508,,,residential,0,-111.9091721,33.4208613,POINT (-111.9091721 33.4208613),
,650,,,traffic_signals,secondary,0,-111.945996,33.3781996,POINT (-111.945996 33.3781996),
,651,509,,,residential,0,-111.9884238,33.424165,POINT (-111.9884238 33.424165),
,652,510,,,residential,0,-111.9524375,33.380962,POINT (-111.9524375 33.380962),
,653,511,,,residential,0,-111.9751796,33.3816893,POINT (-111.9751796 33.3816893),
,654,512,,,residential,0,-111.9784029,33.381817,POINT (-111.9784029 33.381817),
,655,,,,motorway,0,-111.8982662,33.4359057,POINT (-111.8982662 33.4359057),
,656,,,,tertiary,0,-111.959444,33.4301247,POINT (-111.959444 33.4301247),
,657,513,,,residential,0,-111.9071749,33.414445,POINT (-111.9071749 33.414445),
,658,514,,motorway_junction,motorway,1,-111.8924599,33.3803658,POINT (-111.8924599 33.3803658),
,659,515,,,residential,0,-111.9329181,33.4066155,POINT (-111.9329181 33.4066155),
,660,516,,,residential,0,-111.9381853,33.3873792,POINT (-111.9381853 33.3873792),
,661,517,,,residential,0,-111.9327465,33.4042295,POINT (-111.9327465 33.4042295),
,662,518,,,residential,0,-111.9361516,33.3863903,POINT (-111.9361516 33.3863903),
,663,519,,turning_circle,residential,0,-111.8889167,33.3902888,POINT (-111.8889167 33.3902888),
,664,520,,,residential,0,-111.932521,33.3907188,POINT (-111.932521 33.3907188),
,665,521,,,residential,0,-111.9793531,33.3979772,POINT (-111.9793531 33.3979772),
,666,522,,,residential,0,-111.9176737,33.445108,POINT (-111.9176737 33.445108),
,667,523,,,residential,0,-111.917669,33.4451702,POINT (-111.917669 33.4451702),
,668,524,,,residential,0,-111.9329416,33.3874509,POINT (-111.9329416 33.3874509),
,669,525,,,residential,0,-111.9643658,33.3961248,POINT (-111.9643658 33.3961248),
,670,526,,,residential,0,-111.9643742,33.3945499,POINT (-111.9643742 33.3945499),
,671,527,,,residential,0,-111.9643661,33.3940481,POINT (-111.9643661 33.3940481),
,672,528,,turning_circle,residential,0,-111.9794089,33.3947956,POINT (-111.9794089 33.3947956),
,673,,,,primary,0,-111.9273919,33.4402757,POINT (-111.9273919 33.4402757),
,674,529,,motorway_junction,motorway,1,-111.9802538,33.4425036,POINT (-111.9802538 33.4425036),
,675,530,,,residential,0,-111.8874694,33.4174292,POINT (-111.8874694 33.4174292),
,676,,,motorway_junction,motorway,0,-111.8911985,33.3825549,POINT (-111.8911985 33.3825549),
,677,531,,,residential,0,-111.883076,33.4175378,POINT (-111.883076 33.4175378),
,678,532,,,residential,0,-111.923645,33.4366978,POINT (-111.923645 33.4366978),
,679,,,motorway_junction,motorway,0,-111.9270745,33.4357101,POINT (-111.9270745 33.4357101),
,680,,,,others,0,-111.9211598,33.4292573,POINT (-111.9211598 33.4292573),
,681,533,,,residential,0,-111.9050974,33.4175144,POINT (-111.9050974 33.4175144),
,682,534,,,residential,0,-111.9279752,33.4075028,POINT (-111.9279752 33.4075028),
,683,535,,,residential,0,-111.9192121,33.3807773,POINT (-111.9192121 33.3807773),
,684,536,,,residential,0,-111.9035695,33.4175261,POINT (-111.9035695 33.4175261),
,685,537,,,residential,0,-111.9279399,33.4034628,POINT (-111.9279399 33.4034628),
,686,538,,,residential,0,-111.928383,33.4097448,POINT (-111.928383 33.4097448),
,687,539,,,residential,0,-111.9261894,33.4375561,POINT (-111.9261894 33.4375561),
,688,,,,others,0,-111.9196278,33.4301419,POINT (-111.9196278 33.4301419),
,689,540,,,residential,0,-111.8919716,33.4184206,POINT (-111.8919716 33.4184206),
,690,,,,others,0,-111.918223,33.4304339,POINT (-111.918223 33.4304339),
,691,541,,,residential,0,-111.9300146,33.4364561,POINT (-111.9300146 33.4364561),
,692,542,,,residential,0,-111.8919451,33.4166172,POINT (-111.8919451 33.4166172),
,693,,,,others,0,-111.9173182,33.4309518,POINT (-111.9173182 33.4309518),
,694,543,,,residential,0,-111.8832862,33.3919872,POINT (-111.8832862 33.3919872),
,695,544,,,residential,0,-111.8821876,33.3926966,POINT (-111.8821876 33.3926966),
,696,,,,others,0,-111.8919843,33.4129453,POINT (-111.8919843 33.4129453),
,697,,,,others,0,-111.9165191,33.4304935,POINT (-111.9165191 33.4304935),
,698,,,,others,0,-111.9159098,33.4313742,POINT (-111.9159098 33.4313742),
,699,545,,turning_circle,residential,0,-111.9138895,33.4176454,POINT (-111.9138895 33.4176454),
,700,,,turning_loop,others,0,-111.9147123,33.4323108,POINT (-111.9147123 33.4323108),
,701,,,traffic_signals,others,0,-111.9179287,33.4291956,POINT (-111.9179287 33.4291956),
,702,546,,turning_circle,residential,0,-111.8886607,33.3952025,POINT (-111.8886607 33.3952025),
,703,547,,,residential,0,-111.8887427,33.395067,POINT (-111.8887427 33.395067),
,704,,,traffic_signals,secondary,0,-111.9607788,33.4036863,POINT (-111.9607788 33.4036863),
,705,548,,,residential,0,-111.9864671,33.3987297,POINT (-111.9864671 33.3987297),
,706,,,motorway_junction,motorway,0,-111.9433631,33.4358703,POINT (-111.9433631 33.4358703),
,707,,,turning_circle,others,0,-111.9661514,33.4028261,POINT (-111.9661514 33.4028261),
,708,549,,,residential,0,-111.9849836,33.3984574,POINT (-111.9849836 33.3984574),
,709,550,,,residential,0,-111.9831468,33.3981277,POINT (-111.9831468 33.3981277),
,710,,,motorway_junction,motorway,0,-111.9455243,33.4362024,POINT (-111.9455243 33.4362024),
,711,,,motorway_junction,motorway,0,-111.948964,33.4365945,POINT (-111.948964 33.4365945),
,712,,,traffic_signals,tertiary,0,-111.9495264,33.4366314,POINT (-111.9495264 33.4366314),
,713,,,,motorway,0,-111.9501425,33.4366843,POINT (-111.9501425 33.4366843),
,714,551,,,residential,0,-111.9883247,33.3801194,POINT (-111.9883247 33.3801194),
,715,552,,,residential,0,-111.9818355,33.3976117,POINT (-111.9818355 33.3976117),
,716,553,,,residential,0,-111.8920046,33.4046891,POINT (-111.8920046 33.4046891),
,717,554,,turning_circle,residential,0,-111.9885534,33.3800119,POINT (-111.9885534 33.3800119),
,718,,,,motorway,0,-111.9559224,33.4370113,POINT (-111.9559224 33.4370113),
,719,555,,,residential,0,-111.8919884,33.4038774,POINT (-111.8919884 33.4038774),
,720,556,,,residential,0,-111.9793531,33.3972248,POINT (-111.9793531 33.3972248),
,721,557,,,residential,0,-111.9823478,33.380062,POINT (-111.9823478 33.380062),
,722,558,,turning_circle,residential,0,-111.9875148,33.3801839,POINT (-111.9875148 33.3801839),
,723,559,,,residential,0,-111.9818929,33.3800692,POINT (-111.9818929 33.3800692),
,724,560,,,residential,0,-111.8920141,33.402602,POINT (-111.8920141 33.402602),
,725,561,,,residential,0,-111.9809917,33.3799115,POINT (-111.9809917 33.3799115),
,726,562,,,residential,0,-111.942645,33.3977186,POINT (-111.942645 33.3977186),
,727,,,,motorway,0,-111.9787356,33.4340529,POINT (-111.9787356 33.4340529),
,728,,,,motorway,0,-111.978426,33.4325555,POINT (-111.978426 33.4325555),
,729,563,,,residential,0,-111.9740457,33.3964286,POINT (-111.9740457 33.3964286),
,730,564,,turning_circle,residential,0,-111.8859883,33.4006559,POINT (-111.8859883 33.4006559),
,731,565,,,residential,0,-111.9370709,33.4135303,POINT (-111.9370709 33.4135303),
,732,566,,,residential,0,-111.9349328,33.4135475,POINT (-111.9349328 33.4135475),
,733,567,,,residential,0,-111.9327775,33.4135705,POINT (-111.9327775 33.4135705),
,734,568,,,residential,0,-111.8920322,33.396071,POINT (-111.8920322 33.396071),
,735,569,,,residential,0,-111.9266057,33.3782656,POINT (-111.9266057 33.3782656),
,736,570,,,residential,0,-111.9266033,33.3793705,POINT (-111.9266033 33.3793705),
,737,,,traffic_signals,others,0,-111.9876701,33.4345004,POINT (-111.9876701 33.4345004),
,738,,,traffic_signals,others,0,-111.9878175,33.4344998,POINT (-111.9878175 33.4344998),
,739,571,,,residential,0,-111.9500137,33.4098365,POINT (-111.9500137 33.4098365),
,740,572,,,residential,0,-111.950013,33.4090567,POINT (-111.950013 33.4090567),
,741,573,,,residential,0,-111.9759864,33.3803889,POINT (-111.9759864 33.3803889),
,742,574,,,residential,0,-111.9500095,33.4082999,POINT (-111.9500095 33.4082999),
,743,575,,,residential,0,-111.9740329,33.3941964,POINT (-111.9740329 33.3941964),
,744,,,,motorway,0,-111.9262829,33.436123,POINT (-111.9262829 33.436123),
,745,,,,others,0,-111.987699,33.4358044,POINT (-111.987699 33.4358044),
,746,576,,,residential,0,-111.950007,33.4073899,POINT (-111.950007 33.4073899),
,747,,,,others,0,-111.9878285,33.4356656,POINT (-111.9878285 33.4356656),
,748,577,,,motorway,1,-111.9898151,33.4349554,POINT (-111.9898151 33.4349554),
,749,578,,,residential,0,-111.9850931,33.3967866,POINT (-111.9850931 33.3967866),
,750,,,motorway_junction,motorway,0,-111.9861034,33.4355725,POINT (-111.9861034 33.4355725),
,751,579,,,residential,0,-111.8821976,33.3930195,POINT (-111.8821976 33.3930195),
,752,580,,motorway_junction,motorway,1,-111.9905577,33.4360113,POINT (-111.9905577 33.4360113),
,753,581,,,residential,0,-111.9652355,33.4273548,POINT (-111.9652355 33.4273548),
,754,582,,,residential,0,-111.8925313,33.3820752,POINT (-111.8925313 33.3820752),
,755,583,,,residential,0,-111.950857,33.3870427,POINT (-111.950857 33.3870427),
,756,,,,others,0,-111.9877063,33.4352047,POINT (-111.9877063 33.4352047),
,757,,,,others,0,-111.9878116,33.4353032,POINT (-111.9878116 33.4353032),
,758,584,,turning_circle,residential,0,-111.9510115,33.3863834,POINT (-111.9510115 33.3863834),
,759,585,,,residential,0,-111.9505356,33.414445,POINT (-111.9505356 33.414445),
,760,586,,,motorway,1,-111.9886089,33.4352667,POINT (-111.9886089 33.4352667),
,761,587,,,residential,0,-111.9205552,33.4187226,POINT (-111.9205552 33.4187226),
,762,588,,,motorway,1,-111.98881,33.435636,POINT (-111.98881 33.435636),
,763,589,,,residential,0,-111.9499701,33.4219094,POINT (-111.9499701 33.4219094),
,764,590,,,residential,0,-111.9499635,33.4210895,POINT (-111.9499635 33.4210895),
,765,591,,,residential,0,-111.9499628,33.4207495,POINT (-111.9499628 33.4207495),
,766,,,traffic_signals,primary,0,-111.9308798,33.4401827,POINT (-111.9308798 33.4401827),
,767,592,,motorway_junction,motorway,1,-111.9687763,33.4453323,POINT (-111.9687763 33.4453323),
,768,,,traffic_signals,tertiary,0,-111.9308805,33.4402846,POINT (-111.9308805 33.4402846),
,769,593,,,residential,0,-111.9499581,33.4192086,POINT (-111.9499581 33.4192086),
,770,594,,,residential,0,-111.9499627,33.4199752,POINT (-111.9499627 33.4199752),
,771,595,,,residential,0,-111.9499616,33.418657,POINT (-111.9499616 33.418657),
,772,596,,,residential,0,-111.9499863,33.4184423,POINT (-111.9499863 33.4184423),
,773,597,,,residential,0,-111.9315045,33.4423772,POINT (-111.9315045 33.4423772),
,774,598,,,residential,0,-111.9500442,33.4179372,POINT (-111.9500442 33.4179372),
,775,599,,,residential,0,-111.9500442,33.4176618,POINT (-111.9500442 33.4176618),
,776,600,,,residential,0,-111.950041,33.4168853,POINT (-111.950041 33.4168853),
,777,601,,,residential,0,-111.9333148,33.4451294,POINT (-111.9333148 33.4451294),
,778,602,,,residential,0,-111.9511889,33.4144444,POINT (-111.9511889 33.4144444),
,779,603,,,residential,0,-111.9783352,33.3996652,POINT (-111.9783352 33.3996652),
,780,,,,motorway,0,-111.9870339,33.4361523,POINT (-111.9870339 33.4361523),
,781,604,,,residential,0,-111.9728124,33.3920929,POINT (-111.9728124 33.3920929),
,782,,,,motorway,0,-111.8988453,33.3858332,POINT (-111.8988453 33.3858332),
,783,,,,motorway,0,-111.9253123,33.4355532,POINT (-111.9253123 33.4355532),
,784,,,traffic_signals,tertiary,0,-111.9548164,33.4445998,POINT (-111.9548164 33.4445998),
,785,,,,tertiary,0,-111.9541749,33.4445284,POINT (-111.9541749 33.4445284),
,786,605,,,residential,0,-111.9746855,33.4219177,POINT (-111.9746855 33.4219177),
,787,606,,,residential,0,-111.9784693,33.3979901,POINT (-111.9784693 33.3979901),
,788,607,,,residential,0,-111.9105708,33.4147001,POINT (-111.9105708 33.4147001),
,789,608,,,residential,0,-111.9746254,33.4178772,POINT (-111.9746254 33.4178772),
,790,609,,,residential,0,-111.9104449,33.4133193,POINT (-111.9104449 33.4133193),
,791,610,,,residential,0,-111.978487,33.3959019,POINT (-111.978487 33.3959019),
,792,611,,,residential,0,-111.910382,33.414697,POINT (-111.910382 33.414697),
,793,612,,,residential,0,-111.9104503,33.4127103,POINT (-111.9104503 33.4127103),
,794,,,,others,0,-111.9529839,33.444396,POINT (-111.9529839 33.444396),
,795,613,,,residential,0,-111.9785032,33.3940023,POINT (-111.9785032 33.3940023),
,796,614,,,residential,0,-111.8834105,33.3820354,POINT (-111.8834105 33.3820354),
,797,615,,turning_circle,residential,0,-111.8841667,33.3817996,POINT (-111.8841667 33.3817996),
,798,616,,,residential,0,-111.8906024,33.4184204,POINT (-111.8906024 33.4184204),
,799,617,,,residential,0,-111.8907649,33.4166327,POINT (-111.8907649 33.4166327),
,800,,,,primary,0,-111.9485869,33.4445835,POINT (-111.9485869 33.4445835),
,801,,,,others,0,-111.8904566,33.4101078,POINT (-111.8904566 33.4101078),
,802,618,,,residential,0,-111.9626678,33.3961311,POINT (-111.9626678 33.3961311),
,803,619,,,residential,0,-111.9626711,33.396498,POINT (-111.9626711 33.396498),
,804,,,,primary,0,-111.9489708,33.4442238,POINT (-111.9489708 33.4442238),
,805,620,,,residential,0,-111.8903459,33.4037456,POINT (-111.8903459 33.4037456),
,806,621,,turning_loop,residential,0,-111.9018194,33.3920016,POINT (-111.9018194 33.3920016),
,807,622,,,residential,0,-111.9819452,33.3900731,POINT (-111.9819452 33.3900731),
,808,623,,turning_circle,residential,0,-111.9098842,33.3844581,POINT (-111.9098842 33.3844581),
,809,624,,,residential,0,-111.9137454,33.4403772,POINT (-111.9137454 33.4403772),
,810,625,,,residential,0,-111.9098842,33.3838671,POINT (-111.9098842 33.3838671),
,811,626,,,residential,0,-111.9476842,33.3781969,POINT (-111.9476842 33.3781969),
,812,627,,turning_circle,residential,0,-111.9098904,33.3833962,POINT (-111.9098904 33.3833962),
,813,628,,,residential,0,-111.9116571,33.4403926,POINT (-111.9116571 33.4403926),
,814,629,,,residential,0,-111.945773,33.4254752,POINT (-111.945773 33.4254752),
,815,630,,,residential,0,-111.9810729,33.3787083,POINT (-111.9810729 33.3787083),
,816,631,,,residential,0,-111.945773,33.4262792,POINT (-111.945773 33.4262792),
,817,632,,,residential,0,-111.94729,33.4262913,POINT (-111.94729 33.4262913),
,818,,,,others,0,-111.9878412,33.4367957,POINT (-111.9878412 33.4367957),
,819,633,,,residential,0,-111.90176,33.3970927,POINT (-111.90176 33.3970927),
,820,,,motorway_junction,motorway,0,-111.919381,33.4362043,POINT (-111.919381 33.4362043),
,821,634,,,residential,0,-111.9457747,33.4243274,POINT (-111.9457747 33.4243274),
,822,,,,secondary,0,-111.9648771,33.4310679,POINT (-111.9648771 33.4310679),
,823,,,stop,tertiary,0,-111.9177134,33.4194298,POINT (-111.9177134 33.4194298),
,824,635,,,residential,0,-111.9018649,33.3954168,POINT (-111.9018649 33.3954168),
,825,636,,turning_circle,residential,0,-111.9810004,33.3845773,POINT (-111.9810004 33.3845773),
,826,637,,,residential,0,-111.9457689,33.4218985,POINT (-111.9457689 33.4218985),
,827,638,,,residential,0,-111.9097587,33.390726,POINT (-111.9097587 33.390726),
,828,639,,,residential,0,-111.8830464,33.4202704,POINT (-111.8830464 33.4202704),
,829,640,,turning_loop,residential,0,-111.9015704,33.3897657,POINT (-111.9015704 33.3897657),
,830,641,,,residential,0,-111.8878132,33.379877,POINT (-111.8878132 33.379877),
,831,642,,turning_circle,residential,0,-111.8877188,33.3790599,POINT (-111.8877188 33.3790599),
,832,643,,,residential,0,-111.9457723,33.42064,POINT (-111.9457723 33.42064),
,833,644,,turning_circle,residential,0,-111.8866287,33.3826506,POINT (-111.8866287 33.3826506),
,834,645,,,residential,0,-111.909742,33.3991699,POINT (-111.909742 33.3991699),
,835,646,,,residential,0,-111.9457633,33.4177924,POINT (-111.9457633 33.4177924),
,836,647,,,residential,0,-111.9865886,33.3903526,POINT (-111.9865886 33.3903526),
,837,648,,,residential,0,-111.9097844,33.3876659,POINT (-111.9097844 33.3876659),
,838,649,,,residential,0,-111.9457671,33.4168277,POINT (-111.9457671 33.4168277),
,839,650,,turning_circle,residential,0,-111.9098016,33.3867558,POINT (-111.9098016 33.3867558),
,840,651,,,residential,0,-111.9457638,33.4160717,POINT (-111.9457638 33.4160717),
,841,,,motorway_junction,motorway,0,-111.9860431,33.4365201,POINT (-111.9860431 33.4365201),
,842,652,,turning_circle,residential,0,-111.9706306,33.3864306,POINT (-111.9706306 33.3864306),
,843,,,motorway_junction,motorway,0,-111.9254503,33.4365151,POINT (-111.9254503 33.4365151),
,844,,,,primary,0,-111.9096062,33.4366388,POINT (-111.9096062 33.4366388),
,845,,,,primary,0,-111.9261721,33.4370921,POINT (-111.9261721 33.4370921),
,846,653,,,residential,0,-111.9706532,33.3894868,POINT (-111.9706532 33.3894868),
,847,654,,,residential,0,-111.9499569,33.3818578,POINT (-111.9499569 33.3818578),
,848,655,,,residential,0,-111.9462736,33.3891927,POINT (-111.9462736 33.3891927),
,849,,,,others,0,-111.9646264,33.427359,POINT (-111.9646264 33.427359),
,850,656,,turning_circle,residential,0,-111.906398,33.3836763,POINT (-111.906398 33.3836763),
,851,657,,,residential,0,-111.9065575,33.3838274,POINT (-111.9065575 33.3838274),
,852,,,,secondary,0,-111.96966,33.4275237,POINT (-111.96966 33.4275237),
,853,658,,,residential,0,-111.94729,33.4272154,POINT (-111.94729 33.4272154),
,854,659,,turning_circle,residential,0,-111.9489637,33.4272225,POINT (-111.9489637 33.4272225),
,855,660,,,residential,0,-111.9125609,33.4411794,POINT (-111.9125609 33.4411794),
,856,,,,primary,0,-111.9262262,33.4238148,POINT (-111.9262262 33.4238148),
,857,661,,,residential,0,-111.9470375,33.3871861,POINT (-111.9470375 33.3871861),
,858,662,,,residential,0,-111.8879024,33.3963143,POINT (-111.8879024 33.3963143),
,859,663,,,residential,0,-111.8857823,33.3967944,POINT (-111.8857823 33.3967944),
,860,664,,,residential,0,-111.9502953,33.4262747,POINT (-111.9502953 33.4262747),
,861,665,,,residential,0,-111.9522696,33.4262794,POINT (-111.9522696 33.4262794),
,862,,,traffic_signals,primary,0,-111.9307861,33.4402213,POINT (-111.9307861 33.4402213),
,863,666,,,residential,0,-111.8838683,33.3973677,POINT (-111.8838683 33.3973677),
,864,667,,,residential,0,-111.9314244,33.4424376,POINT (-111.9314244 33.4424376),
,865,,,,motorway,0,-111.967383,33.3931667,POINT (-111.967383 33.3931667),
,866,668,,,residential,0,-111.9332322,33.4451989,POINT (-111.9332322 33.4451989),
,867,669,,,residential,0,-111.8967655,33.3816058,POINT (-111.8967655 33.3816058),
,868,670,,,residential,0,-111.9609687,33.4272948,POINT (-111.9609687 33.4272948),
,869,671,,,residential,0,-111.9021291,33.3961396,POINT (-111.9021291 33.3961396),
,870,672,,,residential,0,-111.897197,33.380146,POINT (-111.897197 33.380146),
,871,673,,,residential,0,-111.9566868,33.4272911,POINT (-111.9566868 33.4272911),
,872,674,,,residential,0,-111.8972117,33.3784524,POINT (-111.8972117 33.3784524),
,873,675,,,residential,0,-111.8972118,33.3793697,POINT (-111.8972118 33.3793697),
,874,676,,,residential,0,-111.9091273,33.4041995,POINT (-111.9091273 33.4041995),
,875,677,,turning_circle,residential,0,-111.9512038,33.4271007,POINT (-111.9512038 33.4271007),
,876,678,,,residential,0,-111.9849667,33.3820461,POINT (-111.9849667 33.3820461),
,877,679,,,residential,0,-111.98497,33.3822446,POINT (-111.98497 33.3822446),
,878,680,,,residential,0,-111.9451681,33.4124668,POINT (-111.9451681 33.4124668),
,879,681,,,residential,0,-111.8832332,33.4002841,POINT (-111.8832332 33.4002841),
,880,682,,turning_circle,residential,0,-111.8888551,33.3960205,POINT (-111.8888551 33.3960205),
,881,683,,,residential,0,-111.8841691,33.4002584,POINT (-111.8841691 33.4002584),
,882,684,,,residential,0,-111.9859956,33.383065,POINT (-111.9859956 33.383065),
,883,685,,,residential,0,-111.9543467,33.4254969,POINT (-111.9543467 33.4254969),
,884,686,,traffic_signals,residential,0,-111.9226148,33.4074455,POINT (-111.9226148 33.4074455),
,885,,,,secondary,0,-111.9236803,33.4074433,POINT (-111.9236803 33.4074433),
,886,,,,secondary,0,-111.9209405,33.4074439,POINT (-111.9209405 33.4074439),
,887,,,traffic_signals,primary,0,-111.926277,33.4075074,POINT (-111.926277 33.4075074),
,888,687,,,residential,0,-111.8975836,33.4058928,POINT (-111.8975836 33.4058928),
,889,688,,turning_circle,residential,0,-111.9859583,33.3857292,POINT (-111.9859583 33.3857292),
,890,689,,,residential,0,-111.8975921,33.4038651,POINT (-111.8975921 33.4038651),
,891,690,,,residential,0,-111.8975921,33.4034424,POINT (-111.8975921 33.4034424),
,892,691,,,residential,0,-111.8975235,33.4029264,POINT (-111.8975235 33.4029264),
,893,692,,,residential,0,-111.9289785,33.397931,POINT (-111.9289785 33.397931),
,894,,,traffic_signals,primary,0,-111.9695614,33.4219376,POINT (-111.9695614 33.4219376),
,895,693,,,residential,0,-111.9695347,33.4178998,POINT (-111.9695347 33.4178998),
,896,694,,,residential,0,-111.8967811,33.3877233,POINT (-111.8967811 33.3877233),
,897,,,,secondary,0,-111.9695271,33.4175262,POINT (-111.9695271 33.4175262),
,898,695,,turning_circle,residential,0,-111.9127313,33.3848005,POINT (-111.9127313 33.3848005),
,899,696,,,residential,0,-111.924854,33.3969569,POINT (-111.924854 33.3969569),
,900,697,,turning_circle,residential,0,-111.8968498,33.3865909,POINT (-111.8968498 33.3865909),
,901,698,,turning_circle,residential,0,-111.9127399,33.3833743,POINT (-111.9127399 33.3833743),
,902,699,,,residential,0,-111.969509,33.4124692,POINT (-111.969509 33.4124692),
,903,700,,,residential,0,-111.9896091,33.3806784,POINT (-111.9896091 33.3806784),
,904,701,,turning_circle,residential,0,-111.8974607,33.3825662,POINT (-111.8974607 33.3825662),
,905,702,,,residential,0,-111.9412797,33.4204834,POINT (-111.9412797 33.4204834),
,906,703,,,residential,0,-111.9411875,33.4204825,POINT (-111.9411875 33.4204825),
,907,704,,,motorway,1,-111.8847321,33.3854796,POINT (-111.8847321 33.3854796),
,908,705,,,residential,0,-111.94123,33.4205223,POINT (-111.94123 33.4205223),
,909,706,,,residential,0,-111.8962006,33.412957,POINT (-111.8962006 33.412957),
,910,707,,,residential,0,-111.9412313,33.4204449,POINT (-111.9412313 33.4204449),
,911,708,,,residential,0,-111.9885112,33.378573,POINT (-111.9885112 33.378573),
,912,709,,,residential,0,-111.8977868,33.3793697,POINT (-111.8977868 33.3793697),
,913,710,,stop,residential,0,-111.8962053,33.4166125,POINT (-111.8962053 33.4166125),
,914,711,,turning_circle,residential,0,-111.8977868,33.3790257,POINT (-111.8977868 33.3790257),
,915,712,,,residential,0,-111.9885015,33.3781576,POINT (-111.9885015 33.3781576),
,916,713,,,residential,0,-111.9423734,33.4204313,POINT (-111.9423734 33.4204313),
,917,714,,,residential,0,-111.8961967,33.4175414,POINT (-111.8961967 33.4175414),
,918,715,,,residential,0,-111.8961967,33.4184226,POINT (-111.8961967 33.4184226),
,919,716,,turning_circle,residential,0,-111.913651,33.4395034,POINT (-111.913651 33.4395034),
,920,717,,,residential,0,-111.8961881,33.4192608,POINT (-111.8961881 33.4192608),
,921,718,,,residential,0,-111.9896692,33.3822623,POINT (-111.9896692 33.3822623),
,922,719,,,residential,0,-111.8962661,33.3909553,POINT (-111.8962661 33.3909553),
,923,720,,,residential,0,-111.9714506,33.3988479,POINT (-111.9714506 33.3988479),
,924,721,,,residential,0,-111.9892915,33.3831941,POINT (-111.9892915 33.3831941),
,925,722,,,residential,0,-111.9892969,33.383413,POINT (-111.9892969 33.383413),
,926,723,,,residential,0,-111.9298951,33.4433743,POINT (-111.9298951 33.4433743),
,927,,,,others,0,-111.8971322,33.4246837,POINT (-111.8971322 33.4246837),
,928,724,,turning_circle,residential,0,-111.9302894,33.444383,POINT (-111.9302894 33.444383),
,929,725,,,residential,0,-111.9706639,33.3964322,POINT (-111.9706639 33.3964322),
,930,726,,,residential,0,-111.9899393,33.3906751,POINT (-111.9899393 33.3906751),
,931,727,,turning_circle,residential,0,-111.9110209,33.4022002,POINT (-111.9110209 33.4022002),
,932,728,,,residential,0,-111.9899393,33.3900229,POINT (-111.9899393 33.3900229),
,933,729,,,motorway,1,-111.9879503,33.4107801,POINT (-111.9879503 33.4107801),
,934,730,,,residential,0,-111.9899393,33.3893565,POINT (-111.9899393 33.3893565),
,935,,,traffic_signals,motorway,0,-111.9395446,33.3850967,POINT (-111.9395446 33.3850967),
,936,,,,motorway,0,-111.9152171,33.3857964,POINT (-111.9152171 33.3857964),
