link_id,from_node_id,to_node_id,time_period,volume,CA,CD,density,queue,travel_time,waiting_time_in_sec,speed,notes
1,1,3,0725:00_0726:00,91.000,2001.000,1263.000,73.800,373.000,10.000,0.000,60.000,simulation-based
1,1,3,0726:00_0727:00,92.000,2001.000,1355.000,64.600,397.000,10.000,0.000,60.000,simulation-based
1,1,3,0727:00_0728:00,94.000,2001.000,1449.000,55.200,420.000,10.000,0.000,60.000,simulation-based
1,1,3,0728:00_0729:00,94.000,2001.000,1543.000,45.800,443.000,10.000,0.000,60.000,simulation-based
1,1,3,0729:00_0730:00,96.000,2001.000,1639.000,36.200,362.000,10.000,0.000,60.000,simulation-based
1,1,3,0730:00_0731:00,95.000,2001.000,1734.000,26.700,267.000,10.000,0.000,60.000,simulation-based
1,1,3,0731:00_0732:00,93.000,2001.000,1827.000,17.400,174.000,10.000,0.000,60.000,simulation-based
1,1,3,0732:00_0733:00,95.000,2001.000,1922.000,7.900,79.000,10.000,0.000,60.000,simulation-based
1,1,3,0733:00_0734:00,79.000,2001.000,2001.000,0.000,0.000,10.000,0.000,60.000,simulation-based
1,1,3,0734:00_0735:00,0.000,2001.000,2001.000,0.000,0.000,10.000,0.000,60.000,simulation-based
1,1,3,0735:00_0736:00,0.000,2001.000,2001.000,0.000,0.000,10.000,0.000,60.000,simulation-based
1,1,3,0736:00_0737:00,0.000,2001.000,2001.000,0.000,0.000,10.000,0.000,60.000,simulation-based
1,1,3,0737:00_0738:00,0.000,2001.000,2001.000,0.000,0.000,10.000,0.000,60.000,simulation-based
1,1,3,0738:00_0739:00,0.000,2001.000,2001.000,0.000,0.000,10.000,0.000,60.000,simulation-based
1,1,3,0739:00_0740:00,0.000,2001.000,2001.000,0.000,0.000,10.000,0.000,60.000,simulation-based
1,1,3,0740:00_0741:00,0.000,2001.000,2001.000,0.000,0.000,10.000,0.000,60.000,simulation-based
1,1,3,0741:00_0742:00,0.000,2001.000,2001.000,0.000,0.000,10.000,0.000,60.000,simulation-based
1,1,3,0742:00_0743:00,0.000,2001.000,2001.000,0.000,0.000,10.000,0.000,60.000,simulation-based
1,1,3,0743:00_0744:00,0.000,2001.000,2001.000,0.000,0.000,10.000,0.000,60.000,simulation-based
1,1,3,0744:00_0745:00,0.000,2001.000,2001.000,0.000,0.000,10.000,0.000,60.000,simulation-based
1,1,3,0745:00_0746:00,0.000,2001.000,2001.000,0.000,0.000,10.000,0.000,60.000,simulation-based
1,1,3,0746:00_0747:00,0.000,2001.000,2001.000,0.000,0.000,10.000,0.000,60.000,simulation-based
1,1,3,0747:00_0748:00,0.000,2001.000,2001.000,0.000,0.000,10.000,0.000,60.000,simulation-based
1,1,3,0748:00_0749:00,0.000,2001.000,2001.000,0.000,0.000,10.000,0.000,60.000,simulation-based
1,1,3,0749:00_0750:00,0.000,2001.000,2001.000,0.000,0.000,10.000,0.000,60.000,simulation-based
1,1,3,0750:00_0751:00,0.000,2001.000,2001.000,0.000,0.000,10.000,0.000,60.000,simulation-based
1,1,3,0751:00_0752:00,0.000,2001.000,2001.000,0.000,0.000,10.000,0.000,60.000,simulation-based
1,1,3,0752:00_0753:00,0.000,2001.000,2001.000,0.000,0.000,10.000,0.000,60.000,simulation-based
1,1,3,0753:00_0754:00,0.000,2001.000,2001.000,0.000,0.000,10.000,0.000,60.000,simulation-based
1,1,3,0754:00_0755:00,0.000,2001.000,2001.000,0.000,0.000,10.000,0.000,60.000,simulation-based
1,1,3,0755:00_0756:00,0.000,2001.000,2001.000,0.000,0.000,10.000,0.000,60.000,simulation-based
1,1,3,0756:00_0757:00,0.000,2001.000,2001.000,0.000,0.000,10.000,0.000,60.000,simulation-based
1,1,3,0757:00_0758:00,0.000,2001.000,2001.000,0.000,0.000,10.000,0.000,60.000,simulation-based
1,1,3,0758:00_0759:00,0.000,2001.000,2001.000,0.000,0.000,10.000,0.000,60.000,simulation-based
1,1,3,0759:00_0800:00,0.000,2001.000,2001.000,0.000,0.000,10.000,0.000,60.000,simulation-based
1,1,3,0800:00_0801:00,0.000,2001.000,2001.000,0.000,0.000,10.000,0.000,60.000,simulation-based
1,1,3,0801:00_0802:00,0.000,2001.000,2001.000,0.000,0.000,14.524,271.467,41.310,simulation-based
1,1,3,0802:00_0803:00,0.000,7000.000,2001.000,499.900,0.000,10.000,0.000,60.000,simulation-based
1,1,3,0803:00_0804:00,0.000,7000.000,2001.000,499.900,0.000,10.000,0.000,60.000,simulation-based
1,1,3,0804:00_0805:00,0.000,7000.000,2001.000,499.900,0.000,10.000,0.000,60.000,simulation-based
1,1,3,0805:00_0806:00,0.000,7000.000,2001.000,499.900,0.000,10.000,0.000,60.000,simulation-based
1,1,3,0806:00_0807:00,0.000,7000.000,2001.000,499.900,0.000,10.000,0.000,60.000,simulation-based
1,1,3,0807:00_0808:00,0.000,7000.000,2001.000,499.900,0.000,10.000,0.000,60.000,simulation-based
1,1,3,0808:00_0809:00,0.000,7000.000,2001.000,499.900,0.000,10.000,0.000,60.000,simulation-based
1,1,3,0809:00_0810:00,0.000,7000.000,2001.000,499.900,0.000,10.000,0.000,60.000,simulation-based
1,1,3,0810:00_0811:00,0.000,7000.000,2001.000,499.900,0.000,10.000,0.000,60.000,simulation-based
1,1,3,0811:00_0812:00,0.000,7000.000,2001.000,499.900,0.000,10.000,0.000,60.000,simulation-based
1,1,3,0812:00_0813:00,79.000,7000.000,2080.000,492.000,4920.000,10.000,0.000,60.000,simulation-based
1,1,3,0813:00_0814:00,78.000,7000.000,2158.000,484.200,4842.000,10.000,0.000,60.000,simulation-based
1,1,3,0814:00_0815:00,92.000,7000.000,2250.000,475.000,4750.000,10.000,0.000,60.000,simulation-based
1,1,3,0815:00_0816:00,91.000,7000.000,2341.000,465.900,4659.000,10.000,0.000,60.000,simulation-based
1,1,3,0816:00_0817:00,82.000,7000.000,2423.000,457.700,4577.000,10.000,0.000,60.000,simulation-based
1,1,3,0817:00_0818:00,93.000,7000.000,2516.000,448.400,4484.000,10.000,0.000,60.000,simulation-based
1,1,3,0818:00_0819:00,92.000,7000.000,2608.000,439.200,4392.000,10.000,0.000,60.000,simulation-based
1,1,3,0819:00_0820:00,93.000,7000.000,2701.000,429.900,4299.000,10.000,0.000,60.000,simulation-based
1,1,3,0820:00_0821:00,91.000,7000.000,2792.000,420.800,4208.000,10.000,0.000,60.000,simulation-based
1,1,3,0821:00_0822:00,92.000,7000.000,2884.000,411.600,4116.000,10.000,0.000,60.000,simulation-based
1,1,3,0822:00_0823:00,91.000,7000.000,2975.000,402.500,4025.000,10.000,0.000,60.000,simulation-based
1,1,3,0823:00_0824:00,91.000,7000.000,3066.000,393.400,3934.000,10.000,0.000,60.000,simulation-based
1,1,3,0824:00_0825:00,91.000,7000.000,3157.000,384.300,3843.000,10.000,0.000,60.000,simulation-based
1,1,3,0825:00_0826:00,94.000,7000.000,3251.000,374.900,3749.000,10.000,0.000,60.000,simulation-based
1,1,3,0826:00_0827:00,91.000,7000.000,3342.000,365.800,3658.000,10.000,0.000,60.000,simulation-based
1,1,3,0827:00_0828:00,81.000,7000.000,3423.000,357.700,3577.000,10.000,0.000,60.000,simulation-based
1,1,3,0828:00_0829:00,99.000,7000.000,3522.000,347.800,3478.000,10.000,0.000,60.000,simulation-based
1,1,3,0829:00_0830:00,92.000,7000.000,3614.000,338.600,3386.000,10.000,0.000,60.000,simulation-based
1,1,3,0830:00_0831:00,94.000,7000.000,3708.000,329.200,3292.000,10.000,0.000,60.000,simulation-based
1,1,3,0831:00_0832:00,81.000,7000.000,3789.000,321.100,3211.000,10.000,0.000,60.000,simulation-based
1,1,3,0832:00_0833:00,91.000,7000.000,3880.000,312.000,3120.000,10.000,0.000,60.000,simulation-based
1,1,3,0833:00_0834:00,91.000,7000.000,3971.000,302.900,3029.000,10.000,0.000,60.000,simulation-based
1,1,3,0834:00_0835:00,34.000,7000.000,4005.000,299.500,2995.000,10.000,0.000,60.000,simulation-based
1,1,3,0835:00_0836:00,0.000,7000.000,4005.000,299.500,2995.000,10.000,0.000,60.000,simulation-based
1,1,3,0836:00_0837:00,0.000,7000.000,4005.000,299.500,2995.000,10.000,0.000,60.000,simulation-based
1,1,3,0837:00_0838:00,0.000,7000.000,4005.000,299.500,2995.000,10.000,0.000,60.000,simulation-based
1,1,3,0838:00_0839:00,0.000,7000.000,4005.000,299.500,2995.000,10.000,0.000,60.000,simulation-based
1,1,3,0839:00_0840:00,0.000,7000.000,4005.000,299.500,2995.000,10.000,0.000,60.000,simulation-based
1,1,3,0840:00_0841:00,0.000,7000.000,4005.000,299.500,2995.000,10.000,0.000,60.000,simulation-based
1,1,3,0841:00_0842:00,0.000,7000.000,4005.000,299.500,2995.000,10.000,0.000,60.000,simulation-based
1,1,3,0842:00_0843:00,0.000,7000.000,4005.000,299.500,2995.000,10.000,0.000,60.000,simulation-based
1,1,3,0843:00_0844:00,0.000,7000.000,4005.000,299.500,2995.000,10.000,0.000,60.000,simulation-based
1,1,3,0844:00_0845:00,0.000,7000.000,4005.000,299.500,2995.000,10.000,0.000,60.000,simulation-based
1,1,3,0845:00_0846:00,0.000,7000.000,4005.000,299.500,2995.000,10.000,0.000,60.000,simulation-based
1,1,3,0846:00_0847:00,0.000,7000.000,4005.000,299.500,2995.000,10.000,0.000,60.000,simulation-based
1,1,3,0847:00_0848:00,0.000,7000.000,4005.000,299.500,2995.000,10.000,0.000,60.000,simulation-based
1,1,3,0848:00_0849:00,0.000,7000.000,4005.000,299.500,2995.000,10.000,0.000,60.000,simulation-based
1,1,3,0849:00_0850:00,0.000,7000.000,4005.000,299.500,2995.000,10.000,0.000,60.000,simulation-based
1,1,3,0850:00_0851:00,0.000,7000.000,4005.000,299.500,2995.000,10.000,0.000,60.000,simulation-based
1,1,3,0851:00_0852:00,0.000,7000.000,4005.000,299.500,2995.000,10.000,0.000,60.000,simulation-based
1,1,3,0852:00_0853:00,0.000,7000.000,4005.000,299.500,2995.000,10.000,0.000,60.000,simulation-based
1,1,3,0853:00_0854:00,0.000,7000.000,4005.000,299.500,2995.000,10.000,0.000,60.000,simulation-based
1,1,3,0854:00_0855:00,0.000,7000.000,4005.000,299.500,2995.000,10.000,0.000,60.000,simulation-based
1,1,3,0855:00_0856:00,0.000,7000.000,4005.000,299.500,2995.000,10.000,0.000,60.000,simulation-based
1,1,3,0856:00_0857:00,0.000,7000.000,4005.000,299.500,2995.000,10.000,0.000,60.000,simulation-based
1,1,3,0857:00_0858:00,0.000,7000.000,4005.000,299.500,2995.000,10.000,0.000,60.000,simulation-based
1,1,3,0858:00_0859:00,0.000,7000.000,4005.000,299.500,2995.000,10.000,0.000,60.000,simulation-based
1,1,3,0859:00_0900:00,0.000,7000.000,4005.000,299.500,2995.000,10.000,0.000,60.000,simulation-based
2,3,2,0700:00_0701:00,0.000,0.000,0.000,0.000,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0701:00_0702:00,0.000,0.000,0.000,0.000,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0702:00_0703:00,0.000,0.000,0.000,0.000,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0703:00_0704:00,0.000,0.000,0.000,0.000,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0704:00_0705:00,0.000,0.000,0.000,0.000,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0705:00_0706:00,0.000,0.000,0.000,0.000,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0706:00_0707:00,0.000,0.000,0.000,0.000,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0707:00_0708:00,0.000,0.000,0.000,0.000,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0708:00_0709:00,0.000,0.000,0.000,0.000,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0709:00_0710:00,0.000,0.000,0.000,0.000,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0710:00_0711:00,0.000,0.000,0.000,0.000,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0711:00_0712:00,0.000,1.000,0.000,0.100,0.000,10.002,0.130,59.987,simulation-based
2,3,2,0712:00_0713:00,0.000,70.000,0.000,7.000,0.000,10.028,1.671,59.833,simulation-based
2,3,2,0713:00_0714:00,0.000,155.000,0.000,15.500,0.000,10.032,1.934,59.807,simulation-based
2,3,2,0714:00_0715:00,0.000,246.000,0.000,24.600,0.000,10.007,0.437,59.956,simulation-based
2,3,2,0715:00_0716:00,0.000,333.000,0.000,33.300,0.000,10.022,1.347,59.866,simulation-based
2,3,2,0716:00_0717:00,0.000,431.000,0.000,43.100,0.000,10.067,4.022,59.600,simulation-based
2,3,2,0717:00_0718:00,0.000,520.000,0.000,52.000,0.000,10.103,6.175,59.389,simulation-based
2,3,2,0718:00_0719:00,0.000,617.000,0.000,61.700,0.000,10.144,8.634,59.149,simulation-based
2,3,2,0719:00_0720:00,0.000,710.000,0.000,71.000,0.000,10.186,11.185,58.902,simulation-based
2,3,2,0720:00_0721:00,0.000,802.000,0.000,80.200,0.000,10.184,11.021,58.918,simulation-based
2,3,2,0721:00_0722:00,1.000,897.000,1.000,89.600,0.000,10.160,9.625,59.053,simulation-based
2,3,2,0722:00_0723:00,69.000,985.000,70.000,91.500,0.000,10.183,11.000,58.920,simulation-based
2,3,2,0723:00_0724:00,81.000,1079.000,151.000,92.800,4.000,10.190,11.376,58.884,simulation-based
2,3,2,0724:00_0725:00,94.000,1172.000,245.000,92.700,1.000,10.177,10.637,58.955,simulation-based
2,3,2,0725:00_0726:00,88.000,1263.000,333.000,93.000,0.000,10.189,11.348,58.886,simulation-based
2,3,2,0726:00_0727:00,91.000,1355.000,424.000,93.100,7.000,10.280,16.798,58.366,simulation-based
2,3,2,0727:00_0728:00,89.000,1449.000,513.000,93.600,7.000,10.252,15.149,58.522,simulation-based
2,3,2,0728:00_0729:00,91.000,1543.000,604.000,93.900,13.000,10.263,15.771,58.463,simulation-based
2,3,2,0729:00_0730:00,94.000,1639.000,698.000,94.100,12.000,10.368,22.063,57.872,simulation-based
2,3,2,0730:00_0731:00,86.000,1734.000,784.000,95.000,18.000,10.402,24.140,57.679,simulation-based
2,3,2,0731:00_0732:00,96.000,1827.000,880.000,94.700,17.000,10.456,27.337,57.385,simulation-based
2,3,2,0732:00_0733:00,91.000,1922.000,971.000,95.100,14.000,10.512,30.722,57.077,simulation-based
2,3,2,0733:00_0734:00,93.000,2001.000,1064.000,93.700,15.000,10.000,0.000,60.000,simulation-based
2,3,2,0734:00_0735:00,92.000,2001.000,1156.000,84.500,16.000,10.000,0.000,60.000,simulation-based
2,3,2,0735:00_0736:00,90.000,2001.000,1246.000,75.500,17.000,10.000,0.000,60.000,simulation-based
2,3,2,0736:00_0737:00,92.000,2001.000,1338.000,66.300,17.000,10.000,0.000,60.000,simulation-based
2,3,2,0737:00_0738:00,85.000,2001.000,1423.000,57.800,26.000,10.000,0.000,60.000,simulation-based
2,3,2,0738:00_0739:00,96.000,2001.000,1519.000,48.200,24.000,10.000,0.000,60.000,simulation-based
2,3,2,0739:00_0740:00,91.000,2001.000,1610.000,39.100,29.000,10.000,0.000,60.000,simulation-based
2,3,2,0740:00_0741:00,89.000,2001.000,1699.000,30.200,35.000,10.000,0.000,60.000,simulation-based
2,3,2,0741:00_0742:00,90.000,2001.000,1789.000,21.200,38.000,10.000,0.000,60.000,simulation-based
2,3,2,0742:00_0743:00,90.000,2001.000,1879.000,12.200,43.000,10.000,0.000,60.000,simulation-based
2,3,2,0743:00_0744:00,85.000,2001.000,1964.000,3.700,37.000,10.000,0.000,60.000,simulation-based
2,3,2,0744:00_0745:00,37.000,2001.000,2001.000,0.000,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0745:00_0746:00,0.000,2001.000,2001.000,0.000,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0746:00_0747:00,0.000,2001.000,2001.000,0.000,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0747:00_0748:00,0.000,2001.000,2001.000,0.000,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0748:00_0749:00,0.000,2001.000,2001.000,0.000,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0749:00_0750:00,0.000,2001.000,2001.000,0.000,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0750:00_0751:00,0.000,2001.000,2001.000,0.000,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0751:00_0752:00,0.000,2001.000,2001.000,0.000,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0752:00_0753:00,0.000,2001.000,2001.000,0.000,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0753:00_0754:00,0.000,2001.000,2001.000,0.000,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0754:00_0755:00,0.000,2001.000,2001.000,0.000,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0755:00_0756:00,0.000,2001.000,2001.000,0.000,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0756:00_0757:00,0.000,2001.000,2001.000,0.000,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0757:00_0758:00,0.000,2001.000,2001.000,0.000,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0758:00_0759:00,0.000,2001.000,2001.000,0.000,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0759:00_0800:00,0.000,2001.000,2001.000,0.000,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0800:00_0801:00,0.000,2001.000,2001.000,0.000,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0801:00_0802:00,0.000,2001.000,2001.000,0.000,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0802:00_0803:00,0.000,2001.000,2001.000,0.000,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0803:00_0804:00,0.000,2001.000,2001.000,0.000,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0804:00_0805:00,0.000,2001.000,2001.000,0.000,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0805:00_0806:00,0.000,2001.000,2001.000,0.000,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0806:00_0807:00,0.000,2001.000,2001.000,0.000,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0807:00_0808:00,0.000,2001.000,2001.000,0.000,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0808:00_0809:00,0.000,2001.000,2001.000,0.000,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0809:00_0810:00,0.000,2001.000,2001.000,0.000,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0810:00_0811:00,0.000,2001.000,2001.000,0.000,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0811:00_0812:00,0.000,2001.000,2001.000,0.000,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0812:00_0813:00,0.000,2080.000,2001.000,7.900,0.000,10.000,0.013,59.999,simulation-based
2,3,2,0813:00_0814:00,0.000,2158.000,2001.000,15.700,0.000,10.000,0.022,59.998,simulation-based
2,3,2,0814:00_0815:00,0.000,2250.000,2001.000,24.900,0.000,10.001,0.033,59.997,simulation-based
2,3,2,0815:00_0816:00,0.000,2341.000,2001.000,34.000,0.000,10.000,0.024,59.998,simulation-based
2,3,2,0816:00_0817:00,0.000,2423.000,2001.000,42.200,0.000,10.001,0.032,59.997,simulation-based
2,3,2,0817:00_0818:00,0.000,2516.000,2001.000,51.500,0.000,10.000,0.022,59.998,simulation-based
2,3,2,0818:00_0819:00,0.000,2608.000,2001.000,60.700,0.000,10.001,0.054,59.995,simulation-based
2,3,2,0819:00_0820:00,0.000,2701.000,2001.000,70.000,0.000,10.000,0.011,59.999,simulation-based
2,3,2,0820:00_0821:00,0.000,2792.000,2001.000,79.100,0.000,10.000,0.022,59.998,simulation-based
2,3,2,0821:00_0822:00,0.000,2884.000,2001.000,88.300,0.000,10.000,0.011,59.999,simulation-based
2,3,2,0822:00_0823:00,79.000,2975.000,2080.000,89.500,0.000,10.000,0.011,59.999,simulation-based
2,3,2,0823:00_0824:00,78.000,3066.000,2158.000,90.800,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0824:00_0825:00,92.000,3157.000,2250.000,90.700,0.000,10.001,0.032,59.997,simulation-based
2,3,2,0825:00_0826:00,91.000,3251.000,2341.000,91.000,0.000,10.001,0.033,59.997,simulation-based
2,3,2,0826:00_0827:00,82.000,3342.000,2423.000,91.900,0.000,10.000,0.025,59.998,simulation-based
2,3,2,0827:00_0828:00,93.000,3423.000,2516.000,90.700,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0828:00_0829:00,92.000,3522.000,2608.000,91.400,0.000,10.000,0.011,59.999,simulation-based
2,3,2,0829:00_0830:00,93.000,3614.000,2701.000,91.300,0.000,10.001,0.043,59.996,simulation-based
2,3,2,0830:00_0831:00,91.000,3708.000,2792.000,91.600,0.000,10.001,0.037,59.996,simulation-based
2,3,2,0831:00_0832:00,92.000,3789.000,2884.000,90.500,0.000,10.000,0.011,59.999,simulation-based
2,3,2,0832:00_0833:00,91.000,3880.000,2975.000,90.500,0.000,10.000,0.022,59.998,simulation-based
2,3,2,0833:00_0834:00,91.000,3971.000,3066.000,90.500,0.000,10.000,0.029,59.997,simulation-based
2,3,2,0834:00_0835:00,91.000,4005.000,3157.000,84.800,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0835:00_0836:00,94.000,4005.000,3251.000,75.400,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0836:00_0837:00,91.000,4005.000,3342.000,66.300,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0837:00_0838:00,81.000,4005.000,3423.000,58.200,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0838:00_0839:00,99.000,4005.000,3522.000,48.300,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0839:00_0840:00,92.000,4005.000,3614.000,39.100,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0840:00_0841:00,94.000,4005.000,3708.000,29.700,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0841:00_0842:00,81.000,4005.000,3789.000,21.600,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0842:00_0843:00,91.000,4005.000,3880.000,12.500,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0843:00_0844:00,91.000,4005.000,3971.000,3.400,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0844:00_0845:00,34.000,4005.000,4005.000,0.000,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0845:00_0846:00,0.000,4005.000,4005.000,0.000,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0846:00_0847:00,0.000,4005.000,4005.000,0.000,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0847:00_0848:00,0.000,4005.000,4005.000,0.000,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0848:00_0849:00,0.000,4005.000,4005.000,0.000,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0849:00_0850:00,0.000,4005.000,4005.000,0.000,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0850:00_0851:00,0.000,4005.000,4005.000,0.000,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0851:00_0852:00,0.000,4005.000,4005.000,0.000,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0852:00_0853:00,0.000,4005.000,4005.000,0.000,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0853:00_0854:00,0.000,4005.000,4005.000,0.000,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0854:00_0855:00,0.000,4005.000,4005.000,0.000,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0855:00_0856:00,0.000,4005.000,4005.000,0.000,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0856:00_0857:00,0.000,4005.000,4005.000,0.000,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0857:00_0858:00,0.000,4005.000,4005.000,0.000,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0858:00_0859:00,0.000,4005.000,4005.000,0.000,0.000,10.000,0.000,60.000,simulation-based
2,3,2,0859:00_0900:00,0.000,4005.000,4005.000,0.000,0.000,10.000,0.000,60.000,simulation-based
3,1,4,0700:00_0701:00,0.000,0.000,0.000,0.000,0.000,15.000,0.000,60.000,simulation-based
3,1,4,0701:00_0702:00,0.000,0.000,0.000,0.000,0.000,15.000,0.000,60.000,simulation-based
3,1,4,0702:00_0703:00,0.000,0.000,0.000,0.000,0.000,15.000,0.000,60.000,simulation-based
3,1,4,0703:00_0704:00,0.000,0.000,0.000,0.000,0.000,15.000,0.000,60.000,simulation-based
3,1,4,0704:00_0705:00,0.000,0.000,0.000,0.000,0.000,15.000,0.000,60.000,simulation-based
3,1,4,0705:00_0706:00,0.000,0.000,0.000,0.000,0.000,15.000,0.000,60.000,simulation-based
3,1,4,0706:00_0707:00,0.000,0.000,0.000,0.000,0.000,15.000,0.000,60.000,simulation-based
3,1,4,0707:00_0708:00,0.000,0.000,0.000,0.000,0.000,15.000,0.000,60.000,simulation-based
3,1,4,0708:00_0709:00,0.000,0.000,0.000,0.000,0.000,15.000,0.000,60.000,simulation-based
