link_id,from_node_id,to_node_id,time_period,speed,density,volume,volume_per_lane,travel time
1,1,2,0640_0645,60,27.88,557.6,139.4,0.01875
1,1,2,0645_0650,60.2,25.83388704,518.4,129.6,0.018687708
1,1,2,0650_0655,57.2,27.35664336,521.6,130.4,0.019667832
1,1,2,0655_0700,56.6,27.68904594,522.4,130.6,0.019876325
1,1,2,0700_0705,57.6,24.29166667,466.4,116.6,0.01953125
1,1,2,0705_0710,57.4,25.71428571,492,123,0.019599303
1,1,2,0710_0715,58,25.77931034,498.4,124.6,0.019396552
1,1,2,0715_0720,59.6,26.13422819,519.2,129.8,0.018875839
1,1,2,0720_0725,58.8,26.97959184,528.8,132.2,0.019132653
1,1,2,0725_0730,54.8,28.16058394,514.4,128.6,0.020529197
1,1,2,0730_0735,56.8,29.07042254,550.4,137.6,0.019806338
1,1,2,0735_0740,56.8,29.15492958,552,138,0.019806338
1,1,2,0740_0745,54.2,32.50184502,587.2,146.8,0.020756458
1,1,2,0745_0750,56.4,30.29787234,569.6,142.4,0.019946809
1,1,2,0750_0755,57.8,30.26989619,583.2,145.8,0.019463668
1,1,2,0755_0800,55.6,30.43165468,564,141,0.020233813
1,1,2,0800_0805,57.2,28.32167832,540,135,0.019667832
1,1,2,0805_0810,56.6,27.90106007,526.4,131.6,0.019876325
1,1,2,0810_0815,57,27.41052632,520.8,130.2,0.019736842
1,1,2,0815_0820,55.6,30.47482014,564.8,141.2,0.020233813
1,1,2,0820_0825,59,27.90508475,548.8,137.2,0.019067797
1,1,2,0825_0830,61,25.33770492,515.2,128.8,0.018442623
1,1,2,0830_0835,60.4,26.10596026,525.6,131.4,0.018625828
1,1,2,0835_0840,60.2,27.22923588,546.4,136.6,0.018687708
1,1,2,0840_0845,56.8,31.09859155,588.8,147.2,0.019806338
1,1,2,0845_0850,58.4,28.2739726,550.4,137.6,0.019263699
1,1,2,0850_0855,57,30.10526316,572,143,0.019736842
1,1,2,0855_0900,62,25.74193548,532,133,0.018145161
1,1,2,0900_0905,61.8,24.89320388,512.8,128.2,0.018203883
1,1,2,0905_0910,61.4,25.60260586,524,131,0.018322476
1,1,2,0910_0915,62.8,23.61783439,494.4,123.6,0.017914013
1,1,2,0915_0920,61,24.27540984,493.6,123.4,0.018442623
1,1,2,0920_0925,64.4,22.43478261,481.6,120.4,0.017468944
1,1,2,0925_0930,65.8,20.49848024,449.6,112.4,0.017097264
1,1,2,0930_0935,63.8,22.8338558,485.6,121.4,0.017633229
1,1,2,0935_0940,64,21.7125,463.2,115.8,0.017578125
1,1,2,0940_0945,63.8,23.51097179,500,125,0.017633229
1,1,2,0945_0950,62.4,23.84615385,496,124,0.018028846
1,1,2,0950_0955,65,22.67076923,491.2,122.8,0.017307692
1,1,2,0955_1000,66.6,18.91891892,420,105,0.016891892
1,1,2,1000_1005,67.2,18.21428571,408,102,0.016741071
1,1,2,1005_1010,66.4,18.72289157,414.4,103.6,0.016942771
1,1,2,1010_1015,64.8,21.66666667,468,117,0.017361111
1,1,2,1015_1020,66.2,18.67069486,412,103,0.016993958
1,1,2,1020_1025,66.4,18.97590361,420,105,0.016942771
1,1,2,1025_1030,65,19.08923077,413.6,103.4,0.017307692
1,1,2,1030_1035,66.2,19.64954683,433.6,108.4,0.016993958
1,1,2,1035_1040,65,21.19384615,459.2,114.8,0.017307692
1,1,2,1040_1045,65.4,18.86238532,411.2,102.8,0.017201835
1,1,2,1045_1050,64,20.4,435.2,108.8,0.017578125
1,1,2,1050_1055,56.8,25.69014085,486.4,121.6,0.019806338
1,1,2,1055_1100,59.2,23.51351351,464,116,0.019003378
1,1,2,1100_1105,61.2,21.33333333,435.2,108.8,0.018382353
1,1,2,1105_1110,63.6,21.43396226,454.4,113.6,0.017688679
1,1,2,1110_1115,63.8,20.42633229,434.4,108.6,0.017633229
1,1,2,1115_1120,63.8,22.57053292,480,120,0.017633229
1,1,2,1120_1125,65.6,21.14634146,462.4,115.6,0.01714939
1,1,2,1125_1130,66.8,19.32934132,430.4,107.6,0.016841317
1,1,2,1130_1135,65,20.45538462,443.2,110.8,0.017307692
1,1,2,1135_1140,65.4,19.66972477,428.8,107.2,0.017201835
1,1,2,1140_1145,65.2,19.6196319,426.4,106.6,0.017254601
1,1,2,1145_1150,63.2,20.3164557,428,107,0.017800633
1,1,2,1150_1155,63.2,21.37974684,450.4,112.6,0.017800633
1,1,2,1155_1200,63.4,21.69085174,458.4,114.6,0.017744479
1,1,2,1200_1205,65,18.42461538,399.2,99.8,0.017307692
1,1,2,1205_1210,65.2,19.73006135,428.8,107.2,0.017254601
1,1,2,1210_1215,63.8,20.35109718,432.8,108.2,0.017633229
1,1,2,1215_1220,56.8,22.77464789,431.2,107.8,0.019806338
1,1,2,1220_1225,54,24.88888889,448,112,0.020833333
1,1,2,1225_1230,55.8,22.49462366,418.4,104.6,0.02016129
1,1,2,1230_1235,34,38.04705882,431.2,107.8,0.033088235
1,1,2,1235_1240,37.8,37.01587302,466.4,116.6,0.029761905
1,1,2,1240_1245,58.4,24.12328767,469.6,117.4,0.019263699
1,1,2,1245_1250,62.2,22.22508039,460.8,115.2,0.018086817
1,1,2,1250_1255,62.4,21.92307692,456,114,0.018028846
1,1,2,1255_1300,62.8,21.43949045,448.8,112.2,0.017914013
1,1,2,1300_1305,62.4,20.11538462,418.4,104.6,0.018028846
1,1,2,1305_1310,47.2,26.79661017,421.6,105.4,0.023834746
1,1,2,1310_1315,26,41.90769231,363.2,90.8,0.043269231
1,1,2,1315_1320,24.6,49.17073171,403.2,100.8,0.045731707
1,1,2,1320_1325,24.6,49.75609756,408,102,0.045731707
1,1,2,1325_1330,24.2,52.95867769,427.2,106.8,0.046487603
1,1,2,1330_1335,20.6,59.41747573,408,102,0.05461165
1,1,2,1335_1340,20.6,62.67961165,430.4,107.6,0.05461165
1,1,2,1340_1345,19.2,62.5,400,100,0.05859375
1,1,2,1345_1350,21.6,55.22222222,397.6,99.4,0.052083333
1,1,2,1350_1355,22.6,56.28318584,424,106,0.049778761
1,1,2,1355_1400,26.6,48.18045113,427.2,106.8,0.042293233
1,1,2,1400_1405,23.8,53.8487395,427.2,106.8,0.047268908
1,1,2,1405_1410,28.2,49.27659574,463.2,115.8,0.039893617
1,1,2,1410_1415,33,43.27272727,476,119,0.034090909
1,1,2,1415_1420,31.8,47.09433962,499.2,124.8,0.035377358
1,1,2,1420_1425,37,41.25405405,508.8,127.2,0.030405405
1,1,2,1425_1430,36.6,39.27868852,479.2,119.8,0.030737705
1,1,2,1430_1435,37,40.08648649,494.4,123.6,0.030405405
1,1,2,1435_1440,43.6,33.90825688,492.8,123.2,0.025802752
1,1,2,1440_1445,22.6,55.85840708,420.8,105.2,0.049778761
1,1,2,1445_1450,19.6,66,431.2,107.8,0.057397959
1,1,2,1450_1455,27.6,53.65217391,493.6,123.4,0.04076087
1,1,2,1455_1500,24.2,55.23966942,445.6,111.4,0.046487603
1,1,2,1500_1505,25.2,52.47619048,440.8,110.2,0.044642857
1,1,2,1505_1510,31,42.19354839,436,109,0.036290323
1,1,2,1510_1515,24.4,51.93442623,422.4,105.6,0.046106557
1,1,2,1515_1520,30.6,43.76470588,446.4,111.6,0.036764706
1,1,2,1520_1525,18.6,67.61290323,419.2,104.8,0.060483871
1,1,2,1525_1530,16,72.45,386.4,96.6,0.0703125
1,1,2,1530_1535,18.4,65.73913043,403.2,100.8,0.061141304
1,1,2,1535_1540,17.2,65.72093023,376.8,94.2,0.065406977
1,1,2,1540_1545,18,60.53333333,363.2,90.8,0.0625
1,1,2,1545_1550,14,66.68571429,311.2,77.8,0.080357143
1,1,2,1550_1555,10.2,74.58823529,253.6,63.4,0.110294118
1,1,2,1555_1600,8.4,90.85714286,254.4,63.6,0.133928571
1,1,2,1600_1605,14.4,75,360,90,0.078125
1,1,2,1605_1610,13.4,73.25373134,327.2,81.8,0.083955224
1,1,2,1610_1615,10.2,75.29411765,256,64,0.110294118
1,1,2,1615_1620,13,76.98461538,333.6,83.4,0.086538462
1,1,2,1620_1625,9.6,81.75,261.6,65.4,0.1171875
1,1,2,1625_1630,11.2,73.92857143,276,69,0.100446429
1,1,2,1630_1635,11.4,82.94736842,315.2,78.8,0.098684211
1,1,2,1635_1640,8.8,90,264,66,0.127840909
1,1,2,1640_1645,7.2,75,180,45,0.15625
1,1,2,1645_1650,10,69.36,231.2,57.8,0.1125
1,1,2,1650_1655,12,72,288,72,0.09375
1,1,2,1655_1700,11,82.90909091,304,76,0.102272727
1,1,2,1700_1705,12.2,72,292.8,73.2,0.092213115
1,1,2,1705_1710,12.8,65.8125,280.8,70.2,0.087890625
1,1,2,1710_1715,9.4,68.68085106,215.2,53.8,0.119680851
1,1,2,1715_1720,9.4,81.19148936,254.4,63.6,0.119680851
1,1,2,1720_1725,8.8,74.72727273,219.2,54.8,0.127840909
1,1,2,1725_1730,9.2,78.26086957,240,60,0.122282609
1,1,2,1730_1735,8.4,75.42857143,211.2,52.8,0.133928571
1,1,2,1735_1740,9.8,80.81632653,264,66,0.114795918
1,1,2,1740_1745,9.8,84,274.4,68.6,0.114795918
1,1,2,1745_1750,12.2,72,292.8,73.2,0.092213115
1,1,2,1750_1755,9.6,70.5,225.6,56.4,0.1171875
1,1,2,1755_1800,10.8,68.66666667,247.2,61.8,0.104166667
1,1,2,1800_1805,13.2,68.72727273,302.4,75.6,0.085227273
1,1,2,1805_1810,11.2,75,280,70,0.100446429
1,1,2,1810_1815,13.4,62.14925373,277.6,69.4,0.083955224
1,1,2,1815_1820,8.2,69.65853659,190.4,47.6,0.137195122
1,1,2,1820_1825,15.2,66.15789474,335.2,83.8,0.074013158
1,1,2,1825_1830,15.2,59.52631579,301.6,75.4,0.074013158
1,1,2,1830_1835,15.6,69.53846154,361.6,90.4,0.072115385
1,1,2,1835_1840,18,62.93333333,377.6,94.4,0.0625
1,1,2,1840_1845,18.2,60.26373626,365.6,91.4,0.061813187
1,1,2,1845_1850,22.2,52.54054054,388.8,97.2,0.050675676
1,1,2,1850_1855,33.8,34.08284024,384,96,0.033284024
1,1,2,1855_1900,55,17.80363636,326.4,81.6,0.020454545
1,1,2,1900_1905,63.8,14.7460815,313.6,78.4,0.017633229
1,1,2,1905_1910,63.8,13.50470219,287.2,71.8,0.017633229
1,1,2,1910_1915,63.4,14.87697161,314.4,78.6,0.017744479
1,1,2,1915_1920,62.8,17.96178344,376,94,0.017914013
1,1,2,1920_1925,64.6,15.00928793,323.2,80.8,0.017414861
1,1,2,1925_1930,63.4,15.93690852,336.8,84.2,0.017744479
1,1,2,1930_1935,64.4,15.65217391,336,84,0.017468944
1,1,2,1935_1940,64.8,14.7037037,317.6,79.4,0.017361111
1,1,2,1940_1945,66.8,13.11377246,292,73,0.016841317
1,1,2,1945_1950,65.6,13.68292683,299.2,74.8,0.01714939
1,1,2,1950_1955,66.2,11.89123867,262.4,65.6,0.016993958
1,1,2,1955_2000,66.8,11.89221557,264.8,66.2,0.016841317
1,1,2,2000_2005,65.8,13.05775076,286.4,71.6,0.017097264
1,1,2,2005_2010,65.6,11.52439024,252,63,0.01714939
1,1,2,2010_2015,67,13.50447761,301.6,75.4,0.016791045
1,1,2,2015_2020,65.6,13.46341463,294.4,73.6,0.01714939
1,1,2,2020_2025,64.8,13.51851852,292,73,0.017361111
1,1,2,2025_2030,67.2,11.71428571,262.4,65.6,0.016741071
1,1,2,2030_2035,66.6,13.00900901,288.8,72.2,0.016891892
1,1,2,2035_2040,66.4,11.74698795,260,65,0.016942771
1,1,2,2040_2045,67.2,11.85714286,265.6,66.4,0.016741071
1,1,2,2045_2050,64.8,12.18518519,263.2,65.8,0.017361111
1,1,2,2050_2055,67,11.35522388,253.6,63.4,0.016791045
1,1,2,2055_2100,66.6,11.35135135,252,63,0.016891892
1,1,2,2100_2105,67.2,10.64285714,238.4,59.6,0.016741071
1,1,2,2105_2110,66.8,12.14371257,270.4,67.6,0.016841317
1,1,2,2110_2115,67,12.0358209,268.8,67.2,0.016791045
1,1,2,2115_2120,65.4,13.17431193,287.2,71.8,0.017201835
1,1,2,2120_2125,65,12.62769231,273.6,68.4,0.017307692
1,1,2,2125_2130,66.8,11.60479042,258.4,64.6,0.016841317
1,1,2,2130_2135,66,11.2,246.4,61.6,0.017045455
1,1,2,2135_2140,65,11.37230769,246.4,61.6,0.017307692
1,1,2,2140_2145,65.6,10.79268293,236,59,0.01714939
1,1,2,2145_2150,66.4,10.98795181,243.2,60.8,0.016942771
1,1,2,2150_2155,65.6,11.30487805,247.2,61.8,0.01714939
1,1,2,2155_2200,65.8,12.07294833,264.8,66.2,0.017097264
1,1,2,2200_2205,66.8,10.74251497,239.2,59.8,0.016841317
1,1,2,2205_2210,65.8,11.34346505,248.8,62.2,0.017097264
1,1,2,2210_2215,64.4,12.81987578,275.2,68.8,0.017468944
1,1,2,2215_2220,64.4,12.40993789,266.4,66.6,0.017468944
1,1,2,2220_2225,62,10.60645161,219.2,54.8,0.018145161
1,1,2,2225_2230,62.6,10.08306709,210.4,52.6,0.017971246
1,1,2,2230_2235,62.4,8.884615385,184.8,46.2,0.018028846
1,1,2,2235_2240,64,8.3625,178.4,44.6,0.017578125
1,1,2,2240_2245,64,9.825,209.6,52.4,0.017578125
1,1,2,2245_2250,65.2,7.288343558,158.4,39.6,0.017254601
1,1,2,2250_2255,64,9.1875,196,49,0.017578125
1,1,2,2255_2300,65,7.68,166.4,41.6,0.017307692
1,1,2,2300_2305,63.4,8.668769716,183.2,45.8,0.017744479
1,1,2,2305_2310,66,8.181818182,180,45,0.017045455
1,1,2,2310_2315,65.6,7.902439024,172.8,43.2,0.01714939
1,1,2,2315_2320,65,8.861538462,192,48,0.017307692
1,1,2,2320_2325,64.4,7.97515528,171.2,42.8,0.017468944
1,1,2,2325_2330,64,8.1,172.8,43.2,0.017578125
1,1,2,2330_2335,64.4,6.931677019,148.8,37.2,0.017468944
1,1,2,2335_2340,65.8,6.455927052,141.6,35.4,0.017097264
1,1,2,2340_2345,65.4,6.422018349,140,35,0.017201835
1,1,2,2345_2350,68.4,5.719298246,130.4,32.6,0.016447368
1,1,2,2350_2355,68.8,4.813953488,110.4,27.6,0.016351744
1,1,2,2355_2400,67.4,5.163204748,116,29,0.016691395
3,2,3,0000_0005,66.75,6.606741573,147,36.75,0.016329588
3,2,3,0005_0010,67.5,5.422222222,122,30.5,0.016148148
3,2,3,0010_0015,67.25,7.271375465,163,40.75,0.016208178
3,2,3,0015_0020,67,5.731343284,128,32,0.016268657
3,2,3,0020_0025,67.5,6.177777778,139,34.75,0.016148148
3,2,3,0025_0030,68,5.955882353,135,33.75,0.016029412
3,2,3,0030_0035,69,4.782608696,110,27.5,0.015797101
3,2,3,0035_0040,67.25,5.665427509,127,31.75,0.016208178
3,2,3,0040_0045,67.25,5.977695167,134,33.5,0.016208178
3,2,3,0045_0050,67.5,6.4,144,36,0.016148148
3,2,3,0050_0055,66.25,4.347169811,96,24,0.01645283
3,2,3,0055_0100,68.25,4.131868132,94,23.5,0.015970696
3,2,3,0100_0105,68.5,4.379562044,100,25,0.015912409
3,2,3,0105_0110,69.25,4.462093863,103,25.75,0.015740072
3,2,3,0110_0115,68.5,4.423357664,101,25.25,0.015912409
3,2,3,0115_0120,68.25,3.868131868,88,22,0.015970696
3,2,3,0120_0125,67.25,4.951672862,111,27.75,0.016208178
3,2,3,0125_0130,68.75,3.970909091,91,22.75,0.015854545
3,2,3,0130_0135,68.75,3.578181818,82,20.5,0.015854545
3,2,3,0135_0140,69.25,3.63898917,84,21,0.015740072
3,2,3,0140_0145,66.75,3.146067416,70,17.5,0.016329588
3,2,3,0145_0150,68.25,4.395604396,100,25,0.015970696
3,2,3,0150_0155,68,3.044117647,69,17.25,0.016029412
3,2,3,0155_0200,67,3.268656716,73,18.25,0.016268657
3,2,3,0200_0205,69,3.826086957,88,22,0.015797101
3,2,3,0205_0210,66.25,3.758490566,83,20.75,0.01645283
3,2,3,0210_0215,69.75,4.086021505,95,23.75,0.01562724
3,2,3,0215_0220,68.75,3.316363636,76,19,0.015854545
3,2,3,0220_0225,69.25,2.642599278,61,15.25,0.015740072
3,2,3,0225_0230,68.75,3.272727273,75,18.75,0.015854545
3,2,3,0230_0235,68.5,3.153284672,72,18,0.015912409
3,2,3,0235_0240,67.75,4.162361624,94,23.5,0.016088561
3,2,3,0240_0245,67.75,4.339483395,98,24.5,0.016088561
3,2,3,0245_0250,68.75,3.665454545,84,21,0.015854545
3,2,3,0250_0255,68.25,2.681318681,61,15.25,0.015970696
3,2,3,0255_0300,67,2.686567164,60,15,0.016268657
3,2,3,0300_0305,68,2.955882353,67,16.75,0.016029412
3,2,3,0305_0310,68.25,3.076923077,70,17.5,0.015970696
3,2,3,0310_0315,68.5,3.153284672,72,18,0.015912409
3,2,3,0315_0320,68.5,2.759124088,63,15.75,0.015912409
3,2,3,0320_0325,68.75,2.749090909,63,15.75,0.015854545
3,2,3,0325_0330,67.25,3.925650558,88,22,0.016208178
3,2,3,0330_0335,68.75,3.36,77,19.25,0.015854545
3,2,3,0335_0340,67.75,3.896678967,88,22,0.016088561
3,2,3,0340_0345,70,3.514285714,82,20.5,0.015571429
3,2,3,0345_0350,70.75,3.519434629,83,20.75,0.01540636
3,2,3,0350_0355,69,4,92,23,0.015797101
3,2,3,0355_0400,69,3.304347826,76,19,0.015797101
3,2,3,0400_0405,65.75,3.558935361,78,19.5,0.016577947
3,2,3,0405_0410,67.75,3.498154982,79,19.75,0.016088561
3,2,3,0410_0415,69,4.565217391,105,26.25,0.015797101
3,2,3,0415_0420,68.75,4.407272727,101,25.25,0.015854545
3,2,3,0420_0425,68.5,5.299270073,121,30.25,0.015912409
3,2,3,0425_0430,68.5,5.649635036,129,32.25,0.015912409
3,2,3,0430_0435,69.25,6.671480144,154,38.5,0.015740072
3,2,3,0435_0440,68.5,7.751824818,177,44.25,0.015912409
3,2,3,0440_0445,68.25,8.967032967,204,51,0.015970696
3,2,3,0445_0450,69.75,8.258064516,192,48,0.01562724
3,2,3,0450_0455,70,7.285714286,170,42.5,0.015571429
3,2,3,0455_0500,70.25,6.533807829,153,38.25,0.015516014
3,2,3,0500_0505,70.25,7.558718861,177,44.25,0.015516014
3,2,3,0505_0510,69.25,8.231046931,190,47.5,0.015740072
3,2,3,0510_0515,68.75,9.294545455,213,53.25,0.015854545
3,2,3,0515_0520,69.25,9.140794224,211,52.75,0.015740072
3,2,3,0520_0525,68.75,10.77818182,247,61.75,0.015854545
3,2,3,0525_0530,68.75,13.09090909,300,75,0.015854545
3,2,3,0530_0535,69.5,11.61151079,269,67.25,0.015683453
3,2,3,0535_0540,69.25,13.12635379,303,75.75,0.015740072
3,2,3,0540_0545,68.25,18.32967033,417,104.25,0.015970696
3,2,3,0545_0550,69,17.13043478,394,98.5,0.015797101
3,2,3,0550_0555,67.75,13.32841328,301,75.25,0.016088561
3,2,3,0555_0600,69,19.34782609,445,111.25,0.015797101
3,2,3,0600_0605,67.75,15.49815498,350,87.5,0.016088561
3,2,3,0605_0610,65.5,20.01526718,437,109.25,0.016641221
3,2,3,0610_0615,65.5,21.16030534,462,115.5,0.016641221
3,2,3,0615_0620,66.25,21.23773585,469,117.25,0.01645283
3,2,3,0620_0625,65.5,24,524,131,0.016641221
3,2,3,0625_0630,64,24.984375,533,133.25,0.01703125
3,2,3,0630_0635,64.5,26.51162791,570,142.5,0.016899225
3,2,3,0635_0640,64,26.71875,570,142.5,0.01703125
3,2,3,0640_0645,63.5,27.49606299,582,145.5,0.017165354
3,2,3,0645_0650,63,25.57142857,537,134.25,0.017301587
3,2,3,0650_0655,60,27.65,553,138.25,0.018166667
3,2,3,0655_0700,62.5,24.864,518,129.5,0.01744
3,2,3,0700_0705,62.75,22.37450199,468,117,0.017370518
3,2,3,0705_0710,62.25,22.79518072,473,118.25,0.01751004
3,2,3,0710_0715,63,23.38095238,491,122.75,0.017301587
3,2,3,0715_0720,62.5,24.672,514,128.5,0.01744
3,2,3,0720_0725,63.5,24.94488189,528,132,0.017165354
3,2,3,0725_0730,63.25,25.13833992,530,132.5,0.017233202
3,2,3,0730_0735,62.25,27.13253012,563,140.75,0.01751004
3,2,3,0735_0740,61.75,28.03238866,577,144.25,0.017651822
3,2,3,0740_0745,62.75,26.67729084,558,139.5,0.017370518
3,2,3,0745_0750,63,27.42857143,576,144,0.017301587
3,2,3,0750_0755,63.5,26.78740157,567,141.75,0.017165354
3,2,3,0755_0800,63.25,25.23320158,532,133,0.017233202
3,2,3,0800_0805,64.75,23.90733591,516,129,0.016833977
3,2,3,0805_0810,65.25,22.20689655,483,120.75,0.016704981
3,2,3,0810_0815,65.75,22.03802281,483,120.75,0.016577947
3,2,3,0815_0820,63.5,24.8976378,527,131.75,0.017165354
3,2,3,0820_0825,64.5,23.6744186,509,127.25,0.016899225
3,2,3,0825_0830,66,22.04545455,485,121.25,0.016515152
3,2,3,0830_0835,64.25,21.94552529,470,117.5,0.016964981
3,2,3,0835_0840,64.5,24.65116279,530,132.5,0.016899225
3,2,3,0840_0845,63.5,25.41732283,538,134.5,0.017165354
3,2,3,0845_0850,65,24.04615385,521,130.25,0.016769231
3,2,3,0850_0855,63.75,26.82352941,570,142.5,0.017098039
3,2,3,0855_0900,64.75,21.54440154,465,116.25,0.016833977
3,2,3,0900_0905,64.5,22.65116279,487,121.75,0.016899225
3,2,3,0905_0910,64,24.328125,519,129.75,0.01703125
3,2,3,0910_0915,63.5,24.28346457,514,128.5,0.017165354
3,2,3,0915_0920,63.75,24.18823529,514,128.5,0.017098039
3,2,3,0920_0925,65.25,23.03448276,501,125.25,0.016704981
3,2,3,0925_0930,65.75,22.08365019,484,121,0.016577947
3,2,3,0930_0935,65.5,21.84732824,477,119.25,0.016641221
3,2,3,0935_0940,64.5,24.09302326,518,129.5,0.016899225
3,2,3,0940_0945,65,23.90769231,518,129.5,0.016769231
3,2,3,0945_0950,64.25,24.23346304,519,129.75,0.016964981
3,2,3,0950_0955,65.5,22.25954198,486,121.5,0.016641221
3,2,3,0955_1000,66.75,20.04494382,446,111.5,0.016329588
3,2,3,1000_1005,67,18.85074627,421,105.25,0.016268657
